Company;Criteria 1;Score 1;Count 1;Criteria 2;Score 2;Count 2;Rank
ExxonMobil;Sexism;-67;9;Privacy;-87;113;12
ExxonMobil;Sexism;-67;9;Culture;-94;160;12
ExxonMobil;Ageism;-54;10;Insurance;-98;53;12
ExxonMobil;Ageism;-54;10;Safety;-83;189;12
ExxonMobil;Ageism;-54;10;Balance;-80;171;12
ExxonMobil;Ageism;-54;10;Retirement;-80;19;12
ExxonMobil;Ageism;-54;10;Racism;-88;36;12
ExxonMobil;Ageism;-54;10;Sexism;-67;9;12
ExxonMobil;Ageism;-54;10;Ageism;-54;10;12
ExxonMobil;Ageism;-54;10;Benefits;-87;166;12
ExxonMobil;Ageism;-54;10;Resources;-93;212;12
ExxonMobil;Ageism;-54;10;Opportunities;-88;180;12
ExxonMobil;Ageism;-54;10;Privacy;-87;113;12
ExxonMobil;Ageism;-54;10;Culture;-94;160;12
ExxonMobil;Benefits;-87;166;Insurance;-98;53;12
ExxonMobil;Benefits;-87;166;Safety;-83;189;12
ExxonMobil;Benefits;-87;166;Balance;-80;171;12
ExxonMobil;Benefits;-87;166;Retirement;-80;19;12
ExxonMobil;Benefits;-87;166;Racism;-88;36;12
ExxonMobil;Benefits;-87;166;Sexism;-67;9;12
ExxonMobil;Benefits;-87;166;Ageism;-54;10;12
ExxonMobil;Benefits;-87;166;Benefits;-87;166;12
ExxonMobil;Benefits;-87;166;Resources;-93;212;12
ExxonMobil;Benefits;-87;166;Opportunities;-88;180;12
ExxonMobil;Benefits;-87;166;Privacy;-87;113;12
ExxonMobil;Benefits;-87;166;Culture;-94;160;12
ExxonMobil;Resources;-93;212;Insurance;-98;53;12
ExxonMobil;Resources;-93;212;Safety;-83;189;12
ExxonMobil;Resources;-93;212;Balance;-80;171;12
ExxonMobil;Resources;-93;212;Retirement;-80;19;12
ExxonMobil;Resources;-93;212;Racism;-88;36;12
ExxonMobil;Resources;-93;212;Sexism;-67;9;12
ExxonMobil;Resources;-93;212;Ageism;-54;10;12
ExxonMobil;Resources;-93;212;Benefits;-87;166;12
ExxonMobil;Resources;-93;212;Resources;-93;212;12
ExxonMobil;Resources;-93;212;Opportunities;-88;180;12
ExxonMobil;Resources;-93;212;Privacy;-87;113;12
ExxonMobil;Resources;-93;212;Culture;-94;160;12
ExxonMobil;Opportunities;-88;180;Insurance;-98;53;12
ExxonMobil;Opportunities;-88;180;Safety;-83;189;12
ExxonMobil;Opportunities;-88;180;Balance;-80;171;12
ExxonMobil;Opportunities;-88;180;Retirement;-80;19;12
ExxonMobil;Opportunities;-88;180;Racism;-88;36;12
ExxonMobil;Opportunities;-88;180;Sexism;-67;9;12
ExxonMobil;Opportunities;-88;180;Ageism;-54;10;12
ExxonMobil;Opportunities;-88;180;Benefits;-87;166;12
ExxonMobil;Opportunities;-88;180;Resources;-93;212;12
ExxonMobil;Opportunities;-88;180;Opportunities;-88;180;12
ExxonMobil;Opportunities;-88;180;Privacy;-87;113;12
ExxonMobil;Opportunities;-88;180;Culture;-94;160;12
ExxonMobil;Privacy;-87;113;Insurance;-98;53;12
ExxonMobil;Privacy;-87;113;Safety;-83;189;12
ExxonMobil;Privacy;-87;113;Balance;-80;171;12
ExxonMobil;Privacy;-87;113;Retirement;-80;19;12
ExxonMobil;Privacy;-87;113;Racism;-88;36;12
ExxonMobil;Privacy;-87;113;Sexism;-67;9;12
ExxonMobil;Privacy;-87;113;Ageism;-54;10;12
ExxonMobil;Privacy;-87;113;Benefits;-87;166;12
ExxonMobil;Privacy;-87;113;Resources;-93;212;12
ExxonMobil;Privacy;-87;113;Opportunities;-88;180;12
ExxonMobil;Privacy;-87;113;Privacy;-87;113;12
ExxonMobil;Privacy;-87;113;Culture;-94;160;12
ExxonMobil;Culture;-94;160;Insurance;-98;53;12
ExxonMobil;Culture;-94;160;Safety;-83;189;12
ExxonMobil;Culture;-94;160;Balance;-80;171;12
ExxonMobil;Culture;-94;160;Retirement;-80;19;12
ExxonMobil;Culture;-94;160;Racism;-88;36;12
ExxonMobil;Culture;-94;160;Sexism;-67;9;12
ExxonMobil;Culture;-94;160;Ageism;-54;10;12
ExxonMobil;Culture;-94;160;Benefits;-87;166;12
ExxonMobil;Culture;-94;160;Resources;-93;212;12
ExxonMobil;Culture;-94;160;Opportunities;-88;180;12
ExxonMobil;Culture;-94;160;Privacy;-87;113;12
ExxonMobil;Culture;-94;160;Culture;-94;160;12
Phillips66;Insurance;-87;19;Insurance;-87;19;15
Phillips66;Insurance;-87;19;Safety;-96;100;15
Phillips66;Insurance;-87;19;Balance;-96;91;15
Phillips66;Insurance;-87;19;Retirement;-100;12;15
Phillips66;Insurance;-87;19;Racism;-100;10;15
Phillips66;Insurance;-87;19;Sexism;-69;2;15
Phillips66;Insurance;-87;19;Ageism;-94;7;15
Phillips66;Insurance;-87;19;Benefits;-98;86;15
Phillips66;Insurance;-87;19;Resources;-100;100;15
Phillips66;Insurance;-87;19;Opportunities;-98;81;15
Phillips66;Insurance;-87;19;Privacy;-95;51;15
Phillips66;Insurance;-87;19;Culture;-95;59;15
Phillips66;Safety;-96;100;Insurance;-87;19;15
Phillips66;Safety;-96;100;Safety;-96;100;15
Phillips66;Safety;-96;100;Balance;-96;91;15
Phillips66;Safety;-96;100;Retirement;-100;12;15
Phillips66;Safety;-96;100;Racism;-100;10;15
Phillips66;Safety;-96;100;Sexism;-69;2;15
Phillips66;Safety;-96;100;Ageism;-94;7;15
Phillips66;Safety;-96;100;Benefits;-98;86;15
Phillips66;Safety;-96;100;Resources;-100;100;15
Phillips66;Safety;-96;100;Opportunities;-98;81;15
Phillips66;Safety;-96;100;Privacy;-95;51;15
Phillips66;Safety;-96;100;Culture;-95;59;15
Phillips66;Balance;-96;91;Insurance;-87;19;15
Phillips66;Balance;-96;91;Safety;-96;100;15
Phillips66;Balance;-96;91;Balance;-96;91;15
Phillips66;Balance;-96;91;Retirement;-100;12;15
Phillips66;Balance;-96;91;Racism;-100;10;15
Phillips66;Balance;-96;91;Sexism;-69;2;15
Phillips66;Balance;-96;91;Ageism;-94;7;15
Phillips66;Balance;-96;91;Benefits;-98;86;15
Phillips66;Balance;-96;91;Resources;-100;100;15
Phillips66;Balance;-96;91;Opportunities;-98;81;15
Phillips66;Balance;-96;91;Privacy;-95;51;15
Phillips66;Balance;-96;91;Culture;-95;59;15
Phillips66;Retirement;-100;12;Insurance;-87;19;15
Phillips66;Retirement;-100;12;Safety;-96;100;15
Phillips66;Retirement;-100;12;Balance;-96;91;15
Phillips66;Retirement;-100;12;Retirement;-100;12;15
Phillips66;Retirement;-100;12;Racism;-100;10;15
Phillips66;Retirement;-100;12;Sexism;-69;2;15
Phillips66;Retirement;-100;12;Ageism;-94;7;15
Phillips66;Retirement;-100;12;Benefits;-98;86;15
Phillips66;Retirement;-100;12;Resources;-100;100;15
Phillips66;Retirement;-100;12;Opportunities;-98;81;15
Phillips66;Retirement;-100;12;Privacy;-95;51;15
Phillips66;Retirement;-100;12;Culture;-95;59;15
Phillips66;Racism;-100;10;Insurance;-87;19;15
Phillips66;Racism;-100;10;Safety;-96;100;15
Phillips66;Racism;-100;10;Balance;-96;91;15
Phillips66;Racism;-100;10;Retirement;-100;12;15
Phillips66;Racism;-100;10;Racism;-100;10;15
Phillips66;Racism;-100;10;Sexism;-69;2;15
Phillips66;Racism;-100;10;Ageism;-94;7;15
Phillips66;Racism;-100;10;Benefits;-98;86;15
Phillips66;Racism;-100;10;Resources;-100;100;15
Phillips66;Racism;-100;10;Opportunities;-98;81;15
Phillips66;Racism;-100;10;Privacy;-95;51;15
Phillips66;Racism;-100;10;Culture;-95;59;15
Phillips66;Sexism;-69;2;Insurance;-87;19;15
Phillips66;Sexism;-69;2;Safety;-96;100;15
Phillips66;Sexism;-69;2;Balance;-96;91;15
Phillips66;Sexism;-69;2;Retirement;-100;12;15
Phillips66;Sexism;-69;2;Racism;-100;10;15
Phillips66;Sexism;-69;2;Sexism;-69;2;15
Phillips66;Sexism;-69;2;Ageism;-94;7;15
Phillips66;Sexism;-69;2;Benefits;-98;86;15
Phillips66;Sexism;-69;2;Resources;-100;100;15
Phillips66;Sexism;-69;2;Opportunities;-98;81;15
Phillips66;Sexism;-69;2;Privacy;-95;51;15
Phillips66;Sexism;-69;2;Culture;-95;59;15
Phillips66;Ageism;-94;7;Insurance;-87;19;15
Phillips66;Ageism;-94;7;Safety;-96;100;15
Phillips66;Ageism;-94;7;Balance;-96;91;15
Phillips66;Ageism;-94;7;Retirement;-100;12;15
Phillips66;Ageism;-94;7;Racism;-100;10;15
Phillips66;Ageism;-94;7;Sexism;-69;2;15
Phillips66;Ageism;-94;7;Ageism;-94;7;15
Phillips66;Ageism;-94;7;Benefits;-98;86;15
Phillips66;Ageism;-94;7;Resources;-100;100;15
Phillips66;Ageism;-94;7;Opportunities;-98;81;15
Phillips66;Ageism;-94;7;Privacy;-95;51;15
Phillips66;Ageism;-94;7;Culture;-95;59;15
Phillips66;Benefits;-98;86;Insurance;-87;19;15
Phillips66;Benefits;-98;86;Safety;-96;100;15
Phillips66;Benefits;-98;86;Balance;-96;91;15
Phillips66;Benefits;-98;86;Retirement;-100;12;15
Phillips66;Benefits;-98;86;Racism;-100;10;15
Phillips66;Benefits;-98;86;Sexism;-69;2;15
Phillips66;Benefits;-98;86;Ageism;-94;7;15
Phillips66;Benefits;-98;86;Benefits;-98;86;15
Phillips66;Benefits;-98;86;Resources;-100;100;15
Phillips66;Benefits;-98;86;Opportunities;-98;81;15
Phillips66;Benefits;-98;86;Privacy;-95;51;15
Phillips66;Benefits;-98;86;Culture;-95;59;15
Phillips66;Resources;-100;100;Insurance;-87;19;15
Phillips66;Resources;-100;100;Safety;-96;100;15
Phillips66;Resources;-100;100;Balance;-96;91;15
Phillips66;Resources;-100;100;Retirement;-100;12;15
Phillips66;Resources;-100;100;Racism;-100;10;15
Phillips66;Resources;-100;100;Sexism;-69;2;15
Phillips66;Resources;-100;100;Ageism;-94;7;15
Phillips66;Resources;-100;100;Benefits;-98;86;15
Phillips66;Resources;-100;100;Resources;-100;100;15
Phillips66;Resources;-100;100;Opportunities;-98;81;15
Phillips66;Resources;-100;100;Privacy;-95;51;15
Phillips66;Resources;-100;100;Culture;-95;59;15
Phillips66;Opportunities;-98;81;Insurance;-87;19;15
Phillips66;Opportunities;-98;81;Safety;-96;100;15
Phillips66;Opportunities;-98;81;Balance;-96;91;15
Phillips66;Opportunities;-98;81;Retirement;-100;12;15
Phillips66;Opportunities;-98;81;Racism;-100;10;15
Phillips66;Opportunities;-98;81;Sexism;-69;2;15
Phillips66;Opportunities;-98;81;Ageism;-94;7;15
Phillips66;Opportunities;-98;81;Benefits;-98;86;15
Phillips66;Opportunities;-98;81;Resources;-100;100;15
Phillips66;Opportunities;-98;81;Opportunities;-98;81;15
Phillips66;Opportunities;-98;81;Privacy;-95;51;15
Phillips66;Opportunities;-98;81;Culture;-95;59;15
Phillips66;Privacy;-95;51;Insurance;-87;19;15
Phillips66;Privacy;-95;51;Safety;-96;100;15
Phillips66;Privacy;-95;51;Balance;-96;91;15
Phillips66;Privacy;-95;51;Retirement;-100;12;15
Phillips66;Privacy;-95;51;Racism;-100;10;15
Phillips66;Privacy;-95;51;Sexism;-69;2;15
Phillips66;Privacy;-95;51;Ageism;-94;7;15
Phillips66;Privacy;-95;51;Benefits;-98;86;15
Phillips66;Privacy;-95;51;Resources;-100;100;15
Phillips66;Privacy;-95;51;Opportunities;-98;81;15
Phillips66;Privacy;-95;51;Privacy;-95;51;15
Phillips66;Privacy;-95;51;Culture;-95;59;15
Phillips66;Culture;-95;59;Insurance;-87;19;15
Phillips66;Culture;-95;59;Safety;-96;100;15
Phillips66;Culture;-95;59;Balance;-96;91;15
Phillips66;Culture;-95;59;Retirement;-100;12;15
Phillips66;Culture;-95;59;Racism;-100;10;15
Phillips66;Culture;-95;59;Sexism;-69;2;15
Phillips66;Culture;-95;59;Ageism;-94;7;15
Phillips66;Culture;-95;59;Benefits;-98;86;15
Phillips66;Culture;-95;59;Resources;-100;100;15
Phillips66;Culture;-95;59;Opportunities;-98;81;15
Phillips66;Culture;-95;59;Privacy;-95;51;15
Phillips66;Culture;-95;59;Culture;-95;59;15
Conocophilips;Insurance;-3;96;Insurance;-3;96;1
Conocophilips;Insurance;-3;96;Safety;0;376;1
Conocophilips;Insurance;-3;96;Balance;-3;322;1
Conocophilips;Insurance;-3;96;Retirement;-15;61;1
Conocophilips;Insurance;-3;96;Racism;0;60;1
Conocophilips;Insurance;-3;96;Sexism;-55;19;1
Conocophilips;Insurance;-3;96;Ageism;-2;17;1
Conocophilips;Insurance;-3;96;Benefits;-3;317;1
Conocophilips;Insurance;-3;96;Resources;-14;430;1
Conocophilips;Insurance;-3;96;Opportunities;0;359;1
Conocophilips;Insurance;-3;96;Privacy;-4;204;1
Conocophilips;Insurance;-3;96;Culture;-17;310;1
Conocophilips;Safety;0;376;Insurance;-3;96;1
Conocophilips;Safety;0;376;Safety;0;376;1
Conocophilips;Safety;0;376;Balance;-3;322;1
Conocophilips;Safety;0;376;Retirement;-15;61;1
Conocophilips;Safety;0;376;Racism;0;60;1
Conocophilips;Safety;0;376;Sexism;-55;19;1
Conocophilips;Safety;0;376;Ageism;-2;17;1
Conocophilips;Safety;0;376;Benefits;-3;317;1
Conocophilips;Safety;0;376;Resources;-14;430;1
Conocophilips;Safety;0;376;Opportunities;0;359;1
Conocophilips;Safety;0;376;Privacy;-4;204;1
Conocophilips;Safety;0;376;Culture;-17;310;1
Conocophilips;Balance;-3;322;Insurance;-3;96;1
Conocophilips;Balance;-3;322;Safety;0;376;1
Conocophilips;Balance;-3;322;Balance;-3;322;1
Conocophilips;Balance;-3;322;Retirement;-15;61;1
Conocophilips;Balance;-3;322;Racism;0;60;1
Conocophilips;Balance;-3;322;Sexism;-55;19;1
Conocophilips;Balance;-3;322;Ageism;-2;17;1
Conocophilips;Balance;-3;322;Benefits;-3;317;1
Conocophilips;Balance;-3;322;Resources;-14;430;1
Conocophilips;Balance;-3;322;Opportunities;0;359;1
Conocophilips;Balance;-3;322;Privacy;-4;204;1
Conocophilips;Balance;-3;322;Culture;-17;310;1
Conocophilips;Retirement;-15;61;Insurance;-3;96;1
Conocophilips;Retirement;-15;61;Safety;0;376;1
Conocophilips;Retirement;-15;61;Balance;-3;322;1
Conocophilips;Retirement;-15;61;Retirement;-15;61;1
Conocophilips;Retirement;-15;61;Racism;0;60;1
Conocophilips;Retirement;-15;61;Sexism;-55;19;1
Conocophilips;Retirement;-15;61;Ageism;-2;17;1
Conocophilips;Retirement;-15;61;Benefits;-3;317;1
Conocophilips;Retirement;-15;61;Resources;-14;430;1
Conocophilips;Retirement;-15;61;Opportunities;0;359;1
Conocophilips;Retirement;-15;61;Privacy;-4;204;1
Conocophilips;Retirement;-15;61;Culture;-17;310;1
Conocophilips;Racism;0;60;Insurance;-3;96;1
Conocophilips;Racism;0;60;Safety;0;376;1
Conocophilips;Racism;0;60;Balance;-3;322;1
Conocophilips;Racism;0;60;Retirement;-15;61;1
Conocophilips;Racism;0;60;Racism;0;60;1
Conocophilips;Racism;0;60;Sexism;-55;19;1
Conocophilips;Racism;0;60;Ageism;-2;17;1
Conocophilips;Racism;0;60;Benefits;-3;317;1
Conocophilips;Racism;0;60;Resources;-14;430;1
Conocophilips;Racism;0;60;Opportunities;0;359;1
Conocophilips;Racism;0;60;Privacy;-4;204;1
Conocophilips;Racism;0;60;Culture;-17;310;1
Conocophilips;Sexism;-55;19;Insurance;-3;96;1
Conocophilips;Sexism;-55;19;Safety;0;376;1
Conocophilips;Sexism;-55;19;Balance;-3;322;1
Conocophilips;Sexism;-55;19;Retirement;-15;61;1
Conocophilips;Sexism;-55;19;Racism;0;60;1
Conocophilips;Sexism;-55;19;Sexism;-55;19;1
Conocophilips;Sexism;-55;19;Ageism;-2;17;1
Conocophilips;Sexism;-55;19;Benefits;-3;317;1
Conocophilips;Sexism;-55;19;Resources;-14;430;1
Conocophilips;Sexism;-55;19;Opportunities;0;359;1
Conocophilips;Sexism;-55;19;Privacy;-4;204;1
Conocophilips;Sexism;-55;19;Culture;-17;310;1
Conocophilips;Ageism;-2;17;Insurance;-3;96;1
Conocophilips;Ageism;-2;17;Safety;0;376;1
Conocophilips;Ageism;-2;17;Balance;-3;322;1
Conocophilips;Ageism;-2;17;Retirement;-15;61;1
Conocophilips;Ageism;-2;17;Racism;0;60;1
Conocophilips;Ageism;-2;17;Sexism;-55;19;1
Conocophilips;Ageism;-2;17;Ageism;-2;17;1
Conocophilips;Ageism;-2;17;Benefits;-3;317;1
Conocophilips;Ageism;-2;17;Resources;-14;430;1
Conocophilips;Ageism;-2;17;Opportunities;0;359;1
Conocophilips;Ageism;-2;17;Privacy;-4;204;1
Conocophilips;Ageism;-2;17;Culture;-17;310;1
Conocophilips;Benefits;-3;317;Insurance;-3;96;1
Conocophilips;Benefits;-3;317;Safety;0;376;1
Conocophilips;Benefits;-3;317;Balance;-3;322;1
Conocophilips;Benefits;-3;317;Retirement;-15;61;1
Conocophilips;Benefits;-3;317;Racism;0;60;1
Conocophilips;Benefits;-3;317;Sexism;-55;19;1
Conocophilips;Benefits;-3;317;Ageism;-2;17;1
Conocophilips;Benefits;-3;317;Benefits;-3;317;1
Conocophilips;Benefits;-3;317;Resources;-14;430;1
Conocophilips;Benefits;-3;317;Opportunities;0;359;1
Conocophilips;Benefits;-3;317;Privacy;-4;204;1
Conocophilips;Benefits;-3;317;Culture;-17;310;1
Conocophilips;Resources;-14;430;Insurance;-3;96;1
Conocophilips;Resources;-14;430;Safety;0;376;1
Conocophilips;Resources;-14;430;Balance;-3;322;1
Conocophilips;Resources;-14;430;Retirement;-15;61;1
Conocophilips;Resources;-14;430;Racism;0;60;1
Conocophilips;Resources;-14;430;Sexism;-55;19;1
Conocophilips;Resources;-14;430;Ageism;-2;17;1
Conocophilips;Resources;-14;430;Benefits;-3;317;1
Conocophilips;Resources;-14;430;Resources;-14;430;1
Conocophilips;Resources;-14;430;Opportunities;0;359;1
Conocophilips;Resources;-14;430;Privacy;-4;204;1
Conocophilips;Resources;-14;430;Culture;-17;310;1
Conocophilips;Opportunities;0;359;Insurance;-3;96;1
Conocophilips;Opportunities;0;359;Safety;0;376;1
Conocophilips;Opportunities;0;359;Balance;-3;322;1
Conocophilips;Opportunities;0;359;Retirement;-15;61;1
Conocophilips;Opportunities;0;359;Racism;0;60;1
Conocophilips;Opportunities;0;359;Sexism;-55;19;1
Conocophilips;Opportunities;0;359;Ageism;-2;17;1
Conocophilips;Opportunities;0;359;Benefits;-3;317;1
Conocophilips;Opportunities;0;359;Resources;-14;430;1
Conocophilips;Opportunities;0;359;Opportunities;0;359;1
Conocophilips;Opportunities;0;359;Privacy;-4;204;1
Conocophilips;Opportunities;0;359;Culture;-17;310;1
Conocophilips;Privacy;-4;204;Insurance;-3;96;1
Conocophilips;Privacy;-4;204;Safety;0;376;1
Conocophilips;Privacy;-4;204;Balance;-3;322;1
Conocophilips;Privacy;-4;204;Retirement;-15;61;1
Conocophilips;Privacy;-4;204;Racism;0;60;1
Conocophilips;Privacy;-4;204;Sexism;-55;19;1
Conocophilips;Privacy;-4;204;Ageism;-2;17;1
Conocophilips;Privacy;-4;204;Benefits;-3;317;1
Conocophilips;Privacy;-4;204;Resources;-14;430;1
Conocophilips;Privacy;-4;204;Opportunities;0;359;1
Conocophilips;Privacy;-4;204;Privacy;-4;204;1
Conocophilips;Privacy;-4;204;Culture;-17;310;1
Conocophilips;Culture;-17;310;Insurance;-3;96;1
Conocophilips;Culture;-17;310;Safety;0;376;1
Conocophilips;Culture;-17;310;Balance;-3;322;1
Conocophilips;Culture;-17;310;Retirement;-15;61;1
Conocophilips;Culture;-17;310;Racism;0;60;1
Conocophilips;Culture;-17;310;Sexism;-55;19;1
Conocophilips;Culture;-17;310;Ageism;-2;17;1
Conocophilips;Culture;-17;310;Benefits;-3;317;1
Conocophilips;Culture;-17;310;Resources;-14;430;1
Conocophilips;Culture;-17;310;Opportunities;0;359;1
Conocophilips;Culture;-17;310;Privacy;-4;204;1
Conocophilips;Culture;-17;310;Culture;-17;310;1
Schlumberger;Insurance;-22;105;Insurance;-22;105;5
Schlumberger;Insurance;-22;105;Safety;-16;376;5
Schlumberger;Insurance;-22;105;Balance;-12;346;5
Schlumberger;Insurance;-22;105;Retirement;-32;53;5
Schlumberger;Insurance;-22;105;Racism;-2;66;5
Schlumberger;Insurance;-22;105;Sexism;-38;19;5
Schlumberger;Insurance;-22;105;Ageism;-20;23;5
Schlumberger;Insurance;-22;105;Benefits;-12;325;5
Schlumberger;Insurance;-22;105;Resources;-18;422;5
Schlumberger;Insurance;-22;105;Opportunities;-11;354;5
Schlumberger;Insurance;-22;105;Privacy;-21;209;5
Schlumberger;Insurance;-22;105;Culture;-29;322;5
Schlumberger;Safety;-16;376;Insurance;-22;105;5
Schlumberger;Safety;-16;376;Safety;-16;376;5
Schlumberger;Safety;-16;376;Balance;-12;346;5
Schlumberger;Safety;-16;376;Retirement;-32;53;5
Schlumberger;Safety;-16;376;Racism;-2;66;5
Schlumberger;Safety;-16;376;Sexism;-38;19;5
Schlumberger;Safety;-16;376;Ageism;-20;23;5
Schlumberger;Safety;-16;376;Benefits;-12;325;5
Schlumberger;Safety;-16;376;Resources;-18;422;5
Schlumberger;Safety;-16;376;Opportunities;-11;354;5
Schlumberger;Safety;-16;376;Privacy;-21;209;5
Schlumberger;Safety;-16;376;Culture;-29;322;5
Schlumberger;Balance;-12;346;Insurance;-22;105;5
Schlumberger;Balance;-12;346;Safety;-16;376;5
Schlumberger;Balance;-12;346;Balance;-12;346;5
Schlumberger;Balance;-12;346;Retirement;-32;53;5
Schlumberger;Balance;-12;346;Racism;-2;66;5
Schlumberger;Balance;-12;346;Sexism;-38;19;5
Schlumberger;Balance;-12;346;Ageism;-20;23;5
Schlumberger;Balance;-12;346;Benefits;-12;325;5
Schlumberger;Balance;-12;346;Resources;-18;422;5
Schlumberger;Balance;-12;346;Opportunities;-11;354;5
Schlumberger;Balance;-12;346;Privacy;-21;209;5
Schlumberger;Balance;-12;346;Culture;-29;322;5
Schlumberger;Retirement;-32;53;Insurance;-22;105;5
Schlumberger;Retirement;-32;53;Safety;-16;376;5
Schlumberger;Retirement;-32;53;Balance;-12;346;5
Schlumberger;Retirement;-32;53;Retirement;-32;53;5
Schlumberger;Retirement;-32;53;Racism;-2;66;5
Schlumberger;Retirement;-32;53;Sexism;-38;19;5
Schlumberger;Retirement;-32;53;Ageism;-20;23;5
Schlumberger;Retirement;-32;53;Benefits;-12;325;5
Schlumberger;Retirement;-32;53;Resources;-18;422;5
Schlumberger;Retirement;-32;53;Opportunities;-11;354;5
Schlumberger;Retirement;-32;53;Privacy;-21;209;5
Schlumberger;Retirement;-32;53;Culture;-29;322;5
Schlumberger;Racism;-2;66;Insurance;-22;105;5
Schlumberger;Racism;-2;66;Safety;-16;376;5
Schlumberger;Racism;-2;66;Balance;-12;346;5
Schlumberger;Racism;-2;66;Retirement;-32;53;5
Schlumberger;Racism;-2;66;Racism;-2;66;5
Schlumberger;Racism;-2;66;Sexism;-38;19;5
Schlumberger;Racism;-2;66;Ageism;-20;23;5
Schlumberger;Racism;-2;66;Benefits;-12;325;5
Schlumberger;Racism;-2;66;Resources;-18;422;5
Schlumberger;Racism;-2;66;Opportunities;-11;354;5
Schlumberger;Racism;-2;66;Privacy;-21;209;5
Schlumberger;Racism;-2;66;Culture;-29;322;5
Schlumberger;Sexism;-38;19;Insurance;-22;105;5
Schlumberger;Sexism;-38;19;Safety;-16;376;5
