date;employee_title;employee_status;review_title;pros;cons
2021-09-29;Petroleum Engineer;Current Employee, more than 10 years;Great company to work for doesn’t move fast;"Career opportunities, team spirit, long term strategy recently updated, company culture
";"Too many Management layers and inability to move fast, engrained ways of doing things, salaries not necessarily competitive with peers in industry.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-29;Cashier;Current Employee, less than 1 year;Working at a gas station;"Not many but you do get flexible hours and at times more than 60 hours a week if you are able to
";"It's a frustrating job at times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-27;Analyst;Former Employee, more than 8 years;Chevron review;"The benefits at chevron were excellent
";"Heavy workload and tight deadlines
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-28;Software Engineer;Current Employee;Overall decent company to work for;"Great 410k match and work life balance
";"Work might not be so exciting
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-12;Senior Reservoir Engineer;Current Employee;very friendly working enviroment;"Nice pa, friendly working environment
";"not discovered yet, it is pretty good for now
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-26;Drilling Engineer;Former Employee, more than 3 years;Good place to work;"Good Benefits The pay is within a respectable range
";"Can be very political and competitive among fellow employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-23;Data Engineer;Current Employee;After reorg, organization for IT Chapters has declined;"Hybrid work model, every other Friday off
";"Organization has not been great after company re-org
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-06;Project Manager;Former Employee;Great company;"Very professional team and great career growth
";"Too much politics difficult to be promoted
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-21;Network Engineer;Current Employee, less than 1 year;Alright;"The seem to care about the employees
";"Big oil is destroying the environment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-05;Manager;Former Employee, more than 10 years;Great place to work;"Compensation is better than most industries.
";"The company is so big that it is easy to get lost.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-18;Manager;Former Employee, more than 10 years;Pros/Cons;;"Sep 18, 2021 - Manager in San Ramon, CA
Recommend
CEO Approval
Business Outlook
Pros
Great people, large company with many resources
Cons
Slow decision making involving too many people
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-17;Drill Site Manager;Former Employee;Review;"Pros: work/life balance flexibility Great pay Great career opportunities
";"Cons: Some department are known for having toxic cultures They preach diversity but do not walk the talk
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-01;Manager;Current Employee, more than 10 years;Manager;"Culture / People / Pay
";"Pace of Change and Process Heavy
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-02;Finish Carpenter;Current Employee;Great place to work;"Nice people to work with
";"Very very hard work! Especially in the summer time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-11;Earth Scientist;Current Employee, more than 10 years;Earth science career at Chevron;"The company cares about its employees
";"No longer many paths for overseas assignments. Also, more work with less people going forward leads to overwork and overstressed employees. I’m not sure what the future of the earth scientist looks like in our new green energy future
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-11;Engineer;Current Employee;Chevron;"Relaxed work culture with generally good pay. Many consider it to be a get rich slowly job.
";"Limited supervisory opportunities and only small incentives for exceptional performance. Most people move up at a relatively consistent pace regardless of average or exceptional performance.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-27;Occupational Hygienist;Current Employee, more than 3 years;Great company, great people, solid career opportunities.;"Career ladder with lots of jobs to move into and progress.
";"Corporations are slow at change
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-09;Engineer;Current Employee, more than 10 years;Great Place to Work;"Good pay and benefits. Pretty happy with them.
";"Very corporate and somewhat frustrating
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-10;Management;Former Employee, more than 5 years;Good first job;"Fun place but after a while gets tiring
";"Depends on what location you are at
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-26;Product Managrer;Former Employee;good place to work;"good life and work balance
";"not a fast growing industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-09;Environmental Scientist;Current Employee, more than 8 years;Great place to work and great benefits but constant re-orgs and corporate processes are stifling;"Very interesting work and lot of freedom. Great benefits. Chevron really cares about its people. Great people to work with.
";"Company moves very slowly and very process driven. There seem to be constant efforts to reorganize or change existing processes. Some detachment between upper level management and folks lower down; we are told our input matters but its hard to see. Slow to adapt to the new realities of the energy industry.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Sales Associate;Former Employee;Good work environment.;"Good work-life and balance and company values you as a person.
";"There are no cons for this company.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;IM Manager;Former Employee, more than 10 years;Review of Chevron's work environment;"Great compensation Great people to work with and for Well defined procedures for work and performance evaluations Opportunity to work in multiple locations around the world
";"Could improve on the incorporation of performance evaluation feedback
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Field Specialist;Current Employee;Great;"Awsome pay, great training, vacation
";"Just a number in the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-03;Senior Manager, Operations;Former Employee, more than 10 years;Challenging technical work, great benefits;"Always lots of interesting projects, better benefits than most energy companies, strong team environment, best for work/life balance
";"Career advancement is too leveraged to politics and having the right sr management sponsorship. Performance rewards are narrowly focused on the top 10 - 15%.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-01;Finance Supervisor;Former Employee, more than 10 years;Once great, but it’s best days are in the past;"Above-average benefits, friendly culture, good job security, well-structured job placement system
";"Industry decline has slowed promotion opportunities. Not competitive with faster growing industries like tech.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-09-01;Engineer;Current Employee;Great Company;"Great people, work life balance
";"Not really any cons I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Associate Chemist;Current Employee, more than 10 years;Love my job. Do not like management.;"Great pay and benefits. Ample opportunities for upward movement in company.
";"Review process (PMP) is dreadful. No home/work balance (skewed far towards work) and uncompensated for overtime. Communication between departments is weak.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Senior Invoice Procurement Analyst;Former Employee;My Experience;"great company for benefits and some work experiences. focused on safety
";"only cons i have was a few of the people i worked with so try not to let that judge the whole
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Infrastructure Analyst;Current Employee, more than 10 years;Infrastructure Analyst;"9/80 Benefits Bonus Some close excellent peers Technical Work
";"Limited opportunities to move Slow growth in career after a few years No remote work or WFH options CPDEP
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-30;Project Manager;Current Employee;Manager;"Stronger energy company for the future.
";"Focusing on hydrocarbons for the future.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-15;Anonymous;Former Employee, less than 1 year;Amazing Place to work;"salary is the best part and paid leaves. Houston building is one of the best places that you can be employed. it is in the heart of downtown Houston and many restaurants available and around.
";"job positions are very competitive and unsecured. to be hired usually you need to have known connection in the company which is usually pretty common in other oil and gas companies
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-14;Retired Engineer;Former Employee;Great people, highest integrity;"smart, but humble people. Generous HR policies
";"Constantly having 10-15% personnel layoffs
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-28;Cashier%2FClerk;Current Employee;Cashier Clerk;"It gives you good esperience.
";"No benifets and no health insurance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-27;Service Center Associate/Fuel Attendant/Cashier;Current Employee;It’s aight;"My manager is super cool and understanding
";"Pumping gas sucks. Occasional mad customer
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-11;Customer Service Representative;Former Employee, less than 1 year;Good Job;"Good part time job with flexible hours. Close to my home and school so it was a short commute. Understanding manager and coworkers.
";"Sometimes can get very busy during rush hours. Many responsibilities to learn but it becomes easy with experience. No other cons.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Anonymous;Former Employee;Great place to work!;"Compensation is strong for mid-year professionals
";"Leadership Lack of flexibility to work from home
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Anonymous;Former Employee;Review;"large company benefits including 401K
";"external effects of market factors
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Geophysicist;Former Employee, more than 8 years;Great place for a career;"Great environment with a good culture. Offers a lot of opportunity for international projects and assignments
";"Career growth can be slow
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Artificial Lift;Current Employee;Great benefits;"Compensation, Paid Bonding Time, Pension, Growth
";"They are consistently divesting assets which lead to job security concerns
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-08;Network Engineer;Current Employee;…….;"This is a great company
";"Can be very political at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;Sales Associate/Cashier;Former Employee;Former Cashier at Chevron Gas station;"The job had OK pay
";"You are not paid enough for the things and situations you have to endure
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Firefighter/EMT;Current Employee;Amazing company;"Great pay and pension with awesome co workers
";"none at all it has been a great road
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-05;Executive Administrative Assistant;Former Employee, more than 8 years;Review;"Pay and compensation are Compatible with other large companies. Diversity and inclusion. Training and knowledge
";"Layoffs can be an issue with oil and gas companies. Sometimes too much politics in the office
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-19;Category Specialist II;Former Employee, more than 10 years;none;"benefits, retirement, and advancement within the company in your profession or others
";"communication is non-committal, management has a tendency to be forthright in certain cases and be a shrinking violet in others. they are afraid for their job.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-17;Cashier/Gas Station Attendant;Former Employee, more than 1 year;Good people;"Worked with a great team, had a good boss had the chance for over time.
";"The company itself doesn't care about you and the customers suck my hand was almost broke because of one.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-07;Production Operator;Former Employee, more than 3 years;Worse company ever;"Pay was okay, but hours were long
";"The people, culture, and atmosphere were atrocious
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-01;Research Petrophysicist;Former Employee, more than 1 year;Great company to work for;"- supportive and nice colleagues - flexible working arrangements - good pay - overall great team that supports each other
";"- the industry was tough in recent years, not a Chevron specific problem, they did better than many
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-30;Software Engineer;Current Employee, less than 1 year;Good place to work;"Employees are very friendly. Culture encourages diversity and inclusion. As company they try to lead the industry with latest technologies
";"Company is too big, will take time to get the promotion. After recent reorg, employees are getting adjusted to the new culture with the org.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Software Release Manager;Former Employee, more than 8 years;DO NOT GIVE A DAMN ABOUT IT'S PEOPLE, LOYALTY IS A ONE WAY STREET;"The only benefit is the $$.
";"Management talks a good game but doesn't lead by example. Non IT management running IT, they are completely out of touch with reality. More concerned with their PMP/Bonuses than with their people.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-26;Global Technology Manager;Current Employee;Great Company;"Professional environment to work at
";"Heavy work schedule during Turnarounds and start ups
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;General Manager;Current Employee, more than 10 years;Opportunities and growth over a rewarding career;"Development and growth opportunities International exposure Many roles within one company Strong relationships Ability to make a difference and do good work
";"Can be bureaucratic and a challenge to keep things simple. Decision making is an area we’ve been working for many years and difficult to get traction at an enterprise level.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-06;Application-Engineer;Current Employee, more than 1 year;Chevron Review;"Flexible work schedule and focused on employee satisfaction. Lots of collaboration between platform resources and people are always willing to help out.
";"Too focused on ""by the book"" evaluation. Does not matter how much value you add if you don't write specific goals and fulfill those goals. Finished your project early but haven't completed trainings? ""Needs improvement"".
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Facilities Engineer;Former Employee, more than 5 years;Good company;"Good pay and benefits. Job can be a lot of responsibility but in general the good company culture helps manage it well.
";"Some teams may not reflect the best of the company.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-05;Anonymous;Former Employee, more than 1 year;It was a good experience good tips and easy work. Get to see alot of different ppl and that's kinda cool.;"Youll receiveTips if your not an A-hole and easy work
";"No real way to move up or make more money aside from tips which for the most part are random
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Software Engineer(Internship);Current Employee, less than 1 year;Software Engineer Internship;"Chevron really cares about a work/ life balance. They put their people first. They make interns feel like full time employees.
";"It's a big company so it is easy to feel lost.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Specialist;Current Employee, more than 5 years;Good;"A company that really values work-life balance
";"Takes a while to get anything due to many levels of managment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Crude Trading Analyst;Former Employee, more than 10 years;Bureacracy;"Benefits, work/life balance, stability, and culture/values, resume builder. This is specific to the Midstream organization.
";"Lack of diversity and bureaucracy in top ranks, career opportunities only exist for those employees that fit ""the mold"" other than that you have to follow the lead and continue to get passed over. This is specific to the Midstream organization.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-18;Human Resources;Current Employee, more than 1 year;Great company!;"Culture and people, growth and development, international opportunities
";"Sometimes work long hours/don't take my 9/80s
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-02;Anything Available;Former Employee;review for chevron;"was happy that i had a job
";"wasnt busy enough. i like fast pace
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-29;Gas Station Attendant;Former Employee, less than 1 year;Fine first job.;"It was a relatively straightforward job for someone who had never worked before. You changed the signs, rang up customers, and cleaned. Manager was also quite nice.
";"I don't know if management would have been able to do anything about this, but a lot of customers tended to be inappropriate towards me and as a younger person, it made me feel unsafe and uncomfortable.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Engineering Lead;Current Employee, more than 8 years;great organization with challenging projects;"great people here, engineering team has a great community feel,
";"funding can be a challenge, mid level career prospects can be limiting
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Anonymous;Former Employee;Good company;"I had a great store and nice customers, it was a good experience for me.
";"I wouldn’t have too many cons besides the manager. She didn’t know what she was doing.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Cashier;Former Employee, more than 1 year;Great Management;"They were very flexible with my schedule. Management was understanding. I received a rais after being there a couple of months.
";"Management allowed drama, you had to stand the entire shift without a break. Some workers wouldn't work while the other half had to take up their slack.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-12;Project Manager;Current Employee;Great company;"good, honest, smart, caring people
";"slow decision making and hard to make changes.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Technical Lead;Former Employee, more than 10 years;Chevron Life;"Its a good company and the people there are generally nice and helpful. They do you have work life balance and they actually mean it. They encourage you to transfer to different job about every 3 to 4 years, so you can learn more about the company and grow your skills. I loved working there
";"The pay is ok, its may be a little lower compared to some companies, but they make up for it other benefits, pensions, stocks, and stable work place most of the time. they do have reorganizations about every 4 years depending on the market and Oil/Gas prices
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-23;Data Scientist;Current Employee;Good company;"There is a good work life balance, benefits, and culture and the compensation is good for the location. Large technical resource pool and leadership.
";"The cons are that the oil and gas industry is cyclical and so layoffs do happen. There is also a traditional culture so no fully remote opportunities.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-11;Anonymous;Current Employee, less than 1 year;Great work culture;"- Great work culture, WLB - Opportunities to advance - Good compensation
";"- It's an oil and gas company in the time of climate change - IT compensation is not on par with big tech
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-25;Anonymous;Current Employee;Drilling Engineer;"Work life balance Fridays off Rotational schedule Benefits Good company Networking
";"Stress Schedule Management Oil and gas life Pay Salary Mobility
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Drilling Engineer;Current Employee, more than 5 years;Chevron;"Good culture and working environment
";"Highly influenced by oil price
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;IT Manager;Current Employee;Decent company with decent benefits;"Great benefits and compensation can’t complain
";"Too many processes, hard to get things done
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Project Coordinator;Current Employee, less than 1 year;Great company;"Nothing to say. It’s Great
";"Not bad. Great company to work for
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Project Manager;Current Employee;Chevron Benefits;"9-80 schedule Hybrid schedule(Monday and Friday work from home) 8 weeks bonding 40 hrs family care 8%401k match
";"2 weeks starting vacation for new hires
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-23;Air Manager;Former Employee, more than 10 years;Great compensation, but unconscious bias still very much a thing.;"Excellent compensation, job rotation every 3-4 years.
";"Even though the tools are in place for unbiased performance evaluations, unconscious bias still plays a big role in job selections.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Human Resources;Current Employee, more than 1 year;Great Company!!;"Compensation, benefits, people, development opportunities, global
";"Work life balance Risky Industry
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Cashier;Former Employee, less than 1 year;good;"everything that is resnabol to be good
";"nothing much not a lot of fun
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-22;Operations Manager;Current Employee;Dependent on contractors to do the work rather than employees.;"Open work place. Large institution
";"Treat contractors very differently to employees.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-22;Engineer;Former Employee, more than 8 years;Facilities Engineer;"Chevron had very good pay and benefits. Coworkers were good to work with.
";"They tended to move people around a lot. Fun when you are young, but it gets old.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-06;IT Team Leader;Former Employee, more than 10 years;Chevron IT;"Great place for growth and being challenged to stretch your abilities and learn new skills. Treated like an adult with work schedules, time management and job responsibilities
";"Every three to five years there is a change in direction/strategy that can be very disruptive.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;GIS Analyst;Current Employee;Best place ever;"Amazing workplace for someone in my profession
";"Still not in person post covid, I miss people
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Vice President;Former Employee;Good Employer;"Empowered environment, profit sharing compensation plan
";"Operations Processes can be very bureaucratic and cumbersome
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-21;Category Specialist;Current Employee;.;"consistent pay and work environment
";"working your way up isnt based on merit. more so about who you know more than other companies i have worked for
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-19;Corporate Position;Current Employee, more than 8 years;bureaucratic mess, good benefits;"Decent salary and good benefits. People are generally nice. Can be really cushy if you're OK just doing the minimum to get a good review/bonus. I think the happiest people are the ones who find a sweet spot and ride things out for a long period (long-term benefits are great).
";"We're in a slowly dying industry and lack a clear direction forward. This is reflected in our inability to attract and retain talent from top universities. Think to yourself, why would an engineer from Stanford go to Chevron instead of a tech firm? Internally, we have an exhausting bureaucracy that is highly political and difficult to navigate. At the heart, this is an engineering company, and it is presumed that engineers can do anything. In an era of changing dynamics and enormous pressure from investors and policymakers to move away from fossil fuels, the old school engineer mentality could end up being our downfall. If you're not an engineer (i.e., you're a market analyst, economist, climate person) I'd recommend staying away--you're career path will likely be limited here, and you'll be frustrated by the slow pace, extra work to deal with enormous overhead, and lack of clarity on our goals.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-21;Senior Analyst;Former Employee, more than 3 years;The Chevron Way;"Everyone is nice and treats people decently. Smart people, good colleagues
";"Rigid systems and staunch culture. Either your a fit or your not and if your not don't expect to be told, just shown the door in the next reorg/game of musical chairs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Senior Completions Engineer;Former Employee, more than 10 years;Great company with great benefit;"Great benefit for full time employees with fantastic 401k matching
";"High workload, still considering remote working after the pandemic.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Internal Auditor;Former Employee;na;"Great company for work life balance
";"Opportunities for management roles are limited
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Anonymous;Current Employee;VERY GOOD COMPANY;"PEOPLE, teams, work life balance
";"how is organized, systems, salaries
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-04;Junior IT Analyst;Current Employee;I liked it work at my workplace.;"Loved my Job because is dealing with customer it make me happy.
";"Is hard to get Flexible hours.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-18;Chevron;Former Employee;Be polite and approach the customers when they come in ....im not a rude or disresectful person;"Im a very sociable. And love to communicate that one thing i do he is very good communication skills
";"Bite your tongue. Because there are going to be times when you will here some rude customers come in..
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
