date;employee_title;employee_status;review_title;pros;cons
2021-04-03;Senior Geophysicist;Former Employee, more than 1 year;Great pay in industry;"Great pay in industry with leader Independent Oil Major
";"Volatility in oil price can impact Job security
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-02;Reservoir Engineer;Former Employee, more than 3 years;Decent place to work;"Salary was good People were cool Culture was laid back with a good work-life balance
";"The industry is cyclical and young people are disproportionately laid off in bad cycles
"
2021-03-31;Process Engineer;Current Employee, more than 10 years;Good company;"It is better than being unemployed
";"“If you don’t like it, leave it” attitude
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-26;Land Technician;Former Employee;Great company to work for!;"ConocoPhillips Company values their employees and is a very diverse employer!
";"Like any oil & gas company, the numerous layoffs that happen.
"
2021-03-25;Geologist;Former Employee;unconventional conventional;"Successful company with many employee perks Focused business plan Great salary Great people
";"Slow moving behemoth Trying to compete with much faster moving independents Conservative strategy for growth
"
2021-03-21;Finance Manager;Current Employee;Great experience;"Lower participation at the international market
";"Development opportunities during the entry level
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-20;Cashier;Current Employee, more than 1 year;Good Job;"Pay, Managent, Clean Stores,Nice Managers,Nice Store
";"Some customers , Nothing, Nothing, Nothing, Nothing
"
2021-04-01;Cloud Architect;Former Employee, more than 10 years;Was very good place to work prior to 2018;"Nice pay and good environment
";"Bartlesville, OK centric environment, not helathy
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-01;Financial Analyst;Current Employee, more than 8 years;Going downhill;"Great benefits and 9/80 schedule.
";"Bad leadership and constant layoffs.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-17;Contractor;Former Employee, more than 1 year;Good Company;"Office is very nice and new.
";"Location can have some traffic.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Senior Financial Analyst;Former Employee, more than 10 years;Crude accounting;"Pay, benefits, 401k, heath benefits
";"Many layoffs due to oil price volatility and pandemic
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Project Manager;Former Employee, more than 10 years;Old boys Club;"Great projects, smart people, good training
";"Promotions, bonuses, opportunities are not equal or merit based. There's 'favorites' who get more than others for seemingly similar work.
"
2021-03-04;Anonymous;Current Employee, more than 8 years;Oil and gas is tough;"good compensation, good culture, good company economics
";"strict about classical work environments. Difficult work life balance. Remote work is 100 percent possible, yet they won't let it happen without some kind of red tape work around.
"
2021-03-01;Self Employed;Current Employee;basics of conoco;"great room to move up
";"long hours, stressful at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-01;Well Integrity Engineer;Current Employee;Good culture;"Nice working environment and very good benefits
";"Not very stable job under the current environment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-15;Analyst;Former Employee, more than 10 years;Great company when oil prices are good;"Great benefits package Top level salaries Good people
";"Stoic leadership is not the least bit up to date on the changing workforce Slow to react to true changes in work from home or work/life balance initiatives Stuck in the 1980s
"
2021-02-26;Drilling Supervisor;Former Employee, more than 5 years;Great company;"Lots of great things to say.
";"Nothing bad to say about the company.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-24;Category Manager;Former Employee, less than 1 year;Great people;"Great facilities and wonderful management and colleagues
";"I felt the organization was highly political
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-01;Full Time;Current Employee;Management is straight up dookie;"You can steal and there’s free ice cream
";"We are always short somehow and they always blame the employees and make us pay shortages whne we get paid every two weeks
"
2021-02-24;MERCHANT MARINER;Current Employee;Overall very good;"Lots of OT, great benefits, decent schedule for merchant marine, overall great company to work for
";"No room for advancement, difficult to get specific dates off even with plenty of notice
"
2021-03-10;Senior Geophysicist;Former Employee, more than 10 years;t;"good salary and benefits for employees
";"No career growth options for the geophysicist
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Senior Analyst;Former Employee, more than 10 years;No room for growth;"Big company with big ambitions
";"No room for growth as a leader
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-18;Surface Landman;Former Employee, more than 3 years;Good (Not Great) Company;"Work - Life Balance Flexible Work Schedule
";"The inability to weather downturns without cutting large amounts of personnel.
"
2021-02-19;Supervisor;Current Employee, more than 8 years;Great job;"Family friendly, great focus on safety
";"Up and down oil business
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;I&E Technician;Current Employee, more than 10 years;Great company;"Best benefits. Best compensation. Excellent bonuses.
";"Horrible work to home life ratio
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-28;Anonymous;Current Employee, more than 8 years;Advisor;"Pay and bonus are pretty good. Some good technical people still left.
";"Layoff after layoff. Shrinking business causes dog eat dog political mentality. Never feel job is safe for more than 6-9 months.
"
2021-02-24;Exploration and Appraisal Manager;Current Employee;All about 'who you know';"Smart, talented workforce Newly focused strategy - great C-Level leadership
";"Politics and having supporters necessary Talk about inclusion, but don't 'walk the talk': middle management Middle management not focused on delivering value
"
2021-02-21;Land Analyst;Current Employee, more than 1 year;Good benefits, but poor room for growth;"Great 401k and on-site services
";"Management doesn’t care about you
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Sustainability;Current Employee;Great place to work;"Life work balance and carreer
";"Nothing that comes to my mind
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-24;Production Specialist;Current Employee;Good work / life balance;"good benefits and compensation, good work / life balance
";"unstable energy job market. frequent reduction of employees in recent a few years
"
2021-02-08;Welders Helper;Current Employee;Good trade but not so good mentors;"Good pay, good hours, easy money
";"Bad mentors, don’t teach right, short tempor
"
2021-01-25;Data Analyst;Current Employee;Data Analyst;"Opportunities, Professional Development, Challenging Projects, Off fridays
";"Diversity, work not always recognized
"
2021-02-05;Senior Facilities Engineer;Current Employee, more than 5 years;Good Pay but Good Luck with Layoffs;"- Pay and benefits are great, though I wouldn't be surprised to see the industry as a whole start to cut back on employee pay - Most people I work with are engaging and knowledgeable - Company does invest in its employees in terms of training and development when times are good
";"- Constant layoffs, constant fears of losing job - Downsizing company by a lot - Lack of interesting and challenging work. Limited roles. - Not a great outlook for the industry or company in the long term
"
2021-01-23;Senior, Analytics Analyst;Current Employee;Evolving Oil & Gas;"Great company, excellent benefits, great atmosphere, growth opportunities
";"Behind/lacking on work from home policies, slow on technology adoption
"
2021-01-21;Anonymous;Former Employee, more than 10 years;Great Company and Great Place to work;"Benefits, Flex Time, Interesting work, International Opportunity
";"Bureaucratic, Multiple cultures still intact, Heritage this and Heritage that, Bartlesville
"
2021-02-03;Analyst;Former Employee, more than 1 year;Trading floor was disorganzied;"Some really good people there
";"Lack of training for new job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-17;Senior Engineering Technician;Former Employee;Fair wages but very competitive;"Good pay with good benefits
";"Constant layoffs and restructuring due to market.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Analyst;Current Employee;Great job;"Intelligent people and interesting work.
";"Commuting to or living in Bartlesville.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Engineer;Former Employee;Really good;"They had good pay and benefits
";"Contributing to the oil industry :(
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Analyst;Current Employee;Great place to work;"Great place to work with a lot of great people
";"location and not many younger people
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-07;Director;Current Employee, more than 10 years;Great place to work;"Salary, culture, people, opportunities, personal development
";"work-life balance can be a real challenge at times, no real remote working policy
"
2021-01-06;Drilling Engineer;Former Employee, more than 3 years;Great Middle Management and Coworkers;"The people are collaborative, and the management makes an effort to recognize excellence.
";"The company always seems to be chasing what others in the space are doing, rather than being innately innovative.
"
2021-02-05;Executive Team Leader;Current Employee, more than 8 years;Toxic and Wasteful;"Good Pay and Benefits Package
";"Toxic culture, micromanagement, wasting shareholder money, incompetent executives.
"
2020-12-30;Anonymous;Former Employee, more than 8 years;Excellent place to work, but facing strategic market inflection point;"Staff value integrity and precision.
";"Business units and functions can be somewhat silo'd.
"
2020-12-21;Anonymous;Current Employee;Good place to work;"Good place to work at
";"Challenging work hours and long
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Anonymous;Current Employee, more than 8 years;great company;"well established company, proud to work there
";"need to update work policies to fit the times
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-06;Geologist;Current Employee;pretty good;"safe, respectful to one another, good mentorship
";"there should not be word minimums
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-22;Financial Analyst;Current Employee;Great place to work;"Great culture, good compensation, very nice people, very good opportunities
";"Not too many early career opportunities, tend to follow a career map for the first 5-6 years
"
2020-12-03;IT Analyst;Current Employee, more than 5 years;Great Company That’s Stuck in the Past;"Competitive salary and benefits, opportunity to move around and gain experience, feels like family
";"IT refuses to be flexible on remote work opportunities while other companies are embracing it. Many employees view this as more desirable benefit than increased compensation.
"
2020-11-16;Master/Chief Officer;Current Employee;Great Place to Work;"Great pay and benefits, company has been stable
";"Long work tours, lots of time away from home
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-13;Reservoir Engineer;Former Employee;Good company with great people;"good work-life balance; good ancillary benefits
";"slightly bureaucratic; lots of layoffs recently
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-19;Population Health Manager;Current Employee;Dudo;"Hard and great place to work at.
";"Nothing much negative to say at the moment.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Principal Geologist;Current Employee, more than 10 years;End of Exploration;"Great people to work with, excellent safety culture
";"Internally focused exploration leadership, poor track record of success
"
2020-11-10;Planning Coordinator;Current Employee;Meh;"The 401K match is good
";"Too much focus on D&I
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-16;Mechanical Engineer;Current Employee, more than 5 years;Positive;"Great company to work for!
";"A bit disorganized/underutilized on the data analytics front.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-23;Senior Purchasing Analyst;Former Employee, more than 8 years;Changing culture;"Good benefits, good bonus, provides good exposure to new employees
";"If you expect the company to train you, no, it’s a swim or sink environment. Used to be a people focused company but recently culture changed a now zero in on the bottom line, it’s sad.
"
2020-10-06;Data Analyst;Current Employee, more than 5 years;Great Company;"Opportunities to try different roles, salary, benefits
";"Management seems to focus on certain individuals to move up
"
2020-09-28;GIS Analyst;Current Employee, more than 1 year;Good job, but old fashioned;"Good salary and benefits, especially if you're located in the Low Cost Of Living area of Bartlesville, OK.
";"Old fashioned leadership and ideals. Seemingly cavalier about COVID-19 pandemic
"
2020-09-26;ETL Informatica Developer;Former Employee;Lots of support from colleagues;"Helpful and supportive co workers
";"Bartlesville is out in the boonies
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-23;Pipe Stress Engineer;Former Employee, more than 1 year;Good Company overall, have their employees interest at heart.;"The Pay is quite Good
";"The work is very demanding
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-21;Project Development Engineer;Former Employee, more than 3 years;Great company;"Great opportunities around the world
";"A lot of bureaucratic processes.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-21;Analyst;Current Employee;Very Good;"Good Management,Communication, Take care employees
";"oil sector not doing well now
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-17;Manager, IT;Former Employee, more than 10 years;Computer IT Manager;"Good Pay good benefits and working conditions
";"They retire people early sometimes
"
2020-09-17;Reservoir Technician;Former Employee, more than 3 years;Great Place to Work;"The people were great and I learned a lot.
";"Not much growth potential for my position
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-01;Office Assistant;Former Employee, more than 1 year;very good company;"great pay and great support
";"They never offered me fulltime.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-14;Advisor;Current Employee, more than 10 years;Good people;"People, pay and learning new skills
";"Location, no remote work options
"
2020-09-18;Anonymous;Former Employee, more than 1 year;It was interesting.;"Great schedule. Good coworkers. Continuously learning.
";"Could be frustrating sometimes. Some people were over promoted before they had the skillsets required for the next step. Micromanagement has become the new normal.
"
2020-09-01;Senior Financial Analyst;Former Employee;Senior Financial Analyst;"Good pay and 9/80 schedule.
";"Management requests can be over bearing.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-28;Change Management Analyst;Current Employee;Good Company to work for;"Well established Oil & Gas Company. Management focuses on a lean budget.
";"As a contractor it is hard to be hired on full time.
"
2020-08-28;IT Rotational New Hire;Current Employee, less than 1 year;Great company to work! Gives you lots of development opportunities;"Navigate program Rotation program is something that really drew me in company culture diversity and inclusion
";"Sometimes work life balance is not as good as it should be when working on capstone presentation and other stuff but it is like that any where you work so hard to say Will not hire you straight out of university if you want to get your masters, which makes sense in a way but kind of silly
"
2020-08-06;IT New Hire;Current Employee;Overall pleasant experience;"great competitive benefits, Fridays off, nice amenities at offices
";"volatility of industry, culture and management have old-school mentality
"
2020-07-27;Project Engineer;Former Employee, more than 1 year;Project Engineer for Conoco;"Great Team and the management enables great work
";"Decision making can be faster
1 person found this review helpful
Helpful
Share
Repor"
2020-08-10;Attorney;Former Employee;Merit doesn’t matter;"Pay and benefits are good.
";"Promotions are reserved for females, regardless of merit.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-04;Anonymous;Current Employee, more than 5 years;Great Executive Leadership;"Job security especially during tough times
";"Pay is below industry peers
"
2020-05-19;Anonymous;Current Employee, more than 1 year;Great people, Great benefits;"Competitive pay, Fantastic benefits, Great colleagues.
";"Main office is far from main cities in OK
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-06;Senior Supply Chain Specialist;Current Employee;Overall great company;"Top notch salary and benefits, overall good culture and management working to improve
";"Can feel like just a number at such a large company and easy to get lost if you don't put in the effort
"
2020-05-04;Financial Analyst;Current Employee, more than 5 years;Very Good Company;"Positive, friendly, collaborative environment with good benefits and great culture.
";"Subject to the whims of oil prices.
"
2020-05-18;Senior Business Analyst;Former Employee;Ok salary;"Opportunity to chart your job how you want if
";"Little room for growth or promotion
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-27;Cybersecurity Analyst;Current Employee, more than 5 years;Excellent Excellent Excellent!;"Awesome work life balance, competitive salaries, annual bonus, minimum 3 weeks vacation, 9 percent to 1 percent 401k match, medical, dental, vision, positive culture and work environment.
";"Really none worth mentioning. Couldn't recommend ConocoPhillips enough.
"
2020-04-27;Senior Financial Analyst;Former Employee, more than 1 year;Good Company to work for;"The leadership is very knowledgeable
";"The pay is low compared to other companies
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-20;Employee;Current Employee, more than 1 year;hidden agenda;"Great building, Some great co-workers
";"Hidden agenda with some management. This company will never get ahead
"
2020-04-06;Supply Chain Project Manager;Former Employee, more than 1 year;Culture is Amazing;"Growth Opportunity Employee Engagement Flexible
";"Engage more team building activities among crossfunctional groups
"
2020-03-26;IT Management;Current Employee, more than 5 years;Great place to work;"Lots of great people, Solid leadership, Fantastic facilities
";"Oil and Gas is a difficult industry with lots of ups and downs
"
2020-03-16;Project Manager;Former Employee, more than 3 years;Amazing company to work for.;"Good pay, good benefits, good environment.
";"Traveling and moving as the job required.
"
2020-04-10;Business Development Manager;Former Employee, more than 10 years;Extremely Disapointed;"Poorly Structured to take care of Employees
";"HR works against handicapped and disabled employees. After Disabled, treated not as an employee but as just another cost, so how can they minimize the cost
"
2020-03-09;Desktop Support;Former Employee, less than 1 year;Clique-ish;"Good benefits for the commute
";"Very Clique-ish. Was let go for not socializing enough.
"
2020-02-10;N/A;Former Employee;Very Knowledgeable.;"Salary and environment, being a people person.
";"Veey demanding and have to be able to multitask.
"
2020-02-05;Coordinator;Current Employee;Hey;"I worked here for a minute
";"All good in the COP hood
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-03;Landman;Former Employee, more than 3 years;Great Job;"Very well paid, lots of support and opportunity for development, good work life balance, 9/80 work schedule
";"Large company so inevitable bureaucracy slowing decision-making
"
2020-01-27;Customer Service Representative;Former Employee, more than 5 years;Conocophillips employees;"Great company that cares for employees.
";"None that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-25;Rotational IT New Hire;Current Employee, more than 1 year;Overall a great place to work.;"Excellent work life balance. Here, life comes first. I've never had any resistance to have to take time off or leave the office temporarily to take care of life stuff. Relaxed work environment. Very flexible work schedule. Lots of bonus activities going on. Pot-lucks, work picnics, holiday parties. Houston office is very nice.
";"The ceiling for how technical you can get into software development is fairly low, if that matters to you. Although they have SPIRIT values that encourage everyone to follow certain values. The compensation system passively encourages you to make make your peers look worse to allow you to look better and get a better raise. Not remote work friendly. Business Casual when it is basically unneeded. Many employees are very resistant to change. As of Dec. 2019 the Bartlesville office could use a refresh especially compared to the brand new Houston office.
"
