date;employee_title;employee_status;review_title;pros;cons
2021-09-18;Advanced Accountant;Current Employee, more than 5 years;Great place;"A great place to work
";"No complaints at this company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-18;Department Manager;Former Employee;Great;"Awesome people, great pay, great benefits.
";"I have none at this time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-18;Project Engineer;Former Employee, more than 1 year;Don’t really care for employees;"Good pay and good benefits
";"Overwork employees and don’t care about job satisfaction
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-10;Customer Service Representative;Former Employee;Needs insurance/better pay;"Friendly customers, vendors were always polite
";"Management is appalling, disrespectful and doesn't care about employees.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-29;Cashier;Current Employee, more than 1 year;Immersive environment;"The store I worked at was a convenience store and was a small business lots of great regular customers.
";"Poor management lacking vision, respect for employees, and didn’t compensate based on contribution to the store.
Advice to Management
Open communication and standard on-boarding process
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-13;Instrument Engineer;Current Employee;No comments;"Excellent atmosphere amongst co-workers, and strong team relationships
";"Limited training opportunities are available.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-08;Millwright/Mechanic;Current Employee;Decent employer;"It has Good pay and benefits
";"Tends to have a bad culture in certain areas of employment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-04;Area Team Leader;Current Employee, more than 10 years;Great company;"Awesome benefits and pay, great people to work with.
";"Too many opportunities for advancement are dependent on willingness to relocate
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-06;Contract Administrator;Current Employee;Contracts Administration;"Benefits, compensation, time off, safety.
";"Highly political, incompetent management, vindictive culture.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-28;Shift Supervisor;Current Employee, more than 8 years;Ok place to work;"the job pays well and most of the people are good to work with
";"-Like most large corporations you are not valued just another number
-Long hours 
- significant overtime
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-28;Senior Engineer;Current Employee;Okay company, not great;"Great assets, many good people
";"Stuck in the past, wont admit errors.
Advice to Management
Findlay attracts middle talent, because no-one wants to move to there. No culture, no parks, no museums.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-02;Plant Manager;Former Employee;Salary;"Outstanding coworkers in management team
";"Too low pay for time worked
Advice to Management
Better more competitive pay for managers
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-26;Product Coordinator;Former Employee;Mixed opinion;"Goos Pay, good pension and benefits.
";"Terrible culture at work. Absolutely terrible.
Advice to Management
Start with treating people better, equal opportunities and not who ever your want ti promote.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Lab Technician;Former Employee, more than 10 years;Great!;"Great place to work. Great pay.
";"The area is small and the community doesn’t always accept newcomers.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-17;Anonymous;Former Employee, more than 1 year;Job Searchers Beware;"Fair benefits, On-site Starbucks .
";"The company primarily consists of employees and leaders who have ONLY worked at Marathon (for decades). They believe the “Marathon way” is the ONLY way although there is no other base line to compare “good” against. As a whole, the enterprise is not open to the ideas of “externals.” (Externals=any employee who was not groomed as an intern (and up) by MPC.
Advice to Management
Communicate regularly and transparently.
1 person found this review helpful
Helpful
Share
Repor"
2021-08-29;Anonymous;Current Employee;Good place to work;"Good culture, fair compensation, autonomy
";"Working to improve diversity/inclusion but not always there
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;Class A CDL Driver/HazMat;Current Employee;good company;"good schedule / good co workers / nice trucks / good supervisors/ good insurance
";"no over time and i work 60 hours a week
Advice to Management
pay over time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;Engineer;Current Employee, more than 8 years;Good place to work;"Good pay and lots of opportunities to move across the country to different sites.
";"Work on providing more flexible schedue when possible
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-26;Accounts Payable Supervisor;Current Employee, more than 8 years;Great Company;"Employee focused Great Benefits Big on Diversity and Inclusion
";"Not really open to flex schedule
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-28;Electrical Engineer;Current Employee;Bad culture;"Solid technical company. Good bonus.
";"Low salary in the Houston area.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Cashier;Current Employee, more than 1 year;It is fun;"Everyone loves to work there
";"The bathrooms be dirty sometimes
Advice to Management
Work hard
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-02;Systems Analyst;Current Employee;Good company;"Competitive salary and benefits.
Advancement opportunities. 
Findlay is low cost of living.
";"Against remote working. 
Findlay doesn’t have much opportunity outside of Marathon.
Advice to Management
Remote working is the way of the future and will be key in acquiring new talent or keeping the talent you have.
1 person found this review helpful
Helpful
Share
Repor"
2021-09-19;Sales Associate%2FCashier;Current Employee, more than 3 years;Easy work/ rude customers;"It's fairly simple, low to medium volume of customers. Simple work
";"Customers can be really rude or expect you to cover their missing change.

They also don't wear shirts.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Chemist II;Current Employee, more than 8 years;Great company and benefits;"Salary, workload, solid staffing ratios
";"Can be a little unfulfilling at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-02;MOC Coordinator;Former Employee, more than 1 year;It was fast and furious and the Automation Modernization Project (MAP) was larger than the resources and the budget.;"Close to home. In line with my previous position for BP Exploration Alaska in Prudhoe Bay, Alaska as MOC Coordinator/Operations Intreface Lead in the oil production operations.
";"Lack of planning & management. No appreciative of management by intimidation.
Advice to Management
No thanks.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Project Manager;Current Employee;work;"good job, good pay and good people
";"poor hours, long days and smells
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;Supervisor;Former Employee, more than 1 year;People are just a number;"Benefits were ok; comp okay as well. Unfortunately not much more can be said about. Legacy companies were great. That’s about it
";"MPC leadership do not care about making improvements to culture. Treat legacy company employees (MPLX) like the red headed step child. People are miserable. There is no consistency in how policies and procedures are handled Women are treated as less than. What is good for one employee is not good for another
Advice to Management
Get new management not just at mpc but mplx as well. Listen to employees
2 people found this review helpful
Helpful
Share
Repor"
2021-09-22;Warehouse Material Handler;Former Employee, more than 10 years;Good Wages;"Good pay, good people, lots of overtime.
";"Long Hours, tough work, poor training programs
Advice to Management
Treat employees better
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-13;Cashier;Former Employee;Loved the place but time to move in;"Nice and clean work environment and easy to work with everyone.
";"Not everyone does their job 100%
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Mechanical Engineering;Current Employee, more than 3 years;Good;"Diversified and good compensation. Higher management is very supportive. Takes time to adjust in the field. Very good if you compare with other companies
";"No work from home, other than that all I see are good things in this company. It's been good time working here
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-17;Recruiter;Current Employee;Amazing;"Family Oriented, large company, wide variety of positions
";"Does not allow working from home full time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-16;IT Sys Administrator;Former Employee;Growing pains;"Excellent pay and benefits. Lots of different site locations.
";"Going through growing pains. Lots of RIF and outsource activity in IT.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Crude Oil Operator;Former Employee;The refinery they inherited was run down so they shut it down.;"Gave a good severance package.
";"Shut down the refinery instead of fixing it.
Advice to Management
Stop sending corporate management to get job experience as a refinery manager on a three year revolving door. Look at how long the programs they initiate last because usually the program stops right after they leave.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;Anonymous;Current Employee;Career;"One of the best careers you could ever have, hands down!
";"There are no cons I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-01;Anonymous;Former Employee, more than 1 year;1950s culture;"Benefits include a pension and 401(k) match
";"Archaic culture in an industry where the least adaptive companies will be left behind;. Very little opportunity for advancement unless you are a “yes” man. Zero flexibility with a butt in chair expectation or your work does not count. Small town HQ location limits talent pool.
Advice to Management
Start trusting your employees to behave like the adults they are. Embrace change. Treat diversity as more than a mere ESG metric.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-30;Assistant Manager;Former Employee, more than 1 year;Not a good company;"Fast hire process, basic literature
";"No promotion no structure no motivation
Advice to Management
Retrained
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Anonymous;Current Employee, more than 8 years;Great Company;"My job is always engaging, challenging, and rewarding. The company truly cares for the welfare of its employees.
";"Retaining top talent can be challenging at times due to locations.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-11;Senior Controls Engineer;Current Employee;small town living - high work load;"nice area to live if you like a small town
";"the work load is high
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-13;Accountant;Current Employee;Good place to work;"Stable job and great benefits
";"Give minimum raises, not exactly performance based.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Right-of-way Analyst;Former Employee, more than 10 years;Field Services and Planning;"Committed to employee training and continuous improvement. Respectable compensation
";"Slow to update technology but improving
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-13;Operator;Former Employee, more than 5 years;Marathon;"Good Pay and Good People
";"Long Hours, Lots of Over Time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-26;Senior Contract Administrator;Former Employee;Overall;"Great opportunity if you are looking for a career in the industry.
";"The location I worked at lacked effective leadership over many years and various owners.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-16;Senior Project Manager;Former Employee, more than 3 years;Great Place to Work - Separated due to COVID-19 & Oil War;"Inclusive, great benefits, positive culture, educational opportunities
";"Change weary, high organizational structure, heavy financial and human resource loss sustained by the COVID-19 pandemic and Russian Oil War
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Junior Trader;Current Employee, more than 1 year;Good Benefits;"Great Benefits. Medical, 401k, PTO, Sick Allowances
";"They need to adopt a WFH strategy or every other Friday off schedule . This is still an old school 8-5 company
Advice to Management
What’s the vision? At this point I’m not even sure
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;Marketing Analyst;Current Employee, more than 5 years;Culture Issues Post-Reorganization;"Strong assets, solid retirement benefits
";"Corporate HQ environment feels like a funeral. MPC has always been a very conservative company, but previously had a strong culture. If you asked around people mostly say they felt valued, and satisfied enough with their roles and career progression to stick around; very low turnover. 

Today this is not the case. Morale is very low, turnover is near constant, and leadership is silent on the issue.
Advice to Management
Devise a strategy to address the people/culture issue so that we can attract and retain talent. Consider offering some flexibility in work from home policy - having a fully in-office model puts us at a major competitive disadvantage.
1 person found this review helpful
Helpful
Share
Repor"
2021-07-23;Refining Engineer IIl;Current Employee, more than 5 years;Brief;"Still offers a Pension plan for employees
";"Safety is good but always a risk when working in Refinery
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Anonymous;Current Employee, more than 3 years;Difficult culture, low innovation;"Pay is good, especially for area
";"Very hierarchical and backwards-looking culture. Low focus on strategic planning.
Advice to Management
Bring in more outside talent to create thought diversity and improve performance.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-05;Analyst;Current Employee;Great entry level company to get experience;"Great retirement and health insurance. Good pay. Friendly associates. If you can get in with the in crowd you can write your own check.
";"Lack of promotion opportunities. Education and work ethic isn't considered when evaluating. Management attempts to use KPI's for planning but somehow the data is left on someones desk.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;Refining Engineer;Former Employee, more than 8 years;Previously a great company;"Middle of the road salary and benefits
";"Treat engineers as a commodity, Findlay staff is too full of their selves and their importance.
Advice to Management
Reexamine the Management to Individual Contributor salary ratio.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Technical Services Co-Op;Former Employee, less than 1 year;Great learning experiences;"I learned a lot as my first technical co-op experience and would like to return.
";"Work life balance at the Catlettsburg refinery can be quite poor.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Business Service Center;Former Employee, more than 8 years;Great until it wasn't;"Tesoro/Andevor fantastic companies until they were bought by Marathon.
";"Then San Antonio became the red headed step child and whipping post.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-10;Engineer;Current Employee;Decent large company to work for;"Compensation package, fast growing company
";"Company does not seem to have a clear plan for responding to global demand changing for fossil fuels. Outdated/non-flexible working policy (no working from home, no 4/10's or 9/80's). Extreme lack of diversity, especially in management positions.
3 people found this review helpful
Helpful
Share
Repor"
2021-07-02;Anonymous;Former Employee;Good opportunities to develop for new engineers, but upward mobility is not readily available.;"Marathon invests in their employees 
Good wages and benefits packages
";"Top down management approach that needs to work on empowering employees
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-17;Anonymous;Current Employee;Great Company;"Great family feeling with this Company
";"No down side that I have experienced
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Plant Operator;Current Employee;Deckhand;"Home for a month pay and benefits are good
";"People being gone for a month
Advice to Management
Na
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-27;Foreman;Current Employee, more than 8 years;Energy Sector Job;"The company can be very helpful with benefits. Pay is very competitive.
";"Some expectations can be overwhelming and unnecessary. This tends to be justified by the pay.
Advice to Management
Be more involved and receptive to change.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-18;Network Engineer;Current Employee, more than 3 years;All Around Great Company to Work For;"- Fulfilling and satisfying work
- Company culture that is practiced as advertised
- Great direction, leadership, and growth opportunities from management
- Compensation for the location is well above the average
- Career growth is encouraged even if it means changing roles
- Travel and training opportunities for those who want them
";"- When you are successful that can lead to dependence and responsibility outside of normal business hours
- Hiring processes can make it difficult to bring in talented individuals as full time resources
Advice to Management
Look to bring in talent wherever possible to fill holes and avoid burning out motivated employees
1 person found this review helpful
Helpful
Share
Repor"
2021-07-12;Instrument Technician;Current Employee;Great place to work!;"Great place to work, incredibly safety minded.
";"There are no cons at marathon
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-11;Anonymous;Former Employee;Company doesn't care;"Pay and benefits were good. 
Co workers were good.
Time off was ok.
Work to home ratio was really good.
";"Hard work and availability for overtime was never appreciated. Favoritism was a major factor at marathon. If you were personal friends with a manager you were given preferential treatment. Managers were never held accountable for asking employees to perform tasks in an unsafe manner even when reported multiple times.
1 person found this review helpful
Helpful
Share
Repor"
2021-07-11;Operation Technician;Current Employee;Great job if single;"Good Pay , Great career path
";"Work schedule could be better
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-07;Administration;Former Employee, more than 5 years;Sucks;"There are no pros. The company doesn't care about anyone except Findley people. Greedy company, gives nothing to employees.
";"Findley cares about Findley. Every other site is a number, waiting to be let go. Greedy company masquerading as one that cares.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-12;HES Professional;Current Employee, more than 3 years;Great company;"Great pay as well as benefits
";"Repetitive, locations are not ideal.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;Production Operator;Current Employee, more than 5 years;A decent place to work;"Good pay. Good benefits depending on plant location
";"Pretty big egos out there. Not a place for someone with thin skin
Advice to Management
Not to be so secretive
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-21;Shift Supervisor;Current Employee;Opportunities;"With the andeavor acquisition there are many opportunities to climb the ladder and/or take on roles that previously were less attainable.
";"Sometimes employees are put in roles they are not ready for.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-29;IT Supervisor;Current Employee;Great Company;"Lots of autonomy and solid professionals working here.
";"Historical trouble integrating culture with purchased companies.
1 person found this review helpful
Helpful
Share
Repor"
2021-07-28;Anonymous;Current Employee, more than 3 years;Behind the times;"Strong CEO. Starting to become more progressive in becoming an energy company and not just an oil company. Good benefits and compensation.
";"Large corporation and they act like one. 95% of employees are ""cogs on the wheel"" with very little upward mobility or trajectory.
1 person found this review helpful
Helpful
Share
Repor"
2021-06-27;Deckhand;Current Employee, more than 3 years;Great Company;"Good Pay and Benefits, many routes to move up the ladder.
";"Gone away from home almost 7 months per year or longer
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-29;Administrative Assistant;Current Employee, more than 5 years;Great Company;"Awesome Benefits, A Job you can retire From
";"Not a lot of opportunity to grow unless you move away.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;Technician;Current Employee, more than 3 years;Good job;"Everything is pretty good to me
";"I it is a okay job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-18;Mechanical Engineer;Former Employee;Good people, good work;"Plenty of work, plenty of mobility, plenty of responsibility
";"Plenty of stress, poor vertical communication, various work teams not well enough integrated (i.e., too ""silo-ed"").
Advice to Management
Keep it in the pipes.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-02;Supply Analyst;Current Employee;Good job;"Good pay, good benefits, no complaints
";"No real complaints about the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-01;Project Controls Specialist;Former Employee;Good company but culture is changing;"Lots of opportunities to train and their is a formal mentoring program for salaried associates.
";"Limited opportunities for promotion. Company offers temporary assignments instead of permanent promotions.
Advice to Management
Lower level management needs to have same enthusiasm engaging employees as senior level management.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-23;Electrical Engineer;Current Employee;New hire;"Great Company Standards and various work locations.
Good hire benefits and normal bonus. Great internship program.
";"Company needs to invest into chemical plants since oil and gas seem to be on a decline. For new hires company pays well but has low annual raises.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-23;Refinery Operator;Current Employee;Operator;"Competitive pay and benefits 
Commute is decent
";"Divide between company supervision and hourly 
Hourly divide with contractors
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Business Development;Former Employee, more than 1 year;Not for you if you like a challenge and innovation;"Good pay and benefits
Got paid to leave the company with a generous severance
New CEO has an opportunity to change the corporate culture
";"Company culture is toxic, political and very much a good ole boy network
Limited growth opportunities, especially if you join the company as an experienced hire
Do not value individual thought or diversity; they prefer status quo and group think
Many (unnecessary) layers of management
Slow to realize refining is a dying industry and they must change to remain competitive
Company headquarters is literally in the middle of nowhere - Findlay, Ohio - really?!
Advice to Management
Listen to your employees - especially the talent (what's left of them) that was acquired through Andeavor - instead of making them feel second class
Give people opportunities based on true merit and not just because they are Marathon lifers
Recognize that you cannot attract the best candidates when the company headquarters is in a town of 40,000 and 2 hours from a major airport
2 people found this review helpful
Helpful
Share
Repor"
2021-07-26;Anonymous;Current Employee;Unfair;"Great benefits. That’s all I can say and will say about marathon petroleum. The end.
";"Only promotes legacy Marathon employees - no opportunities for Tesoro Andeavor employees. Unfair advantages given to legacy employees
1 person found this review helpful
Helpful
Share
Repor"
2021-06-18;Engineer;Current Employee;Good place to work;"Interesting work and good people to work with
";"No 9/80 work week schedual available.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-22;Shift Supervisor;Former Employee, more than 5 years;Absolute joke. Need to focus on fixing their infrastructure and less on buying companies and ruining them.;"There are none to list.
";"Too many to count. Pathetic leadership, hypocritical ethical standards, horrible management, poor efforts at synergy and restructuring. Pay scale finally competitive but job family proofing project was awfully managed, they have no idea how to manage the assets that were purchased. Best of luck to anyone tied to the dumpster fire there.
Advice to Management
Get rid of the middle tier managers that are corrupt and have no moral compass. Lead by example and less talking head/corporate speak that is more or less inflicted and not followed.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-15;Gas Station Attendant;Former Employee, more than 1 year;Loved my boss/owner;"Flexible, fun work, got to know customers.
";"Can get pretty busy sometimes, also difficult customers sometimes.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-21;Senior Accountant;Current Employee;General;"Pension Plan and benefit plan
";"Recent reorganization’s and layoffs have created a toxic work environment
Advice to Management
Discontinue hiring from the outside and recognize value of employees within. Allow work from home optionality.
2 people found this review helpful
Helpful
Share
Repor"
2021-06-14;Refining Engineer;Current Employee, more than 5 years;Good company to work for;"Total compensation, challenging, ever changing
";"Work life balance, ability to progress in company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-02;Process Operator;Current Employee;Process first employees later;"Pay, Overtime, Benefits, 401k match 6%, Bonuses
";"Marathon is process first, employees second.
1 person found this review helpful
Helpful
Share
Repor"
2021-07-25;Deckhand;Current Employee, less than 1 year;It is what you make it;"Steady check, good insurance and all expenses paid work
";"Away from home, starting to cut back on benefits and pay
Advice to Management
Management was actually great
Be the first to find this review helpful
Helpful
Share
Repor"
