date;employee_title;employee_status;review_title;pros;cons
2021-05-09;Environmental Specialist;Former Employee, more than 1 year;A year of my life that I will never, ever get back!;"-You get a decent amount of money (That's the only real reason why anyone would want to work for these people!)
";"-No sense of organization whatsoever -Management has no idea how to handle their workers or their clientele -No real staff to handle the warehouse and management expects drivers to organize the trucks at the warehouse. -Pick-up trucks are out of date and the windows are worn out to the point of needing to be replaced. -Tools and manifest are laughably old-fashioned. -Very little to no communication whatsoever to new hires (They expect you to be experts right out of the gate). -Doing the work that was meant for another company that handles electronic junk at a landfill, while the job there that we were supposed to do was clearly chemicals. -Expect you to pick everything up via videos that you have to watch at the very beginning. -waking up way early in the morning (I'm talking like 3 or 4 in the morning) to do jobs that are either far away or are in a busy part of the city when management and the office crew get to go in at a reasonable time. -co-workers who think that they can be rude and disrespectful to others because they've worked there longer.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-08-30;Environmental Scientist;Former Employee;Great 16 week contract with the company;"Great coworkers and work environment
";"Little opportunity for advancement (personally)
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-02;Customer Service Representative;Former Employee, more than 3 years;This branch needs help;"When I first started it wasn't bad at all, enjoyed coming into work. Enjoyed my coworkers. Then management changed and it all went down hill within a year's time.
";"The GM has his friends as supervisor's for each department. You can't even follow your proper chain of command. They pile work on top of you, and they expect you to do many job titles without any compensation or recognition. The management has absolutely no clue how to manage a team. Six people have quit just this year alone.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-08;Environmental Specialist;Current Employee, less than 1 year;Good place for young professionals coming out of college;"You get to learn a lot, build your resume with experience and certifications, and some upward mobility opportunities, ability to network with different companies while working onsite, opportunities for OT, good place to start your career in the industry.
";"Long working hours, working with dangerous and hazardous chemicals, pay isn’t the best starting off, depending on site work/life balance can be a challenge
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Lab Technician;Former Employee;?;"Calm job with lots of down time
";"Very Little room for advancement
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-24;Operator;Current Employee;Fun Crew Weir Corporate side;"you got paid alot of money
";"it was rotating shift so nights sucked
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-02;Regional Account Manager;Current Employee, more than 1 year;Account manager, very laid back job where you make your schedule and manage accounts;". Staff at the west bridge water office was amazing !
";"Training program was very extremely outdated and set you up for failure. Need to be a seasoned account manager to hit the ground running.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-22;Operations;Current Employee;Good paying job;"Great pay for the area
";"No budget to fix things to make the job safer
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-25;Environmental Specialist;Current Employee, more than 1 year;Local management cares but upper level is removed and indifferent.;"Tons of overtime and you see something new every day.
";"Overworked, concerns are not addressed, management above the local offices are not involved and do not care. Environmental Specialists are the backbone of ESS and they need to be treated like it. It is no wonder the turn over rate is so bad.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-14;Operations Manager;Current Employee, more than 10 years;Good company with great benefits.;"Great benefits, competitive wages, opportunities to advance when you prove yourself. Top management started at the bottom and worker their way up. Depending on your role, travel is available. Those who work hard will advance. They have never laid anyone off.
";"Some travel positions can require extensive travel.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Field Operations Supervisor;Current Employee, more than 1 year;Room for Growth, but takes awhile;"Good teams, Good benefits, Good Experience, Good Opportunity for Growth
";"Takes awhile to move up in status, however its not difficult. Being a third party vendor to many on site customers means a lower salary
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-03;Operator I;Former Employee, more than 1 year;Not a bad place to work, but management makes it that way;"It's a paycheck and essential work
";"Favoritism, condescending managers, very clique-y, seniority means nothing, titles mean nothing, powerless/useless union, sub-par pay, ridiculous swing shift that changes weekly, bottom tier health insurance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-18;Environmental Specialist;Current Employee, less than 1 year;review;"good job to start at
";"I can't think of anything
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;General Manager;Current Employee, more than 5 years;Decent company;"Flexibility with your schedule Decent upper management ok benefits
";"Stressful work loads Lack of support at times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-29;Chemist;Current Employee;Veolia;"Co workers are great and semi decent benefits.
";"management is a bit of a mess. doing the same projects over and over expecting different results. Don't expect a good job description as you will be doing your job along with your bosses unless you are higher up in the management team.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-01-09;Director;Current Employee, more than 5 years;Purposeful, Challenging, Exciting, Collaborative and Fulfilling;"From working on multi million dollar engineering and construction projects to solving complex Operational problems in water, wastewater and energy, exciting career is an understatement. You get to work and learn from some of the very best technical, management and operations staff in a very collaborative environment. Leadership encourage and support education and learning initiatives with tuition support and resources. Leadership encourages and supports your initiatives and ""stretch goals"" and rewards performance. Leadership team strives to provide work-life balance and promotes health & wellness initiatives for employees. Leadership encourages and supports volunteering and community partnership initiatives and actively promotes a fair and equitable workplace with several diversity and inclusion initiatives to ensure everybody has the opportunities and resources to succeed in their careers.
";"Work life balance can sometimes get affected by project deadlines and deliverables
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-11;Environmental Specialist;Current Employee;Good entry level work;"Good management team, good training program.
";"There is little to no room to grow and salary increases are rare.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-15;Project Engineer;Current Employee, less than 1 year;Good;"Overall good company with home office flexibility.
";"Travel was challenging but was expected as a commissioning testing engineer for data centers/mission critical systems.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-15;Water/Wastewater Technician;Former Employee, more than 1 year;Just fabulous;"You’re Set for life! Just do your job!
";"Hard to get into veolia.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;Operator;Current Employee, more than 3 years;Good company to work for;"Won't lay you off, great pay, great people to work for
";"Operate a smaller staff than may be necessary at some locations
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-07;Mechanical Engineer;Former Employee, more than 1 year;Awesome place to work!!;"Great collaboration, interesting projects, Veolia has a bent to innovation and it really shows with the kinds technology they are developing and new industries they are trying to break into.
";"My office had to close unfortunately. The office closure was not handled by management very well.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-06;Customer Service Representative (CSR);Current Employee;"Nice people, good benefits; however, the pay is too little to live on";"Friendly managers and employees, good benefits.
";"The pay is not enough for someone who has a family to live on. Moving up in the company is tough, and morale is low at the branch I work at. If the pay was substantial, and morale was better, this would be a good place to work.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-15;Environmental Specialist;Current Employee;Extremely disappointing company;"It’s a job pays weekly
";"Terrible management, people have no clue what’s going on. Zero communication, can’t keep new hires for longer than 2 weeks. Always need workers but won’t pay us more money. What a joke you’d think a huge international company would care about the employees but it’s evident they do not.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-05-27;Safety Specialist;Former Employee, more than 3 years;Safety;"Great learning experience, large company with many opportunities
";"pay grade for this position was too low for amount of work/responsibility
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-01;Environmental Specialist;Former Employee;Company review;"Good work team and good supervisors team
";"Management could do better in al aspects
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-28;Senior Administrative Assistant;Former Employee, more than 1 year;Nice company to work, you have to be luck enough with your manager;"annual bonus, studying incentives, good 401K
";"old school HR department, old senior leadership, not diversity at all, very inflexible
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-05-19;Benefits Manager;Current Employee;Good Company;"Great company to work for
";"there are none to report
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Operations Supervisor;Current Employee, more than 1 year;Expanding in Texas. May be some opportunities.;"Good place to move up if you put in hard work.
";"Contract based employment. If contract is lost, probably the position.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-09;Senior Mechanical Technician;Current Employee;Senior Mechanical Technician with 12 years of experience;"Design, develop, test, and manufacture mechanical devices.
";"Noise of the machines,tools and parts lying around.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-13;Environmental Specialist;Current Employee, more than 1 year;Good entry level job;"A lot of opportunities for overtime
";"Work life balance Organization Terrible training
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Account Manager I;Current Employee, more than 3 years;Overall Good Company to Work For;"Management is generally good, there are opportunities to move up, they take care of their employees.
";"High budget targets, but doesn't give us the resources to sustain growth
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-14;Marketing Coordinator;Former Employee;.;"Great work environment, ambitious team
";"Long hours, experience depends on manager
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Project Manager;Current Employee;Good company, some leadership is odd;"Expansive corporate network to utilize
";"Some leadership isn't always aware of what is going on
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;Environmental Specialist;Former Employee, more than 1 year;Don’t work for these clowns!;"You get paid a decent amount
";"-communication amongst management and workers are almost nonexistent -working with some of the rudest and most disrespectful colleagues in my professional career -no organization or willingness to improve -the building that I worked in hardly met the criteria of running operations smoothly and safely -working with faulty and outdated equipment -unreasonable working hours since they count on you to not have a life at all -expect you to unload trucks immediately after you come back from a long drive across the state -traveling through Maryland and DC during rush hour -working at a landfill to be treated like dirt and doing a job that was meant to be handled by another company -no real training, just relying on videos to teach you stuff (which by the way doesn’t teach you anything)
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-05-23;ES1;Former Employee, less than 1 year;Poor culture, underpaid, backbreaking;"paid to get CDL, benefits are ok.
";"Low pay for amount of work. Exposure to dangerous chemicals. Back breaking work.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Facilities Manager;Former Employee;good company to work for;"excellent work environment, and team environment
";"no cons that I could think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Business Analyst;Current Employee, more than 3 years;Analyst;"Stable job with decent benefits
";"Lack of growth in the company Very poor D&I.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-21;Operator;Former Employee, more than 3 years;Major mistake working here;"Nothing that I can think of
";"Every aspect of the company and management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Sales Representative;Current Employee, more than 3 years;Small growing company;"Freedom and flexibility. Managers dont micromanage
";"small company, not always the best organized
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-26;Environmental Specialist;Former Employee, more than 1 year;Environmental Specialist;"Good work environment. Laid back. Good Benefits. Great training.
";"Long days. Pay could be better. Limited growth.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-01;Environmental Specialist;Current Employee, more than 1 year;Decent if you don’t have experience;"Can learn quickly depending on which site you are at
";"Underpaid, under appreciated, not the best management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-25;Vice President of Operations;Current Employee;Great Place to work;"Great place to work at Veolia
";"Sometimes it is a stressful place.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-17;Payroll Administrator;Current Employee, more than 1 year;Poor management;"Good benefits, flexible schedule but inconsistent
";"Poor management - managers would benefit by training and being held accountable
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-24;Director Sales Operations;Former Employee, more than 8 years;Director;"Benefits vacation auto allowance vacation
";"Management and evaluations are too subjective and unfair
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-07;Project Specialist;Former Employee;Good Company;"It is a large company. They are generally fair to their workers.
";"It had to reduce salaries in 2020 due to covid.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-11;Business Intelligence Analyst;Former Employee;Good Company;"Big Company, Domestic and International Opportunities
";"No clear growth path for young professionals
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-25;EHS Coordinator;Current Employee;Its okay;"Good safety culture and health benefits
";"Management and pay isn't great
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-20;Operator;Former Employee, more than 1 year;Good people to work for but need to work on fulfilling promises;"Great pay, good benefits, very laid back culture
";"A few bad apples on my small team spoiled the whole bunch and my hands were tied with them as management was afraid of turnover. This led to high frustration on my part.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-11;Project Manager;Former Employee;objective review;"theres alot of good hard working men and women here that have decades of knowledge in the industry. most people genuinely seem to care about one anothers well being.
";"there seems to be a big communications disconnect throughout the management structure. issues are slow to resolve and employees frustrations are inadequately addressed. the potential is there, but turnover and infighting stifle the growth.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-04-10;Service Technician;Former Employee;Just a job;"pay and benfits really nothing else.
";"hire better managers that know what they are doing!!!!!!!!!!!!
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Waste Water Operator;Current Employee;Good stepping stone;"Independence, paid continuing education, and great co-workers
";"Low pay comparatively, management can be very indecisive, tough to get shifts covered
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Environmental Specialist;Former Employee, less than 1 year;Decent job;"Great people Work hard and you'll be noticed
";"Physical/demanding work Down time in truck
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;Director;Former Employee, more than 1 year;Great Company;"Benefits, Work-life balance, great people
";"They were going through a transition period and many changes were being made.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Environmental Health and Safety Specialist;Current Employee, more than 3 years;EHS;"Great people Good continuing education Gave me a company cell phone and good laptop
";"Pay is terrible and they don’t give good raises
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Material Handler;Current Employee, more than 3 years;Below average pay;"Cool employees and nice schedule
";"Low pay no incentive horrible management
1 person found this review helpful
Helpful
Share
Repor"
2021-03-17;Engineer;Former Employee;Stagnant Management System;"Frustrating localized management system prevents creative contributions.
";"Difficult to advance unless you are in the top 3 ""spots""
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-24;Vice President;Former Employee, more than 10 years;Nice Place;"The commitment to safety, compensation and employees
";"The continuous changes in the team and direction
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;EHS Specialist;Current Employee;Veolia;"Good pay and bonus every year
";"does require a lot of driving
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-26;Truck Driver;Former Employee;never again;"work by yourself, dont have to deal with negative people
";"hostile work environment, too many cliques
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Environmental Specialist;Former Employee, more than 3 years;It was okay;"401k, great coworkers, learning a lot.
";"Lots of hours, but you get overtime.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-02;Supervisor;Current Employee;Decent Job;"Great place to learn and grow
";"Limited growth in field services available for employees
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;Plant Manager;Former Employee, more than 1 year;Management communication work/life balance poor;"salary and benefits, learn how not to run a facility
";"Management is very bad, communications poor, sexist attitude, expectation to work constantly, inexperienced staff, zero safety, lack of proper maintenance on advanced equipment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-18;Proposal Manager;Former Employee, more than 5 years;Office Politics Ruins environment;"Smart and dedicated employees throughout the organization
";"Too political in terms of promotions and hiring
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Various Co-ops;Former Employee, less than 1 year;Okay for an intern, but not long-term;"Rotation system between different groups for different co-op experiences Good teamwork and collaboration
";"Pay was really low, far below industry average Didn't see long-term growth opportunities
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-04;Buyer;Current Employee;Great French company to work for;"Fantastic manager Possibility to evolve Great offices in downtown Boston
";"Salary under what big groups offer
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-13;Environmental Specialist;Current Employee, more than 5 years;Environmental specialist;"Interesting duties within the company
";"jobs vary from location or job title
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-08;General Manager;Current Employee;good place to work;"purpose, strategy is coherent with market
";"no major cons coming to mind
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;O&M Technician;Current Employee;Decent employer;"Good hours Work life balance Time off
";"Advancement, Frozen Raises, Sense of accomplishment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-14;Project Engineer;Current Employee, more than 1 year;Good Company, takes some getting used to;"Good benefits, friendly people, room for mobility
";"Corporate puts initiatives on units that don't always need them Lack of diversity
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-23;Project Engineer;Former Employee, more than 5 years;Review;"Good environment, opportunity to lean about several disciplines
";"Bad management; Not investing in employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-07;Administrative Assistant;Former Employee, more than 8 years;Terrible Management;"Not really any to list!
";"I can't even begin to explain the how toxic this place is!
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-21;Account Manager;Current Employee;Great Company;"Great people, compensation and benefits.
";"Work/life balance can be challenging.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-17;Union Laborer;Former Employee;no go;"benefits hours yes yes no no
";"management pay work life no
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-09;Maintenance Technician II;Current Employee;ups and downs like any other place;"Work week is set. People are generally good.
";"Pay, company withholds annual raises due to corporate failures. Expertise is not rewarded with equivalent monetary compensation. Benefits are not the greatest: BCBS of Illinois.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-08;Executive Assistant;Former Employee;Good place to work;"Very nice people and atmosphere
";"Closed our business unit, left 80 people unemployed.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-12;Co-Op;Former Employee;Co-Op;"Learned a lot with different teams
";"None that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2020-02-27;Operations Support;Current Employee, more than 8 years;Veolia's hazardous waste management group is full of growth opportunities in every possible interpretation of the idea.;"This is a great place to learn, grow, and potentially make a career if you find a comfortable fit. There are many facets to Veolia's business. Corporate overhaul has trimmed excess and efficiency is a top priority.
";"Autonomous middle managers, especially those who take a hands-off & reactive management approach, create a chaotic culture. Ironic how the company just went through a ""unification"" campaign titled One Veolia resulting in more levels of separation and dissatisfaction throughout this local organization.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2020-06-18;Chem Tech;Former Employee, more than 8 years;Union job;"Good money for the industry Union position Strong majority of people are easy to get along and work with Only have to work 40 hours a week
";"Workload can be distributed unfairly among employees Easy to end up doing work you have no interest in and get stuck there
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-10;Process Engineer Intern;Current Employee, less than 1 year;Great Place;"Lots of learning opportunities and great people.
";"Not your everyday facility, must think quickly and be adaptable. Not really cons just different.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-12-27;Engineer;Current Employee;Veolia job review;"Lot of good people to work with
";"Management does not help its employees to advance.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-24;Account Manager;Former Employee, more than 8 years;Good place to work;"People are great that you get to interact with
";"Difficult business to sell to the public
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-27;Material Handler;Current Employee, less than 1 year;Great opportunity;"Very great place to work everyday
";"I have negative to say about this company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-19;IT Business Analyst;Former Employee;Growing digitalization;"Many professionals with technical backgrounds, willingness to adopt changes
";"Only headquarters seem to be growing, not local offices
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-11;Auxiliary Operator;Former Employee, more than 5 years;Work experience;"Good way to make money
";"Safety issues, management, unfair overtime distribution, not being put where I wanted to work per qualifications
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-03;Director of Business Development;Former Employee;.;"salary, opportunity for advancement, co workers, leading firm
";"ever shifting incentives and motives, large company cliches all are appropriate
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-21;Lab Technician;Former Employee, more than 1 year;Pros and Cons;and ;"Nov 21, 2020 - Lab Technician in New York, NY
Recommend
CEO Approval
Business Outlook
Pros
Mostly good capable, people. Liked direct manager,
Cons
Management never followed through with promotion opportunities, and then blamed the company we were proving service.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-20;Water Treatment Plant Operator;Current Employee, more than 3 years;Just alright;"Decent work schedule allowing for work life balance
";"Pay could be better, less favoritism
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-22;Field Service Technician;Current Employee;Chemical;"Great benefits with an oilfield company
";"Long hours and some weekend work
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-16;Legal Assistant;Former Employee, more than 1 year;Would never suggest this job to a friend;"Great work hours and have most holidays off.
";"Management is awful and only looks out for number one.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-09;Senior Resource Manager;Former Employee, more than 1 year;"Why can't I give this ""operation"" ZERO stars?";"Managed great people - along with a few slugs
";"Multiple bosses. Pathetic pay grade. Horrible management. On call 24-7. Micromanagement is a way of life here. Got blamed for corporate accounting errors.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-11;Coach Operator;Former Employee, more than 1 year;Good job;"Easy, overtime, good training, good administration
";"Work weekends, split hours, split days off
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-27;Safety Manager;Current Employee;safety;"decent pay good work hours
";"Not very organized, not much room for advancement in office positions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-12;General Manager;Former Employee, more than 5 years;Pretty good compny;"Great pay, benefits and time off
";"Finger pointing culture that does not help
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-24;Operations;Former Employee;Great People;"Relaxed environment, really great people work there, good work life balance.
";"Lack of understanding on management decisions on employees in the field
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-11;Environmental Specialist I;Current Employee, more than 1 year;DO NOT WORK HERE;"Benefits, potential high pay and nothing else!
";"The work environment is horrible, but especially for women. This is a total good boys club and if you aren't friends with the higher ups, and drink with them then you are not getting promotions and will be put into the worst jobs/situations, and they will punish you for not ""being in the circle"". This company led me on for a year, had me doing work for a position they never intended to give me and kept stringing me along, all while promoting their friends. They don't carry themselves professionally and it's actually sad watching the way they speak to customers, they're a joke to work for and with. I do not recommend this company to anyone, but ESPECIALLY to those who have a degree. They will put you in the lowest position and try to get you to drive trucks. They're an environmental company that doesn't even recycle or have one care for their environmental impact. If you care about using your education or at least having your degree provide you with a better position than what someone with a GED would get then do not even look twice at this place. OH and if you hate nepotism then this company will drive you wild! They hire family and only take care of each other so you'll never have a position that meets your potential because they'd rather give it to someone completely incompetent than to you. If you're a women they speak poorly of you, expect you to do physically tasking work and don't stand up for you when men in the field are sexually harassing you. If they do bring anything to HR, it goes no where and nothing gets resolved. It's a toxic work environment and I hope to lead people away from experiencing anything I went through.
Verify your email to continue reading or Resend email
7 people found this review helpful
Helpful
Share
Repor"
