date;employee_title;employee_status;review_title;pros;cons
2021-04-29;Staff Software Engineer;Current Employee;Good;"Good working culture. Nice engineering team.
";"Bad compensation and perks and bonus
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Human Resources Project Manager;Former Employee, more than 5 years;Employee focused;"Great culture with good lateral opportunities.
";"Low pay in corporate. A lot of business restructuring leading to turmoil in priorities
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;Six Sigma Black Belt;Former Employee;Good Company;"Good Culture; smart fellow employees
";"Not financially stable, layoffs around the corner
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;Programmer Analyst;Current Employee;I like it;"Flexible schedule. Great co workers
";"None that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Senior Marketing Manager;Current Employee, more than 5 years;A good company;"Management always willing to let you grow & try new tasks. Work-life balance is stable with remote work during COVID-19.
";"There is some uncertainty around restructuring & continued education for employees.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-17;Appliance Specialist;Current Employee;Yes;"Good Pay Day 1 Benefits On site medical
";"Long Work Days Many different managers
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-04;Sales Manager;Former Employee, more than 5 years;Great Pay & People;"Benefits are great & there are lots of jobs Pay Training People Rock Stars Jobs
";"Too many Silos Too Slow Too many poor performing employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-06;Senior Technical product owner;Former Employee, more than 8 years;Good Company Talent Moving;"Large company with a lot of growth oportunity
";"A lot of talented people were leaving the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Senior Project Manager;Current Employee, more than 10 years;none;"great culture, strong talent, state of the art equipment, strong mentorship capability
";"changes can take a long time to incorporate due to size
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-18;Director;Current Employee;NA;"Focus on outcomes. Good teams
";"Not applicable for this section
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Wind Technician;Current Employee, more than 1 year;Good company;"Good company. They treat you well and pay you good.
";"The pay scale changed and they didn’t tell anyone until it was implemented
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-13;Program Manager;Former Employee, more than 10 years;Great place to work;"Experience in all business functions
";"Too laid back for excitement
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-04;Engineerign Manager;Current Employee;Good place to work;"Senior leadership shows genuine care about employees
";"Salary doesn't always align with the rest of the industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Financial Analyst;Former Employee;Good company troubling times;"The overall GE culture is great. People really look out for one another.
";"The company has been going through some troubling times as reflected in the news.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Anonymous;Current Employee, more than 5 years;Roller coaster but not bad.;"Good salary, possibility for upwards movement, multiple locations throughout the world.
";"Head count keeps losing putting larger burden on current employees.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Quality Engineer;Current Employee, more than 5 years;GE;"GE is strong company that pays every 2 weeks
";"Long hours, and non standardized tracking of any and all metrics
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;CNC Machinist;Current Employee, more than 8 years;Decent company;"Easy job low stress level
";"Shift work is awful, seniority based is awful
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-04;Finance Manager;Former Employee;Great place to get industry training;"Career progression, supportive leadership, fair promotions
";"Work life balance can be tough
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-03;Lead Proposal;Current Employee;Challenging when coming with better ways on processes;"Decent pay , still good on 401k, the company does provides tools and opportunities for growth.
";"Poor work life and balance, patronizing is common, which is sad. Need more women leading in our division.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-10;Anonymous;Former Employee, more than 1 year;Not a Tech Company;"the 401k match is generous
";"They want diversity for numbers reasons; they not interested in diversity outside of a checkbox they say they're recruiting for IT professionals, but honestly they just want a lot of PMs. Not sure who really does the work in a company full of PMs though.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-08;Senior Software Developer;Former Employee;good company;"good work life balances, good office
";"shrinking in terms on Detroit branch
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-08;Intern;Former Employee;Great workplace;"Great staff Enthusiastic environment Top of the line facilities
";"Limited benefits if not full-time
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-30;Manufacturing Technician;Former Employee;Loved it !;"Awesomeness good people lots of overtime (voluntary) lots of vaca/float
";"Can be repetitive but that goes for every job I've ever had
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Data Scientist;Current Employee, more than 1 year;nice place to work;"projects are interesting, work life balance is great
";"Need more talented people to join the team
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-06;Anonymous;Former Employee, more than 5 years;Company Review;"More opportunities in the company
";"Salary is not high comparing with outside
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-05;Staff Technical Product Manager;Current Employee;Technical product management;"People make the company great
";"Corporations make it difficult to move quickly
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-05;Anonymous;Former Employee, more than 3 years;GE Review;"People friendly, inclusive and opportunities to grow
";"Benefits can be much better
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-30;Lead Engineer;Current Employee;Good as any other;"Less toal gate oriented than most.
";"Very stock price concerned. At all costs sometimes.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-30;Senior Finance Manager;Current Employee, more than 10 years;Good company;"Nice people, international working experience, good training
";"May not be an expert in a specific area
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-06;Commercial Operations Manager;Former Employee, more than 3 years;Balanced;"Good benefits, work life balance, and enjoyable coworkers. Enjoyable experience overall.
";"The inflexibility and execution speed from both an operational and market interaction standpoint is on par and to be expected from a global corporation. Basically, if you like things to move in a timely manner, condition your mindset now that that will not be the case.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-31;Analyst;Former Employee, more than 3 years;Great place to work;"Solid 401k Match Great Work Life Balance
";"Can be high stress at time
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Senior Aerodynamic Engineer;Current Employee;GE Energy;"Good pay, challenging, good co-workers, good management
";"No real hard cons to speak of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Field Engineer;Current Employee, more than 5 years;Good Work Life Balance;"Good Work Life Balance as FE
";"None cons that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Plant Manager;Former Employee, more than 8 years;Great place to work;"All managers held accountable to performance
";"Employees who start their careers at GE think they can do no wrong
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-15;Supply Chain;Current Employee;Good benefits and pay, lot of;"Good pay, innovative, smart employees
";"Long hours, lot of layoffs
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Material Handler;Former Employee, more than 1 year;It’s ok;"Good benefits. Small staff. No punch in clock.
";"Manager that can’t take criticism and bring personal issues to work. Also no room for growth.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Production Planner;Former Employee;Enjoyed the position;"Offered plenty of training. Good work life balance.
";"None that I can think of.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Anonymous;Former Employee;Overall Good;"Development opportunities and stretch assignments
";"Rested on its laurels, org politics
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-31;Customer Service Representative Analyst;Former Employee;Good benefits and training;"benefits and training were good
";"micro managed and hours are long
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-30;Market Leader;Current Employee;-;"Great people, Addressing some of the world's biggest challenges
";"Company is navigating challenging times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Mso;Former Employee;MSO;"Large company, great to be able to swing and miss
";"demanding hours, understaffed and everyone needs to go above and beyond
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-15;Supervisor;Current Employee;Management;"Alot of work to do, great people
";"It is hard to get promotions
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-31;Senior Vice President Finance;Current Employee;Positive;"Good overall positive work environment
";"No cons to working at this company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-28;Sales Associate;Current Employee;Great place;"Security benefits, growth and stability
";"Changing management, not consistent lack of customer service
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Global Finance Manager;Current Employee, more than 10 years;legacy company;"mentoring, financial focus, and never give up
";"a lot of manager changes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Applications Engineer;Former Employee, more than 8 years;Great company;"Lot of good people to work with
";"No more opportunity to work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Inside Sales Representative;Current Employee, more than 8 years;GE in Charlotte, NC;"Great benefits, healthcare costs are fair.
";"There is no growth within Charlotte, NC. Will have to relocate to grow in the company.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Chief Engineer;Current Employee;Chief consulting engineer;"Don't have to voucher as chief.
";"Too many tracked metrics, ehh?
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-14;Java Full Stack Developer;Current Employee;na;"great environment but great salaries
";"lots of peer pressure and
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-26;Director;Current Employee;Great company;"Innovative, medical technology, purpose, caliber of people
";"Very intense, bureaucratic, too big
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-22;Inspector;Current Employee;GE Inspector;"Good stable company with many benefits.
";"Too big. Can get lost in management structure.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Quality Assurance;Former Employee, more than 3 years;GE we bring good things to light. Jack Welch winning;"Benefits other other other other
";"low pay other other other other
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-25;Senior Director PMO;Former Employee, more than 10 years;Solid company and changing;"Great pay for the area I live in Handled the COVID situation well Lots of networking opportunities Ability to travel some
";"Some prescribed methodologies (at a corporate level) don't work well in all businesses There is a ""ladder climbing"" mentality that doesn't align with my personal views Information, decision-making, and growth is limited for those in an individual contributor role
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Customer Service Representative;Former Employee;Fantastic;"Great company to work for with even better benefits.
";"None! My experience was excellent there.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-26;Staff Network Engineer;Former Employee, more than 3 years;Great company;"Enjoyed the work Great people Great environment
";"Company was going through tough times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Field Service Technician;Former Employee;Ddd;"It wasn’t a bad place
";"Nothing really to say about it
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;Internal Auditor;Former Employee, more than 8 years;Great opportunities!;"Decent salary, good benefits, challenging work, lots of travel
";"Lots of hours (not always truly required)
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;IT Support Specialist;Former Employee, more than 1 year;Terrible Management, Decent Pay;"Decent Pay and benefits for the role
";"Management is awful and unqualified in the Miami location. Office politics are toxic and management doesn't care about the technicians. Big CON: Never know when you'll lose your job because of GE's shaky profits.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-24;Engineer;Former Employee;good company;"good products, and lot of trainings
";"not easy to show visibility
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-09;Human Resources Business Partner HRBP;Current Employee;Transforming;"Great culture and people. Strong leadership. Ethical company.
";"A lot of restructuring in the last few years, but things are starting to turn around.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-25;Manufacturing Engineer;Former Employee, more than 1 year;Nice place;"Great, safe, ethical work environment
";"Lots of confusion during shift change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-25;Electrical Design Engineer;Former Employee, less than 1 year;good job;"salary, respectful, environment, opportunity, grow
";"time, consumption, tired, environment, grow
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Associate;Current Employee;Great;"Great culture and team cohesion
";"Difficult to see career path
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-11;Supervisor;Former Employee;Hated it;"Insurance was good and h.r
";"Work life was really good
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Operations Manager;Current Employee, more than 3 years;Great company to work for.;"Permissive time off Career Development Tuition Reimbursement
";"High medical insurance deductibles and coinsurance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Data Scientist;Current Employee, less than 1 year;GE;"nice pay, good people, and nice environment
";"busy, not good work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-05;Software Manager;Current Employee;Software professional;"great place, good culture and work life balance
";"too beauracratic, too many silos
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-18;Manufacturing/Production Manager;Current Employee;Great Company;"Great Teams, Great People, Forward driven
";"Upward movement can be slow, small location.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-23;Software Engineer;Current Employee;fafa;"well managed between employee and customer
";"very much stressed with time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Anonymous;Former Employee, more than 1 year;Not bad;"Good benefits and team members
";"Corporate Environment and a lot of pressure
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-01;Mechanical Engineer;Current Employee, more than 10 years;Great business;"They offer competitive salary and treat the employees well
";"Too many decision layers. Some small actions have to be approved by management, slowing down work.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-03;Inside Sales Representative;Former Employee, more than 1 year;Sexist, sexist, sexist;"Worst company I’ve ever worked for
";"Wont promote you if you’re a woman. Cut bonuses and kept employee after HR SEXUAL HARASSMENT was proven. Also made employee keep working with said employee.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-23;Fellow Intern;Former Employee;Review;"Good work culture and compensation
";"Did not identify any cons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;CNC Programmer;Current Employee, more than 1 year;Honest;"A lot of knowledge to be gained with advanced manufacturing processes
";"Large Company which makes your work feel under appreciated
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Senior Analytics Manager;Current Employee, more than 10 years;Cautiously Optimistic;"Competitive pay, challenging work, strong leadership
";"Poor work/ life balance, constant cost-pressures result in frequent layoffs
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Director;Former Employee;Great company to work for;"Good package. Good work life balance
";"None. Old fashioned. Slow moving
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-30;Staff Risk Analyst;Former Employee, more than 3 years;Great culture;"People, culture, benefits, flexibility, great learning experience for any professional lebel.
";"industry downturns, some of the management practices (not to be confused with the management team).
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-25;Buyer;Former Employee;Could be better;"This company has good benefits. Pay/salary is just ok, not great.
";"In this company, it is common to have layoffs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Senior Counsel;Current Employee;Great company to work for;"Great work life balance and opportunity to develop skillset
";"Possible to get lost in the giant org chart
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-02;Account Executive;Former Employee, more than 10 years;Big to small;"Pockets of good people that care
";"Lots of layers and middle management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Advanced Lead Engineer;Current Employee, more than 3 years;Great company to work for;"Good opportunity for career growth, good work life balance.
";"No cons working here. Great experience.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-23;Sales Associate;Current Employee, more than 1 year;Great place to work;"Great place to work And lots of training and support from managers
";"The pay could be better for many
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-27;Solutions Architect;Current Employee;Talented people but bad salary;"Chance to travel to other countries, Talented People
";"Salary is mediocre, Benefits, No stocks
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Patent Attorney;Current Employee, more than 3 years;Patent Attorney;"Great learning opportunities for in-house lawyers
";"Usual functional limits in a large conglomerate
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Communications Specialist;Former Employee;Great;"Great culture and impactful work
";"Too many layers from the top for decision making
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Senior Tax Manager;Current Employee, more than 10 years;Continuous improvement;"Great people, great experience. Very flexible work arrangements
";"Heavy work load. Emphasis on cost outs
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Architect;Former Employee;architect;"interesting most of the time
";"chaotic at times, at least for me
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Project Manager;Current Employee;project manager;"good benefits beyond normal in the company
";"opportunities to grow in the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-26;Financial Analyst;Current Employee;Gain a lot of experience but stressful;"Learn a lot about finance
";"The environment can be very stressful
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Administrative Assistant;Current Employee;great Company;"great Company good pay, great people
";"always a threat of lay offs
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Healthcare Sales Representative;Former Employee;Lost focus;"Flexible in pricing if customer asks also offers used products
";"Very military style. Lost meaning of customer focus
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Account Manager;Former Employee, more than 5 years;GE Rail;"Great pay, benefits and training
";"Enjoyed my time working there. no issues
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-23;Analyst;Current Employee;Company has gone downhill;"Permissive time off, great co-workers
";"Always working while on vacation, so permissive time off is a joke
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-31;Data Analyst;Current Employee;.;"Big company a lot of opportunities
";"Very high demand and not enough resources
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Production Assembler;Current Employee;Great place to work;"Good pay with pretty good benefits.
";"Accountability and ownership of work is lacking
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Project Manager;Current Employee, more than 10 years;In a restructure phase;"Pleasant co-workers and flexible work schedule
";"Pay is lower than average
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-16;Sales Associate;Former Employee;Innovative;"Offers great products and services
";"Has grown into complacency off late
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Product Manager;Current Employee;NA;"good leadership at every level
";"Red tape bogs you down
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Art Director/Graphic Designer;Current Employee, more than 10 years;Great company;"The senior leadership is brilliant.
";"The company is hard to navigate at time due to it's size
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-05;Lead Engineer;Current Employee, more than 8 years;GE;"Good company to work with. Work life balance
";"Average salary. Pressure to meet the quarterly target
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-30;Machinist;Current Employee;GE machinist;"Pay and environment is good
";"Benefits should be a lot better
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Senior Accounting Manager;Current Employee;Overall Good;"opportunity for growth, good culture
";"good employees absorb a lot of work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-06;Cell Flow Leader;Current Employee;Work;"Good benefits going through a transformation
";"Covid hit and the aerospace industry and oil a hit
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Finance Manager;Current Employee;FP&A manager;"work life balance is great
";"Pay is not competitive for industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Anonymous;Current Employee, more than 8 years;Good;"Good people most of the time
";"Not good people all of the time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-30;Project Manager;Current Employee;Great place to work;"Great team atmosphere and wonderful co-workers.
";"Continually changing organization structures and no real opportunities for remote employees.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-20;Program Director;Current Employee, more than 10 years;Always something new to learn;"Wide exposure to lean initiative and transformation
";"Overwhelmed with the constant changes of priorities
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-05;Warehouse Associate;Former Employee, more than 1 year;GE REview;"Big Business big corp envirmoent
";"Leadership, the ability to feel like a small company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-05;Senior Sales Manager;Former Employee;Overall great experience;"strong stable company, and great benefit package
";"not up to competitor pay schedules
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Principal Consultant;Former Employee, more than 5 years;great team and excellent technical folks;;"ltant in New York, NY
Recommend
CEO Approval
Business Outlook
Pros
Great team experience, good technical staff
Cons
low pay, multiple management layers
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-06;Cyber Security Engineer;Current Employee;Great culture;"Laid back, freedom to try new things
";"Too political, hard to move up
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-27;Sales Manager;Current Employee, more than 1 year;GE good company;"Good place to grow up
";"Work credit could go to another person
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Software Engineer (Software Developer II);Current Employee;The best company;"I love the vibe of this company
";"a lot of charges of work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Engineer;Former Employee, more than 10 years;Engineer review;"Good opportunity to learn across several product types
";"Companies being sold due to refocus.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Senior Software Engineer;Former Employee, more than 5 years;so so;"good leadership culture that encourages risk taking
";"unstable financially, hence no bright future
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Supplier Quality Engineer;Current Employee, more than 10 years;It’s about the stock price;"Very interesting and challenging work
";"Workers are viewed as an expense, not as an asset. Sr. Executives will do anything to get the stock price up.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-23;Senior Staff Software Engineer;Former Employee, more than 1 year;High ambitions;"Took care of employees. Great benefits.
";"Office is far from bay area
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-03;Product Manager;Current Employee, more than 5 years;Yes;"Flexibility, career, inclusive, fast paced, financial focus
";"Working hours, favoritism, ability to change
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-11;Human Resources Trainee;Former Employee, less than 1 year;Good work culture!;"Amazing people! Great structure and communication!
";"Needs to be more modern in terms of giving 'home office days' or ' organizing employee engagement events and activities'
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-05;Senior Finance Manager;Former Employee, more than 5 years;Great company;"Great company to work for.
";"no cons at this time.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Engineer;Current Employee;GE;"Challenging, decent pay, freedom to come in whenever you want.
";"Too much work and not enough people.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-24;Engineer;Current Employee;D;"Insurance, benefits, bonuses, management style
";"Salary, position, support, vocation time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-24;Sourcing Manager;Former Employee, more than 8 years;Great company to work for;"Great benefit, work life balance and a lot to learn.
";"Too many layer of management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-24;Inside Sales Representative;Former Employee;Do yourself a favor and do not get sucked in;"Benefits Are Great but that’s it.
";"Nepotism!!!! You have to know someone to move up in this company. Family members get family members jobs. Horrible!!!!
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Human Resources Manager;Former Employee, more than 1 year;Not for Everyone;"If you have the desire to work through the corporation, there is opportunity.
";"Expected to change jobs every few years.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-03;Machinist;Former Employee, more than 10 years;over all a good company;"Pay and benefits are good
";"Work life balance can be challenging
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-13;VP-Technology;Former Employee, more than 10 years;Working at GE;"GE Management training programs The culture at the business level is a collaborative environment and gets things done Career opportunities at multiple businesses
";"The stock price The break up of GE Capital really hurt GE core businesses which it relied on The rebuild is taking years
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Senior Engineer;Current Employee;GE Engineering;"Competitive workplace offering opportunity to advance the state of art in jet engines.
";"Company is still trying to turn itself around. Constant fire fighting.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-10;Production;Current Employee;Pay isn’t all that good;"Great benefits, easy jobs, schedule is flexible,
";"Pay is not good (since everything is going up)
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-24;Wind Turbine Technician;Current Employee, more than 3 years;Varies depending on site;"Good Benefits Home/ work balance Most sites are great but can depend greatly on management
";"Pay was recently overhauled and capped at $30/hour Corporate is very out of touch with field
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Engineer;Former Employee, more than 5 years;Interesting Work;"Large company with lots of opportunities.
";"Lots of processes which can sometimes hinder progress.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-30;Applications Support Engineer;Current Employee, more than 5 years;Good upfront compensation, all downhill from there;"Good starting pay, friendly people
";"Don't expect to move up unless you drink the Kool aid and enjoy a pointless managerial existence
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-16;Production Supervisor;Former Employee, more than 3 years;Great Place to Work;"The culture is awesome and everyone is willing to help.
";"I can not think of any cons
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Senior Financial Analyst;Former Employee;Great company, good benefits, poor management;"great company overall with minor defects , good benefits for working mothers
";"bad management, need more qualified managers that know how to develop. really need to know people and network to be promoted within the organization
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-27;Sales;Former Employee, less than 1 year;Great history but searching for direction;"Historic brand. Quality electrical products.
";"Couldn't figure out where to put the energy storage group. Defining the value proposition was difficult.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-08;Senior Interaction Designer;Former Employee, more than 3 years;Growth was ok;"Great place to learn and build with a team. The design team is pretty much up to date
";"No one knows what design entails and how much value designers bring. We are de-prioritized
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Project Manager;Former Employee;I have been working at GE for more than a year;"Good projects and teams. Many top technologies.
";"Works takes up a-lot of time.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-16;Currently Unemployed;Former Employee;Bummed out I was laid off due to pandemic.;"A lot of overtime. Great benefits and good pay. Management very involved.
";"Always start on shifts no one wants. Tons of people with way more seniority so moving up is hard.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Design Engineer;Current Employee;2Year experience;"Good technology, very challenging work.
";"Pay could be better, hard to get ahead without sucking up to managers, everyone has masters so you seem pressured to get one
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
