date;employee_title;employee_status;review_title;pros;cons
2021-10-15;Field Engineer;Current Employee, more than 1 year;Great Company;"Great work environment, very helpful people
";"No cons that I can think of.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-10;Retail Sales Associate;Current Employee, more than 1 year;Good;"Free lights nice environment amazing car
";"Takes lights away pay gas’s on your own
"
2021-10-18;Senior Construction Manager;Current Employee, more than 8 years;Good Job/Bad Politics;;"ruction Manager in San Ramon, CA
Recommend
CEO Approval
Business Outlook
Pros
high salary, yearly bonus, good work life balance, 4-10's schedule
Cons
politics, company is bent on all social justice issues, bureaucracy, always in legal trouble because of some issue or another, too much mid-management, no room for innovation
"
2021-10-10;Supervisor Business Analyst;Current Employee, more than 5 years;Time match skillsets and job titles!;"Job stability, abundance of projects opportunities
";"Not a merit based work place, old white prejudiced culture and mindset. Diversity&inclusion is run at a charity level. Often seen lack of alignment between skillsets and job titles. Personality, attitudes, and confidence gets more credit than comptetence.
"
2021-09-24;Student;Current Employee;Good employer;"Although benefits have gone down hill, still some of the best in my county. Great pay.
";"Benefits have gone downhill. Concerned about operating budgets but Executive pay and bonuses are too high.
"
2021-10-04;Gas Qualification Specialist;Current Employee;good;"Steady paycheck, close to home
";"hard to move up, management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-01;Senior Outreach Specialist;Current Employee, more than 8 years;Good Company with Great Opportunities;"Great company with excellent benefits and opportunities. You will not find a better cohort of co-workers in the utility industry.
";"Can be very bureaucratic when navigating your career path. PG&E has faced many challenges due to operating a utility company in a very challenged environment with climate changes during a drought. We faces these challenge with great stewardship to the environment and the consideration of the customer needs.
"
2021-09-03;Senior Business Analyst;Current Employee, more than 10 years;Chaos.;"Pay, benefits, providing power for Californian's is a noble purpose, many coworkers are good people.
";"Company is reacting chaotically to decisions by Federal Judge, CPUC, others. Trying to get its baring but constantly changing direction every time an inquiry comes in. A wounded company, not sure if it can recover. Relying on consultants rather than employees.
"
2021-08-04;Leadership;Current Employee, more than 5 years;CPUC (regulator) and internal chaos makes this company a tough one to recommend;"The company has many wonderful people. Great benefits. Post COVID, flexibility to work from home has been great. I think there are areas where it isn't chaos but they are hard to find.
";"Two issues: 1) the CPUC and 2) internally chaotic. The company is disorganized mostly due to an unreasonable regulator (CPUC) and too many competing priorities. The company's spend has doubled but it isn't in labor, labor has been cut dramatically and work has been increased. Work life balance is an issue because it doesn't exist. I do not believe the company is going to improve for the employees. Leadership is a revolving door and I truly think the regulation of PG&E is what cripples the company. It is a bunch of regulators who have no idea how the business even works, trying to feel important. Many of the regulators do not understand the basics of a gas and electrical company yet that is where all our time is spent - explaining it to them.
"
2021-10-15;Manager Supply Chain;Former Employee, more than 8 years;High pressure job;"a lot of activity with contract negotiations
";"VP is very demanding and wants to squeeze suppliers
"
2021-09-23;Anonymous;Current Employee;A great place to work;"Competitive pay and most positions don’t require a degree.
";"Poor management and micromanaging in some areas.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-21;Anonymous;Current Employee;Solid foundation, lots of stability;"Work/life balance, excellent compensation and benefits
";"Too much red tape at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Senior Business Analyst;Current Employee, more than 1 year;Awesome company to work for;"WLB (team dependent), awesome benefits (health, 401k match 75% up to 8% if your pretax contributions, pension), really care about employees well being, typically pretty smart folks
";"No processes but getting better after new management CEO (Patti)
"
2021-09-15;Business Analyst;Former Employee, more than 8 years;A good place to work;"People are valued, compensated, and benefits are good.
";"The controversy of working for a utility in California
"
2021-09-21;Business Development Representative;Current Employee;Awesome company;"Great environment to work in
";"Hated by everyone in the public
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-21;Engineering Estimator;Current Employee, more than 1 year;Great;"Great people and great work environment.
";"None that I can report.
"
2021-08-25;Customer Service Representative (CSR);Current Employee, more than 1 year;Benefits;"Amazing benefits, love wfh, set pay increases
";"Call center is super micro managed by the company, very repetitive, hard to get a good shift, company keeps rolling over on fires
"
2021-08-17;Principal Program Manager;Current Employee, more than 8 years;Great company, you'll work hard for your paycheck;"Excellent compensation and benefits, excellent vacation policy, most employees are exceptionally smart technically, mostly good leadership
";"long hours, you'll earn every penny of that paycheck, inability to take vacation due to understaffing in some area
"
2021-09-19;Operations Supervisor;Current Employee;Na;"GREAT company to work for
";"None this is a great company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-14;Supervisor;Current Employee;Fair;"Decent place to work, leadership development training was highlight of working there.
";"Way too much volume of work.
"
2021-09-08;IT Rotational Development Program;Current Employee, more than 3 years;Good 1st experience;"Get to try different departments and network
";"Sometimes the team may not know what work to give you
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Operations;Former Employee, more than 5 years;Good place to work;"Post covid world there are more opportunities to work from home, pension, good group of people,
";"Behind the times in pay, vacation and management. They watch the clock and are still stuck in a 9-5 mentality.
"
2021-09-05;Government Relations Representative;Current Employee, more than 5 years;Good place to work;"Good comp and benefits structure.
";"The public and politicians don’t like the company
"
2021-08-25;Maintenance Supervisor;Current Employee;Good company;"Pay, training, benefits, opportunities, people
";"Area cost of living, homelessness, city issues, old system, processes cumbersome
"
2021-08-31;IT Manager;Current Employee, more than 10 years;PG&E;"Great benefits and pension plan. Many very dedicated and passionate people work here.
";"Low employee morale due to bad publicity.
"
2021-09-27;Senior Business Process Analyst;Current Employee, more than 1 year;Culture;"The People want to help
";"Leadership has too many goals
"
2021-08-30;Engineering Estimator;Current Employee;It's a job;"Benefit, 401k, laid-back working environment.
";"It's a job without my h mobility.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-03;Contractor;Former Employee;Security contractor;"Great co workers over here.
";"Horrible everything else pertaining to job.
"
2021-08-09;Electric Outreach Specialist;Current Employee, more than 5 years;Stressful but worth it!;"Pay, benefits, PTO, the people are awesome, family oriented, many opportunities for growth, invested in employee development
";"Stressful, political, unstable leadership, Unstable business model, customers feel forced to do business
"
2021-08-23;Principal Analyst;Current Employee;Patient Growth;"Slow, but steady growth opportunities; reasonable wages with bonus opportunities.
";"High stress and not much of a culture to speak of.
"
2021-08-25;Anonymous;Former Employee, less than 1 year;company review;"Great environment, great people, good benefit
";"No thought for the cons at this time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-26;Land Technician;Current Employee;a;"Expected pay raises. Good people.
";"% of pay goes to union for union rep jobs.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Senior Product Manager;Former Employee, more than 3 years;Pay;"Great company to work for. Alot of benefits
";"Slow system, things get forever to be approved
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Photographer;Current Employee;Good;"Many benefits 401k, vacation, upward mobility
";"Constantly reorganizing; long hours; stressful industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-05;Supervisor;Current Employee, more than 8 years;Great company;"Great work life balance. Great compensation. Job security. Very safety oriented. Very cultured and inclusive.
";"There is a ton of work to do. A lot is expected of you and a lot figuring things out as you go
"
2021-07-17;Senior Accounting Analyst;Current Employee, less than 1 year;Great work life balance;"PG&E has great work-life balance and rarely will you need more than 40 hours a week to finish the job at hand. In addition, the benefits are at least decent, if not great.
";"Definitely needs a lot of progressive updates as many procedures and processes date back to the old days. Corporate ladder may be difficult to climb.
"
2021-04-25;Senior Case Manager;Current Employee, more than 5 years;Has its pros and cons.;"there are some very good people that work here, who are fantastic managers, and I am so grateful to know them. for years, the company refused to go remote. the pandemic forced their hand, and now we are, which is fantastic. I expect retention rates to skyrocket. benefits are ok. I know PG&E has a reputation for good benefits, but they get worse and worse every year. you do get the basics covered - health insurance, 3 weeks of vacation, 8 hours of sick time a month.
";"there are some atrocious managers who stay in the job because one or two leaders know them. I wouldn't be surprised if they got half way to tanking the company before anyone did anything about it. salaries can be good, but the company is slow to approve improvements. some leaders just flat out dislike promoting their people, other groups have promotions annually. there is no standard, its left up to the leaders preference.
"
2021-09-01;Senior Strategy Analyst;Current Employee, more than 1 year;High Turnover;"Company will provide a lot of mental health resources facilitate big changes
";"Executive turnover is ridiculously high, so initiatives change once a quarter A lot of old school thinking and unwillingness to adapt
"
2021-07-25;Senior Sourcing Specialist;Current Employee;Overall Good Career;"Overall good company to work at, the last few years has been a lot of changes but company fixing alot of issues and getting better. My Managers are always responsive, very knowledgeable and great to work.
";"Very buauracratic and slow to change.
"
2021-07-29;Power Plant Operator;Current Employee, more than 1 year;Great;"Good pay, decent benefits,safety mindset, amazing staff, good promotion opportunity.
";"They are willing to accept the blame for everything. It's not always pge fault despite the news.
"
2021-07-19;Customer Service Representative I;Current Employee, more than 5 years;Customer Service Representative 1;"-Ample opportunities for advancement -Great pay -Great benefits
";"-Some non union positions are not compensated properly for their level of responsibility -There is a lot of favoritism that goes on within the company
"
2021-08-08;Vegetation Management;Current Employee;Blacklist is real!;"They put you on a pedestal like you’re gods gift to the industry when you get hired of course only if you follow the lead and no thinking outside the box.
";"A blacklist is real for inside employees and outside contractors its misused and implemented on feeling and gossip vs policies, state and federal laws for good cause.
"
2021-07-08;Management Consulting Senior Consultant;Current Employee;Great Company;;"lting Senior Consultant in San Francisco, CA
Recommend
CEO Approval
Business Outlook
Pros
Living wage, great benefits wonderful coworkers!
Cons
Things don’t happen fast at PG&E you have to put time and hard work into every thing.
"
2021-06-27;Senior New Business Representative;Current Employee, more than 8 years;For Type A Personalities;"Great compensation, benefits, exposure to everything in the field for gas and electric
";"Too many projects to manage, management not willing to support a healthy work life balance.
"
2021-08-31;DLP Analyst;Current Employee, more than 3 years;Work experience;"Good pay, health benefits and vacation days.
";"A lot of nepotism; relatives or friends had leg-up.
"
2021-06-15;Customer Service Representative (CSR);Current Employee, more than 1 year;Great job/pay;"Training provided to do job right, a lot of support from team leader/supervisor and peers. Work from home. Great pay , a lot of offered overtime.
";"Can be stressful dealing with customer calls and can be extremely busy
"
2021-08-27;Principal;Current Employee, more than 10 years;It is a Utility;"It is generally stable and steady. Easy to change departments and get broad experience.
";"Can be slow at times, plenty of negative news stories.
"
2021-08-13;Gas Service Representative;Former Employee;Union not as strong as advertised;"Great pay. Lots of OT opportunity. Can be fun but can be hectic. Lots of opportunities to transfer to different locations
";"Union didn't act as advertised. Union rep quit in middle of a year and a half case, new guy closed case 3 days later
"
2021-05-07;Sustainability Specialist;Former Employee, more than 3 years;GREAT benefits, slow to realize change;"GREAT benefits, very comprehensive, and maternity leave is fully supported by Sedgwick Leave reps, making it super easy to make sure you get paid! PG&E is very established, and there are a LOT of processes and norms to break through when you're looking for radical change. That said, those established processes are there for many good reasons, and the duty to serve Californians is always top of mind. Nice people. Great work-life balance, and typically not many folks are working late hours, unless you're on an Emergency Operations shift. Tons of expertise and folks have a long tenure, meaning deep expertise is always around.
";"Slow moving, complex regulatory environment with multiple stakeholders means that change occurs VERY slowly. The incentives for individual performance are not very clear, and goal setting/performance management for early-career folks can often be opaque.
"
2021-08-24;Program Manager;Current Employee;Operating in a post bankruptcy company;"interesting projects, lots of opportunities during re-organizations
";"organizations are too siloed and too many processes to get a project complete.
"
2021-03-23;Supply Chain;Current Employee, more than 8 years;Look Elsewhere Before Joining;"Union pay and benefits for engineers is very good. Non union, individual contributors are not treated nearly as well in regards to pay and work assignments. Vacation time, pension, 401k, sick time, are above average. Remote work because of Covid-19 has been great. Not all collogues can work remote unfortunately. Many co-workers try their best.
";"PG&E is a convicted felon. The majority of supervisors, managers, directors, etc. are extremely unqualified to lead. What I've read regarding you have to be a white male to receive advancement opportunities is complete wrong. The company will place a completely unqualified diversity candidate in a role just to meet a quota. There are whole organization with women in the C-suite all the way to the front lines. A high amount of unethical behavior is common throughout the company. ""Speak-Up"" culture is ineffective. There is limited follow-up on concerns. CAP program is used a crutch when no one has an answer who should or when a Leader will not take accountability. There are 6-7000 CAPs in this ineffective program. CEO, VPs, CFO, and Presidents are constantly changing. With this change comes non standardization and continual reorganization.
"
2021-07-15;Associate Gas Engineer;Current Employee, more than 1 year;Gas R&D and Innovation Engineer;"Easy to communicate with different teams.
";"Slow paced and reluctant to change.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-16;Pacific Gas and Electric Company;Current Employee, more than 5 years;Account Manager;"good benefits and great co workers
";"environmentally impacted, and generally judged by people
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Product Manager;Current Employee;HYPY;"great place to be. love it here
";"sometimes i wish there were more team building
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Senior Director;Current Employee, more than 8 years;Good company bad reputation.;"Patti is a breath of fresh air
";"Public perception and past bad judgement
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Program Manager;Current Employee;Good People, Unorganized and Unstable Top Management;"Passionate people in parts of the company
";"Slow to change, constant turnover
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-19;Senior Change Management Consultant;Current Employee;In progress;;"ltant in San Francisco, CA
Recommend
CEO Approval
Business Outlook
Pros
Great people, location, diversity of need
Cons
Churn in leadership in during the past 10 years
"
2021-07-13;Software Development Manager;Current Employee;Company;"Employee friendlycompany to work fo
";"Red tape in lot of business processes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-04;Traffic Designer;Former Employee, less than 1 year;Job Security;"Always busy and have work to do
";"Will need to work long hours to get plans submitted
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Finance;Former Employee, more than 3 years;Opportunity for Growth - Racial Preference;"Employee benefits were great and employee retention is quite high compared to other companies since people are comfortable with their current responsibilities.
";"I've worked in the same department for almost 4 yrs and noticed that the only people that were getting promoted were in the same race. There were few here and there but very limited. If you are okay with never challenging management and a YES person, you will do great in this company.
"
2021-06-24;Anonymous;Former Employee;My favorite company;"Great pay and life balance. Very nice people around.
";"Process is slow. Request is not done fast enough.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-23;Manager;Former Employee, more than 8 years;A great company operating in a difficult environment;"Within management rolls, PG&E is filled with good people trying to do the right thing. The work of providing safe gas and electricity is deeply meaningful, as you feel yourself being in integral part of enabling daily life for all your friends and neighbors. PG&E's a big company, so there's a myriad of different things to do, and the landscape around the company continues to shift rapidly which creates opportunities to re-thing the status quo, and drive change.
";"The highly regulated environment creates a risk averse, and a change averse culture. To some degree that's not a bad thing as one doesn't want their utility to be risk forward. That said, it tends to pressure people to stay in boxes, and inhibits creativity and autonomy. The external environment around the company is very negative, and the company is consistently judged unfairly by the media, and local communities.
"
2021-08-24;Associate Distribution Engineer;Former Employee, more than 5 years;Liars and Cheats;"It pays well and the benefits are good
";"Management are convicted murderers and they prefer if you sell your soul to Satan.
"
2021-05-27;Supervisor, Corporate Accounting;Current Employee;Opportunities within company;"- great benefits, 401k, cash based pension - flexibility in working remotely - great opportunities within company , lots of open positions
";"- lengthy process in getting process improvements - busy season can entail longer work hours
"
2021-06-14;Field Engineer;Current Employee, more than 3 years;Great company to work for;"The pay is really good
";"A lot of work for this position
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-07;Water Quality Specialist;Current Employee;Great company, dedicated employees;"The company values safety and speak up culture. I work with great people. I really enjoy the work I do.
";"With all the negative publicity and bankruptcy, the company has gone through a lot of hard times. The public lacks trust in the company. Internal politics and morale have suffered.
"
2021-06-01;Manager;Current Employee, more than 8 years;Still a good place to work;"Superior benefits, solid salary, good work environment, speak up culture
";"Recent events have been very negative on the company
"
2021-08-02;Anonymous;Current Employee, more than 10 years;Aged Utility;"Stable, decent benefit, decent pay
";"Broken processes, too many new management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-02;Right of Way Agent;Current Employee, more than 1 year;Great Place to Work;"Management seems to really care Great lateral mobility Safety is top priority
";"Cannot think of any cons
"
2021-05-17;Principal Business Process Specialist;Current Employee;Good place for broad career experience;"Lots of opportunities to learn and grow. Strong employee benefits. New senior leadership team seems very strong and capable
";"High senior leadership turnover past few years
"
2021-04-10;Principal;Former Employee, more than 10 years;Great Benefits, Average Management;"Great Employee benefits including health and wellness, 401K, pension. Opportunities to move around company for growth and development
";"Mixed and conflicting management strategy and sub-average leadership has caused poor financial and stock performance over past few years. Lots of game playing and favoritism.
"
2021-06-02;Sales;Current Employee, more than 5 years;great;"the best company to work for
";"none at the current time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Business Finance Analyst;Current Employee, more than 5 years;Pretty great overall;"Great pay and benefits to go along with interesting and meaningful work
";"Can be too large and inefficient at times; promotion speed is varied by a wide array of factors
"
2021-05-11;Supervisor Vegetation Program Manager;Current Employee, more than 5 years;Life is all about choices;"Plenty of opportunities for advancement. People work really hard and are usually rewarded for what they put in.
";"Constant change of leadership in the company.
"
2021-07-26;Supervisor Project Controls;Current Employee;1;"Work Schedule is nice pro.
";"Company Location and expensive living
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-14;Supervising Engineer;Current Employee, more than 8 years;Lots of potential, still a giant corporation;"Potential to influence the cutting edge of utility practice for a large population.
";"Large corporation with typical beuracratic issues, polices and red tape
"
2021-05-06;Senior Design Engineer;Current Employee, more than 10 years;Steady and Clunky;"It's a utility job and not glorious.
";"Can be monotonous and inefficient at times.
"
2021-05-24;Project Engineer;Current Employee;Good company;"Good benefits and they help build your skill set
";"Union position pay raises are set
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-10;Anonymous;Former Employee, less than 1 year;Good pay & benefits;"Great pay and good benefits.
";"Typical corporate environment, lots of mandated HR training and not much rush to do anything.
"
2021-05-10;Scheduler;Current Employee, less than 1 year;pillar in the Bay Area;"Pay rate and the benefits unmatched
";"can be long days if volume of work is a lot
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-05;first field clerk;Current Employee, more than 10 years;Excellent Company;"Excellent Benefits and Retirement. Great Place to Work.
";"Depending on position, you might have to commute or do extended travel.
"
2021-05-12;Customer Service Representative;Current Employee;Good company;"Good company to work for
";"Not as technology advanced as you would thonk
"
2021-05-14;Project Controls Analyst II;Current Employee, more than 3 years;Recommended;"Work life balance and great career growth
";"Repetitive as the job scope does not evolve
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-25;Transmission Systems Operator;Former Employee, more than 5 years;One of the best in the industry;"Great facilities and training staff
";"Management is slow to respond and tried to run too lean
"
2021-05-04;New Business Representative;Current Employee, less than 1 year;Best company I’ll ever work for!;"WFH, great benefits, great hours
";"Limited training in on boarding stage
"
2021-05-09;Billing Analyst;Current Employee;good company to work in;"Safety is priority. Good teamwork within the group.
";"Management communication needs to improve.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Senior Manager, Operations;Current Employee;Good place to work - in rebuilding phase as an organization, post bankruptcy.;People are passionate about their work, and improving the company. ;"stently attracts top talent, despite ongoing challenges.
Cons
Significant post-bankruptcy restructuring challenges. Lots of executive turnover.
"
2021-05-01;Design Engineer (Electrical);Current Employee, more than 1 year;Good place to work;"Love most of the things about working here
";"Busy culture, pressure to keep taking on more and pick up after others
"
2021-05-11;Supervisor;Current Employee, more than 10 years;Good Company;"Fair pay, positive safe work environment
";"bankruptcy, ever-changing leadership, too big
"
2021-05-06;Gas Station Attendant;Current Employee;I loved my job;"super fun and really great
";"sometimes the smell of gas made me puke
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-08;Engineering Technician;Current Employee;Pge;"Good pay with benefits and OT
";"Long hours and travel for my position
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-27;Anonymous;Former Employee, more than 3 years;great compaty;"great benefits excellent location. San Francisco downtown
";"tech companies around pay better. Upper management does not care about middle level.
"
2021-02-14;Anonymous;Former Employee, more than 10 years;Pluses and Minuses;"Excellent benefits; pay beyond most comparable industries; many dedicated co-workers; wide variety of job opportunities; Union represented positions are relatively secure and receive above market annual increases
";"Officers isolated from actual work environment; too many people above the supervisor level influencing decisions; loss of public trust of the leadership; a significant disconnection to source of salary and expenditures (the customers paying their bills) by a large majority of the employees; a go along to stay around culture created by mid-level leadership
"
2021-05-04;Customer Service Representative;Former Employee;0;"Great company to work for and benefits
";"High traffic off calls and customers not understanding
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-07;Heavy Equipment Operator;Current Employee;Heavy equipment operator;"Great pay, benefits, and PTO.
";"Travel, 50 plus hours consistently.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-26;Manager;Current Employee, more than 5 years;Competitive pay but a lot of work needed to turn the company around;"competitive pay and promotion opportunities
";"too much turnover and inconsistency
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-30;Supervisor;Current Employee, more than 8 years;Good place to work;"Good Work life balance here
";"Compensation not in par with other Bay Area companies
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-21;Telecommunications Engineer;Former Employee, more than 10 years;The PGE way to getting old;"The only pro is the great salary and benefits.
";"Be prepared for little empowerment. I called it the ""Mother May I Company"". Way too many chiefs talking to way to many chiefs with little impact on anything. You have to ask for permission from way to many people to do anything. Get ready for a massive amount of nepotism. Tribal knowledge is a must and reserved for insiders only. Record systems are a disaster waiting to happen. Confusion is very commonplace among the rank and file. The corporate culture is to follow the ""PGE"" way regardless of how inefficient it is. Forget any form of ""Best in class"" to be implemented until it receives a good going over by the ""PGE tribal specialist"" so they can label it the ""PGE"" way. The new modified ""PGE"" best in class way usually looks nothing like the original concept. The modified ""PGE"" best in class takes so long to be deployed it will almost always be obsolete before full deployment. You have to learn how to respond to hearing things like ""Manufacturer Discontinued"".
"
2021-04-30;Gas Compliance Representative;Current Employee, more than 3 years;Pge changed my life;"Amazing company to work for
";"Hard to get into company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-29;Accountant;Current Employee, more than 10 years;Great Place to Work;"Culture, meaningful work, smart people
";"Wildlife season, negative publicity, complex regulation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-23;Distribution Manager;Former Employee, more than 5 years;Good company to work for.;"The company valued their employees and safety.
";"The company could have valued their customers more.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Manager;Current Employee;Benefits and Security;"Benefits and job security are incredible
";"Implementing change can be very difficult
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Financial Analyst Expert;Current Employee;Good Company;"Established company with good benefits
";"Constant changes in Senior Management as part of restructuring.
"
2021-04-29;Elec Engineer;Former Employee;Good company;"Great people to work with!
";"Many projects and not enough engineers
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-08;Associate Distribution Engineer;Current Employee, more than 5 years;Great Place to Work;"Great Pay and relatively good work/life balance
";"Management environment can sometimes be political
"
2021-06-25;Sales Associate;Current Employee, more than 3 years;good;"good mood bad not little
";"good mood bad not little yes
"
2020-12-02;Manager;Current Employee, more than 10 years;Company is still in trouble;"Good Salary if you're not in the Bay Area Good benefits
";"Long work hours Understaffed (engineers, PM's, analysts, technicians) to meet project schedules and workloads Very political - most directors and above rise through the ranks through ambition and upward management. Too many do not have the relative experience or understanding of the work in their departments (and don't care). There is an assumption that anyone is qualified to make a lateral move. This includes people moving into technical positions for which they are not qualified The 80/20 rule is strong - 20% of the people do 80% of the work. Many union worked don't put in any effort until OT pay kicks in. IT systems and data management are terrible. The company has never recovered from a failed implementation of SAP
"
2021-03-25;Software Developer;Current Employee, more than 1 year;Good if you have a passion for the work.;"Learn many exciting technologies, solve real world problems, work with many talented folks. Ethical.
";"Revolving door of contractors. Non-technical tech leads leading projects. Politics.
"
2021-03-31;Build and Release Engineer;Current Employee;Great place to work;"Work life balance is awesome, security is very good
";"Older company may not be appealing to younger people
1 person found this review helpful
Helpful
Share
Repor"
2021-05-27;Equipment and Control Technician;Former Employee;Looking for work;"Great pay and a great group of people to work with.
";"The company isn’t liked by people that live in CA because of pricing, blackouts and recent fires across the state.
"
2021-04-13;Manager;Former Employee;Great Compny;"Great pay, benefits, and people
";"Work life balance leaves much to be desired.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-11;Painter;Former Employee, less than 1 year;Great Site, Good Company;"Good wages and safety culture at DCPP
";"None I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Equipment Operator;Current Employee;Great place to work;"A real family environment with room to grow professionally. Great salary and the sky’s be limit with this company.
";"Some mandatory OT is required. Some travel is required depending on position.
"
2021-04-02;IT Supervisor;Current Employee, more than 3 years;Pacific Gas and Electric;"Create, smart people to work with.
";"Long hours and way to many process that's reshuffle each year
"
2021-05-11;Senior New Business Representative;Former Employee, more than 1 year;Very Hectic Industry at the Moment;"Great pay, bi-yearly pay increases, union job
";"Little cohesion between departments, difficult timelines to work with, customers
"
2021-02-03;Risk and Compliance Analyst;Current Employee, less than 1 year;Great benefits and people;"Everyone is really great to work with and cares. The culture has changed and is focused on compliance. They are also focused on diversify and safety.
";"It seems like some internal promotions are due to how long you’ve worked there and who you know, and not how capable you are.
"
2021-04-03;Communications Manager;Former Employee;Good place to work;"Decent pay and good benefits.
";"Hard to get promoted up.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-12;Watch Commander;Current Employee, more than 10 years;Amazing opportunities with public utility company;"Great company to work and retire from
";"Long hours during outages but nothing in comparison to other companies
"
