date;employee_title;employee_status;review_title;pros;cons
2021-10-05;Senior Engineer;Current Employee, more than 8 years;Like a Government Job;"Job security, decent pay, good benefits, worked 4x10s, work life balance
";"A lot of down time, not very technically challenge, a lot of politics and useless initiatives
"
2021-10-11;Field Services I;Current Employee, more than 5 years;Duke Energy;"Good company with great benefits
";"Always traveling and working overtime
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-21;Municipal Solutions Sales Manager;Former Employee, more than 1 year;Great Heart, Many changes;"Lots of great ideas buzzing around, with folks aspiring to help community and industry.
";"Difficult to get everyone on the same page for change or growth initiatives. Slow moving, risk-averse. Must be patient and learn to fit into culture and role performance boxes.
"
2021-09-08;Senior Engineer;Current Employee;Pros & Cons of a job with Duke Energy;& ;"of a job with Duke Energy
Sep 8, 2021 - Senior Engineer in Wilmington, NC
Recommend
CEO Approval
Business Outlook
Pros
Good environment. Opportunity to advance Pay is on par with utility industry
Cons
Work load is often very heavy The latest Reorg cut too many positions from engineering Directives from upper management can often be conflicting and not realistic
"
2021-09-28;Work Management Specialist;Current Employee, more than 3 years;Only use it for experience, then move on;"This job was hybrid, so I was mostly remote with 1-2 days in the office, with every other Friday off
";"Management is pretty bad, they blame you for mistakes that you didn't do or can't control. I was told to stay late or come in on my Friday off to help the team in other areas because they're behind. The pay is not the best when compared to my area. You have to work all storms, sometimes 16+ hour shifts and be back in the next morning at 7:30 am
"
2021-09-12;Anonymous;Current Employee;Great Company;"Duke Energy is a great company to work for. Thoughtful focus on diversity and inclusion and ensuring all employees are welcome. They also have a keep desire to ensure women & people of color are promoted and given ample opportunities.
";"Still working to ensure our teams represent the communities we serve but there is a conscious effort towards this already.
"
2021-10-04;Customer Service Representative;Current Employee, less than 1 year;Good job, great conpany;"Flexible, kind, excellent training and coaching
";"None to speak of atm
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-26;Finance;Current Employee, more than 5 years;Great place to work;"Great salary, benefits, and time off. Work remotely. Opportunity for advancement. Diversity and Inclusion is very important.
";"Organization is large, over 10,000 employees.
"
2021-09-29;Renewables Technician;Former Employee, less than 1 year;Great job for a good ole boy;"Benefits, certs of the trade, tools, ppe, per diem
";"Politics hurt their reputation with the client and other contractors. Every day is like being stuck in a bad fraternity movie. Probably a great opportunity for someone who is one of the good ole boys.
"
2021-06-15;Lead IT Business Analyst;Current Employee;Overall good company - salary for long-time employees not so great;"Overall stability and culture of the company is good. Leadership does attempt to do the right thing most of the time and values employees.
";"HR and process for promotions/salary increases is pure hell. Anytime you get a ""promotion"" or a salary increase for being a highest contributor it does not reflect the work or the person getting the promotion or increase. Does not provide a lot of drive to want to do better when you do not feel like your work is compensated fairly. So much red tape for management to provide increases and promotions and then when you do (if you are already at the company) it is dis-heartening especially when you can come right off the street and make the middle or even more of where your salary should be but someone who just got a promotion to that same pay class only gets 2-3% and is barely over the minimum for the job.
"
2021-09-30;Anonymous;Current Employee, more than 5 years;Great company;"Cares about their employees, great benefits and competitive pay
";"None great place to work
"
2021-09-29;Quality Inspector;Current Employee, more than 3 years;Hey man;"Food benefits pay work life balance
";"Hours time management pay stock options
"
2021-09-29;Production Technician;Former Employee, more than 3 years;Great employer;"Great employer to work for.
";"TH e company moved from my area.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-25;Senior Environmental Scientist;Former Employee;Excellent company;"To many to name. Salary, benefits, bonus, work flexability.
";"Departmental management can be highly varied in style and expectations.
"
2021-09-05;Senior Business Analyst;Current Employee, more than 3 years;Good stable employer;"Good benefits bosses are very flexible with time. Working from home has been good. Very good 401k
";"Poor salary compared to other tech roles at other companies. Very slow adoption of new ideas.
"
2021-09-22;Distribution Intern;Current Employee;Great place to intern;"Good people. Good pay. Really cares about interns
";"Not too much guidance unless you get a good mentor
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-24;Security Officer;Current Employee, more than 5 years;Good employer;"Great employer with many different avenues
";"The work hours and schedule are tough
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Engineer III;Current Employee, more than 5 years;Benefits Review;"The 4 stars is only for the benefits. Great 401k match of 6% + additional 4% contribution, total 10%. Bonus based on pay grade (if not in management or have more than 10ish years with the company, most are in the 10% annual bonus), bonus is adjusted based on annual company goals, so could get 50% min of the 10% and 150% max of the 10%. Competitive salary for area $600 annual contribution to HSA And $50 monthly toward phone bill +20 to 22% discount on phone bill (varies slightly per carrier)
";"It is not really a con, but I've heard that the health benefits are standard.
"
2021-08-08;Customer Service Specialist;Former Employee, less than 1 year;No room for growth outside of call center work;"Decent starting pay to get your foot in the door and if you are like sitting and talking on the phone
";"The other things they require for you to do on a simple bill pay call is ridiculous. Some customers get angry because we ask them a ton of irrelevant questions when they are just trying to pay their bill or get information about their bill
"
2021-09-13;Nuclear Engineer I;Former Employee;Good company;"- Good benefits - Care for employees -Give flexibility to employees
";"I don't see cons as working for this company
"
2021-09-04;Regional Compliance Manager;Current Employee, more than 8 years;Great company!!!;"Great benefits and pay!!! Plenty of growth opportunities!!!
";"Some micromanagers. Will hold you back from moving on to other opportunities if there is a so call need in a particular area.
"
2021-09-07;Armed Nuclear Security Officer;Former Employee, more than 5 years;Duke Energy - Nuclear Security Officer;"Great pay and benefits for a security job
";"Working as a nuclear security officer, you have to work both dayshift and nightshift.
"
2021-09-15;IT Lead;Current Employee;Great;"Benefits and Work Life Balance. Team
";"None I observed and np
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-11;Systems Engineer;Former Employee;Above average utility;"Salary, benefits, people cared to improve
";"Off hours call outs Rigid company policy and houra
"
2021-07-15;Customer Service Representative;Current Employee, less than 1 year;Training is not enough;"Pay is nice, time off is fairly easy, dont have to work weekends, get to stay home with my dog lol
";"Training is about a month and will not prepare you for pretty much 80% of what your actual job entails. Rules and quality are constantly changing. Floor support always has a different answer and it’s your fault if you get the wrong one. Oh yeah and the system is constantly crashing and that will sometimes be your fault too. Also when I applied for this job no one told me I had to make sales each month or be at risk of termination. That wasn’t in the job description. Yet here I am. It feels like this the company cares more about metrics than the customers or employees
"
2021-09-13;IT Infrastructure Analyst;Current Employee;Good;"Very stable company to work for
";"Not as competitive as others in the market
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-28;Executive Assistant II;Current Employee, more than 5 years;Great company & fantastic people;"The most professional and helpful team members you will ever meet!
";"Not many opportunities for advancement.
"
2021-09-07;Anonymous;Current Employee;Good company;"Collaborative overall and thoughtfulness for the customer.
";"Promotions not readily available or obtained.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-15;Customer Care Representative;Current Employee, more than 1 year;It's Fine, but soul-sucking;"Reasonable work hours (40-hour/week with OT), remote jobs available, easy to get time off. At least right now, there's time in between calls so you're not slammed with back-to-back calls with no room to breathe. Don't know if that'll be true in the future or not.
";"It's a call center job, so some people like it, some don't. Basically a sales position masquerading as customer service. Floor support and training is a joke. Nothing they teach you beyond uber-basics is going to prepare you for the real-deal. Floor support rarely assists the reps if they have questions or technical issues and usually they're rude and dismissive. While I like my supervisor, I've heard bad things about other supervisors, so that'll be hit or miss.
"
2021-09-28;Nuclear Operations Technician;Current Employee;Good pay , lots of headaces;"Good pay, decent benefits, liked the shift work schedule.
";"Managment like to nickel and dime good employees while wating money on frivolous things
"
2021-08-04;Customer Care Specialist;Former Employee, less than 1 year;Numbers driven;"Good training, 8 weeks of training, The trainers are really excellent but once you transition to a new sup and team the quality of everything went down.
";"Heavy focus on numbers and sales, expected to transfer a certain calls or will be marked down, some of the policies are not customer driven, puts the specialist in a really tough position sometimes
"
2021-08-06;Senior Software Engineer;Current Employee, more than 5 years;A Great Place to Start a Career;"Friendly coworkers, good benefits, paid time off and opportunities to learn and grow your skill set.
";"Depending on what project you are working on, you may experience burn out. You may also experience frustration when working with people outside of your direct team because of slow response times or bureaucracy.
"
2021-08-03;IT Applications Analyst;Current Employee, more than 3 years;Very Flexible and understanding;"There's much flexibility, and there is also much opportunity to move into new roles. Post pandemic there is even more flexibility to work from home or choose a hybrid schedule.
";"I have not encountered anything I would consider a downfall. As a utility company Duke-Energy is amazing, it has set it's crosshairs on being carbon neutral by 2030.
"
2021-08-10;Analyst;Current Employee, more than 1 year;Great benefits, slow advancement;"Great benefits such as vacation, pay, etc. everyone is very friendly and the culture is great
";"Difficult to advance, not a lot of 1:1 development opportunities, slow to adopt remote work policies
"
2021-08-25;Electrical Engineer;Current Employee;A good working environment with lots of opportunities;"Job Security Continued Education Assistance Time-Off Benefits Health Benefits Career Development
";"Excessive Layers of Management Typical ""Corporate"" Politics
"
2021-08-24;Technician;Current Employee, more than 3 years;Great job if you have the right leaders.;"Good pay and job opportunities
";"Corporate bureaucracy and too many different groups not communicating.
"
2021-08-21;Customer Service Representative (CSR);Current Employee, more than 1 year;Great Company;"Great Benefits, easy to move up, wonderful training, compensation and quarterly incentives, professional and wonderful culture
";"Work life balance not the greatest, mandatory OT
"
2021-08-09;I&C Technician;Former Employee, more than 10 years;job Experience;"Good benefits, good pay, great training opportunities and reimbursement for education expenses
";"Long work hours, sometimes can be a stressful environment in nuclear, sometimes lots of travel and work on the road
"
2021-08-26;Health Physicist;Former Employee;Paul;"Company is financial stable and personable
";"The company undergoes reduction in force
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Senior IT Engineer;Current Employee, more than 1 year;Sal;"Good culture, easy going, happy place
";"Nothing I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Anonymous;Current Employee;Great Company;"Job security appears to be good. Number of different jobs and category's. One of the largest companies in the country.
";"The company is not progressive. Does numerous re-organizations. Hard to progress in certain areas of the company. Old school mentality with most of management having 20 plus years with the company.
"
2021-08-21;Duke Energy Customer Service;Former Employee;it was a good job;"easy to do and learn
";"lots and lots of calls
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-19;Technical Lead;Current Employee;Good Working environment;"Good Working environment and multiple locations (i.e. Charlotte,NC; Cincinnati,OH; Florida, etc.)
";"Issues with Network infra-structure .
"
2021-09-03;Manager Lighting Construction;Current Employee;Convoluted corporate structures due to mergers;;"ruction in Greenville, SC
Recommend
CEO Approval
Business Outlook
Pros
Satisfying personally taking care of customers
Cons
A autocratic micro managing methodology, decisions on where to go for lunch are required from executive levels
"
2021-08-17;Lead Security Specialist;Former Employee, more than 8 years;Stable but hard to promote and get raises;"This is a very stable place to work. The industry is also stable. The starting pay and benefits are very good.
";"It is a utility so things change slowly. Once you get get hired you can expect no more than a 3% raise per year no matter how hard you work. The only way to make more money is to change jobs.
"
2021-10-05;Energy Protection Specialist;Former Employee;horrible;"bonuses that you slave for
";"everything, management, supervisor, leadership, no communication, disrespectful
"
2021-08-10;Customer Servuce Representative;Former Employee;It wasn’t bad;"It was a job You get food usually
";"It was a job The phone rings non stop
"
2021-08-14;Exempt Support;Former Employee, more than 10 years;Duke Energy Florida;"Good Pay, potential to move around. Leading edge technology in some areas where Solar and Combined Cycle are located.
";"Local Power Plant Leadership is very “in-bred”. No Formal Education or Military Experience, Tribal Knowledge and the Good Ol Boy Network is highly valued. To the contrary Military Experience and Technical Degrees are often destained. Degreed Professionals are often pressured to agree with poor decisions and then used as justifications after poor results.
"
2021-06-01;Data Scientist;Current Employee;Innovative Company;"MADLAB is doing some really advanced ML/AI work, the team is very talented, I went from feeling like a big fish in a small pond to a small fish in a big sea. It's an adjustment, but I'm so happy to be able to work with people I can learn and grow with. Everyone is friendly. The pay is good.
";"Most data scientists have to first be hired through an outsourced HR vendor and then can only be converted after 6 months before getting a better set of benefits by working directly for Duke.
"
2021-08-10;Project Manager;Current Employee;Ok;"Decent pay and decent benefits
";"Expect too much out of the few workers they have
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-13;Manager;Current Employee;Opportunity For Improvement;"Plenty of growth opportunity for recent grad students with an engineering degree.
";"Lack of opportunity for employees with established leadership experience or those employees with the same engineering degree earned in excess of five years past. The company is exclusively focused on recent grads.
"
2021-07-28;Project Controls Specialist;Current Employee, more than 1 year;Wonderful;"Great people, flex work time, salary is awesome. Company really cares about their employees.
";"There isn’t anything to complain about. The company is truly a great one to work for.
"
2021-06-16;Protection %26 Controls Engineer;Current Employee, more than 3 years;Good work-life balance;"Good work-life balance, management stays hands off on long-term projects, good office environment, work load is typically less than of consultants, good 401k benefits
";"Upper management in Charlotte can feel disconnected, no plans to do work from home or hybrid currently, pay is typically lower for senior engineers at Duke Energy than at consultants
"
2021-08-27;Journeyman Power Lineman;Former Employee;Well it's Duke;"It's a job and you get a whopping $400 tindale cloths it's local and if you like dog and poney shows that's what they are all about
";"Call outs (arcos), management, imcompetant erogant new managers and directors people are bailing ship left and right like I said it's Duke not much more needs said
"
2021-09-10;Data Scientist;Current Employee;Conservative Data Culture;;"rvative Data Culture
Sep 10, 2021 - Data Scientist in Charlotte, NC
Recommend
CEO Approval
Business Outlook
Pros
Work on innovative DS solutions
Cons
Conservative in implemeting cloud solutions
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-05;Senior Specialist Nuclear Design;Former Employee, more than 5 years;Best job I ever had.;"Why I left, I have no idea. Just a bit more money by another firm was not a good decision. I loved the work, my supervisors, everything...
";"None to speak of. Maybe an abrasive manager...
"
2021-07-03;Cyber Security Analyst;Current Employee, more than 3 years;"Good company with good intentions; just bad practices";"Diverse set of workers. Good work culture. Increasing strides in work-life balance
";"The structure is really disorganized. Not a lot of knowledge sharing between the company. Not too much collaboration or information sharing between teams and efforts. Project management is bleh.
"
2021-09-08;Electrical Lineworker;Current Employee;Insurance;"I pay 1,000 a month for insurance.
";"Health insurance sucks for a multi-billion company.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-30;Electrical Engineer;Current Employee, more than 5 years;Challenging;"Great people, challenging role, decent bonus if the company does good.
";"Lacking technological advancement. Hard to make changes.
"
2021-07-21;Relay Control Technician;Current Employee, more than 10 years;Great company to work for;"Great benefits, and insurance. Supportive supervision
";"Top out pay isn't very competitive with other power utility companies
"
2021-07-26;Anonymous;Current Employee;N/A;"Great location in the city of Charlotte
";"Hard to get an interview
"
2021-09-05;Revenue Specialist I;Former Employee, more than 1 year;Timed;"team members were like a family
";"need to work by a clock
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-23;Project Manager;Current Employee;Review;"Great to work for Duke .
";"Cannot think of any cons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-19;Anonymous;Current Employee;good place to work;"work life balance and autonomy
";"can be slow moving at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-18;Lead Business Analyst;Current Employee;My Review;"Great benefits and growth opportunities.
";"Lack of diversity in leadership
"
2021-07-11;Project Controls;Former Employee, more than 3 years;Beware, UNCOMFORTABLE, RUN!;"Better salary than Southern Co, or Ga Power
";"Everything with management was absolutely unavoidable to have success, Manager Cable was brutal! 100% turnover, fired everyone, never wore construction boots but managed $600 M in construction! Wow!!!!! Personally had fierce words for every employee, absolutely ruthless!
"
2021-05-20;Senior Analyst;Current Employee, more than 3 years;Duke Energy is a Good Employer;"They have multiple perks. The management style is well structured. Even with the size of the company it still feels family oriented.
";"With the size of the company the software sometime needs to be scaled up. Some things are still antiquated and needs to be updated.
"
2021-04-27;Senior Engineer;Current Employee, more than 5 years;Duke Energy Senior Engineer;"Pros to working at Duke Energy are that pay is very fair, and benefits are great. My peers are also very friendly and professional. The company is good about promotions.
";"The one major downside to working at Duke would be the work/life balance. Projects are released with inadequate time to complete.
"
2021-06-22;Relay Settings Engineer;Current Employee, more than 1 year;Wonderful to Work At;"-Really good 401k -Friendly co-workers and managers -Remote work possibilities
";"-Difficult to pick up work, takes time to learn what is needed to strive in your position -Relatively old workforce, more young people are coming to the company however
"
2021-07-12;Business Analyst;Current Employee, more than 8 years;Business Analyst;"Flexibility Benefits Program Fair Pay Coworkers are supportive
";"Hard to develop and find new, fitting opportunity
"
2021-08-21;Customer Service Representative;Former Employee;Na;"Great benefits at this company
";"Over works employees for little pay with customer, get use to business policies changing every day
"
2021-08-07;Engineering Design Associate;Current Employee;Good pay and stable industry;"Good base pay Lots of locations Large variety of jobs
";"Can be very hard to make internal job changes. Cross department collaboration needs work Most training is non existent minus what your coworkers are willing to help with
"
2021-07-07;Anonymous;Current Employee, more than 3 years;Great Place to work;"Good benefits, everyone is friendly!
";"Can tend to be slow to adapt
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Relay Technician;Current Employee, more than 3 years;Great job with more support and understanding from management;"Great salary and the best job I've ever had.
";"There is an immense amount of knowledge that needs to be retained. Between the computer (applications and documentation) , NERC (IT503) , Safety to actually doing the job. Be it construction or maintenance. One may do a PM today and will not see a certain type of relay for 5 to 10 years. But have to retain that knowledge/documentation on how to calibrated that relay in 5 to 10 years.
"
2021-06-29;IT Manager;Current Employee, more than 10 years;Good place to work;"Work-life balance. Provides Competive pay.
";"Company is looking at outsourcing many functions. This doesn't always provide a good value.
"
2021-04-15;Customer Care Specialist;Current Employee, more than 3 years;Not for everyone.;"Decent benefits, disability, when you do well your pay reflects that.
";"Very emotionally taxing. Customers are usually very angry, and they like to take it out on employees. Management expects us to kind of just take it and get on with our jobs. Adherence for call times is unrealistic. You're basically back to back on every call and if you try to take a break or be detailed with calls, its seen as a negative. They rate your performance on how quickly you can get customers on and off the phone, but tout that they want the best customer service. You can't have both. If you're the kind of person that can let stuff roll off your shoulders and you can handle the pressure, then this could be a good place for you to grow. Just know that many employees see therapists due to this job. I ended up going on disability after 2 years.
"
2021-07-03;Supervisor;Current Employee, more than 3 years;Great Experience;"Employee benefits, covid response, opportunities
";"Flexibility of work is not available
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-19;Systems Operator;Current Employee;Duke Energy System Operator;"Lots of time off, a week off every 6 weeks
";"you work days, nights, weekends and holiday on a rotating schedule. 12 hour work day/night
"
2021-08-09;Operator;Current Employee, more than 10 years;No longer cares;"Pay is good, that is all. Nothing more to tell.
";"Benefits have steadily been cut or reduced to satisfy shareholders
"
2021-06-29;Economic Development Manager;Current Employee;Economic Development Manager;"Great company to work for.
";"Promotions are really hard to come by.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;Solutions Development Manager;Current Employee;Great benefits, good work-life balance;"Great benefits, good work-life balance, collaborative culture.
";"Bureaucratic, slow to change though frequent reorganizations
"
2021-06-28;Nuclear Engineer II;Current Employee;Amazing;"Wonderful place to work. Challenging career.
";"There are none! Wonderful place to work!
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;IT Associate II;Current Employee, more than 3 years;Good company;"I like working at duke energy.
";"management doesnt know what's going on
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-21;Anonymous;Current Employee;Duke Energy;"They have great benefits and OT available
";"Sometimes can be stressful in the call center
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-12;Property Contractor Coordinator;Former Employee;Ok;"OK nice people independent environment
";"Not very clear directives for employees
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-21;Engineering Technologist;Current Employee, more than 5 years;Great Company;"Great Company, competitive pay, and benefits
";"Limited Progression, after first 5 years
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-15;Engineer;Current Employee, less than 1 year;Great Place To WOrk;"Great Management. Great Benefits. Great vacation.
";"Lacks innovate technology in the workplace.
"
2021-06-21;Engineer;Former Employee;Great place;"Really fun, easy to work for
";"I have none, really like
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-23;Customer Support Specialist I;Former Employee, more than 1 year;Great company not great customers;"Profit sharing of like $1500-$2000 based on company performance. Sales bonuses. $10-$15 per sale but sales aren’t required. Easy to move around the company.
";"You will get cursed out every day on the phones. Be ready. If you’re too good at your job then certain supervisors will try their best to keep you on their team. Sometimes holding you back. But most will try to see you move up. Hurricane season will cause outages every year and you’ll have to work mandatory 12 hr shifts. And weekends.
"
2021-08-04;Customer Service Representative;Current Employee;It’s not terrible;"Lots of overtime = more money
";"Hard to move up in customer service
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Customer Service Representative;Current Employee, more than 1 year;Customer Service Specialist;"Good company to work with
";"no work life balance during even if not during peak season
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Armed Nuclear Security Officer;Current Employee;Great company NPS has issues;"Good pay and benefits 401k matching
";"Horrible work/home life blance, health insurance could be better
"
2021-06-03;Transmission Systems Operator;Current Employee;Okay;"They have competitive salaries and benefits
";"top heavy, executives tell you which socks to wear
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;Business and Technology Consultant;Current Employee, more than 3 years;Diverse Company;;"ltant in Raleigh, NC
Recommend
CEO Approval
Business Outlook
Pros
Many career avenues to pursue
Cons
Not a lot of management opportunities
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-31;Engineering Manager;Current Employee;An employee's perpective;"Great benefits, competitive salary, broad experience
";"Limited promotion opportunities in the engineering side
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-15;Senior Engineer;Former Employee;Massively undervalue technical people;"Good folks on the ground level & local management Flex schedule
";"Low compensation for engineers Constant changes Old mentality Rather pay unqualified person low pay than paying a qualified person decent pay
"
2021-05-25;Senior Engineer;Former Employee, less than 1 year;Good Company to Work for;"Professional and clean Environment to work in
";"Short Term Assignments or contract work
"
2021-07-16;Software Engineer;Current Employee;Good;"Great work environment. Great work life balance
";"Low pay. Pay wont increase much if your a software engineer.
"
2021-04-13;Business Development Manager;Current Employee, more than 10 years;Thankful for the stability.;"Stable employer, great benefits, brilliant colleagues.
";"Operates very much like a standard utility with extreme risk aversion. Very challenging development atmosphere and extremely difficult to deliver competitive opportunities. Not enough resources to meet aggressive targets.
"
2021-05-06;Anonymous;Current Employee, more than 10 years;Good company;"Company provides good pay and benefits.
";"Degrees required for advancement, lacking a focus on diversity and inclusion (lip service with no action), leaders don't tell the truth
"
2021-05-19;Senior Business Analyst;Current Employee;Great place to work!;"Great work/life balance and pays well.
";"Could not think of any.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-02;Anonymous;Current Employee, more than 3 years;Out of step;"Good benefits. Big balance sheet.
";"Organization still thinks it's 1980 and that customers can only get energy from a monopoly. Decisions can only be made at the top or are stalled by lawyers.
"
2021-05-13;Director of Area Operations;Current Employee;Big company;"Variety of career paths in several locations
";"It’s a big company that takes on more than it can handle.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-20;Project Manager;Current Employee, less than 1 year;Good;"Very good company- Supportive - Open thinker
";"I dont know More than
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-15;SCADA Engineer;Former Employee, more than 1 year;Great Place to work;"The folks at Duke Energy Commercial Renewables were incredibly kind and surprisingly passionate about renewable energy development. I appreciate the amount of agency I was given while at the company. At the engineering level, we had the power and freedom to make direct improvements to operations and development.
";"Due to the rapidly growing nature of the organization at the time, there were moments of disorganization or schisms in communication between some groups which would complicate project execution. A totally natural challenge to working in a place that is evolving so quickly.
"
2021-05-18;Software Engineer;Current Employee;Good company;"Support for new development is good
";"Time off is not enough
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Project Manager;Current Employee, more than 1 year;Great job;"Great environment and a lot of opportunity to grow
";"Long hours but it is still a rewarding job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-20;Manager;Current Employee;Wonderful company to work for;"The people, the management, engaging and challenging work
";"Work processes can be rigid at times, however that is the nature of an energy company and the result of working in a regulated industry.
"
2021-04-13;Sourcing Specialist;Current Employee, more than 1 year;"Great place to work; slowly changing";"Great work/life balance, the people are kind and helpful, not high stress
";"Lots of changes happening frequently, but I think generally positive as the company tries to grow out of old ways
"
2021-05-07;Project Manager II;Current Employee, more than 5 years;Good salary and excellent benefits;"Excellent people to work with. Salary and benefits are very good.
";"Organizational changes are creating problems
"
2021-07-08;Customer Service Representative;Current Employee, more than 3 years;It’s a job;"steady job to pay bills
";"No work life balance, lots of overtime
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Gasification Production Technician;Former Employee, more than 3 years;Good Job Good Pay;"Pay is good Benefits good Good operations group
";"Not so good upper management Lots of dumb people
"
2020-12-04;Armed Nuclear Security Officer;Former Employee, more than 10 years;Great people but department is very unappreciated across the fleet;"Great Pay, great coworkers, nothing else
";"Swing shift, terrible morale (organization is very unhappy in general and has threatened to go union several times), under budget, changes aren't made for employee welfare if there is any cost whatsoever. High level company management have very little moral values , company is undergoing major cuts in both budget and personnel. Very little room for advancement. Health benefits become more and more expensive to the point where employees are seeking outside options
"
2021-05-05;Smart Energy Specialist;Current Employee, more than 3 years;Great;"Great work group and company to work for.
";"No cons really lots of calls/projects.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Electrical and Instrumentation Engineer;Current Employee, more than 8 years;Salary;"Flexibility at the word site in most location
";"Left wing nonsense being pushed
"
