date;employee_title;employee_status;review_title;pros;cons
2021-09-08;Pipeline Controller;Former Employee, more than 5 years;Too many Politics;"The company is financially stable, you won't have to worry about them going under, the controller jobs are very secure. Decent benefits.
";"There's way too much politics in the company as well as the control center. Career advancement from the control center is non existent. The pay is in the bottom half of the industry. The control center is treated very poor compared to the rest of the company divisions, even though the control center is what makes the company run. The company as a whole is not employee friendly with no accountability for senior management.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-27;Sales Associate/Cashier;Former Employee;very poor ownership;"There is an amazing regular customer base and a few great fellow employees.
";"owners are very disrespectful of the employees that are hard working, allowing the lazier employees to run the hardworking employees out.
Advice to Management
Treat your employees better
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-21;Engineer;Current Employee;Good place to work;"Co workers are great
Management is reasonable
";"Salary increases should be higher
Staffing in departments is thin
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-02;Reporting Analyst;Current Employee, more than 3 years;Good Pay, Old School Culture;"Great compensation and benefits, generally work with nice people, not too demanding in terms of hours
";"Salary is mostly determined by time spent with the company, little diversity at the top, old school mentality, minimal flexibility in terms of hours and location.
Advice to Management
Put more trust in your employees
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-01;IT Analyst;Current Employee;IT;"Good people and good culture
";"leadership doesn’t consider or do anything about requests from employees. Example: work from home
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-18;First Line Supervisor;Current Employee;Great place to work;"Good pay and benefits, opportunities to move in the company
";"If you have worked in the refining industry, there will not be any cons you don't already know about.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Anonymous;Former Employee;Traditional;"Two worlds: employee or contractor. Depends on your personal preference of job security, time-off or wages which way to go.
";"Typical of the machinists' life: can be demanding, and nothing is trivial, everything is safety related. If you're not into the small details and substance-free - forget this kind of work.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-31;Project Controls;Former Employee, less than 1 year;Mix experiences;"Opportunities to work many hours and assist in other areas. Mostly a great team with positive attitudes.
";"The management is all very young and inexperienced on the midstream side. Project was doomed to have issues due to poor estimating but they ignored this aspect and kept pushing forward head first in a tough market.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-30;Corporate;Former Employee, more than 5 years;Authoritative, chain of command, and do as I say;"Their benefits and Pay are extremely competitive, as well as their office facility. Field workers are kind and good humans.
";"Corporate as a whole. The executive team is 80% male. They come from a way of working that’s been around for almost a century and getting them change is like changing the earth’s rotation. There are a couple who try but are vastly out numbered by their peers.
Advice to Management
Reward people for their work and hold those who do not perform accountable.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-11;Anonymous;Former Employee, more than 5 years;Great Company!;"Good opportunities, bright people, beautiful building
";"Not a lot of upward mobilitiy.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-10;Senior Tax Analyst;Current Employee, more than 1 year;Great benefits, great pay;"Salary, flexibility, opportunities, benefits, vacation, sick time, advancement, great place to make lifelong friends and connections
";"Location, not open to remote work, some departments can be less flexible than others, more rigid work environment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;Scheduler;Current Employee, more than 10 years;Steady decline;"Nice facility. Reasonable benefits and pay
";"Benefits, culture, and effective pay (for most employees) has steadily declined. Minimal pay increases are offset, sometimes totally, by backdoor benefits cost increases. Benefits definitely slanted toward upper management. Newer employees (less than 7 years) don’t realize what has been lost. And most of them don’t look at benefits cost affect to be aware of what happened.
Advice to Management
Really value employees instead of just talking it. Bonus opportunities taken away for all except for select few. At one point all employees got stock options. Now only upper management. Fix employee rating that is slanted to favorites. Give lower level employees some incentives. Now wherever you start is probably where you will stay
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;Anonymous;Current Employee, more than 10 years;Good company needs to find its way;"Family like environment. Big company, lots of opportunities. Relatively low stress depending on role but a leading energy provider for much of the US.
";"The company needs to find its direction forward for the future and make a compelling case for new talent to stay.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Safety Specialist;Current Employee;Great company;"Great benefits, good pay, good location, strong safety culture, room for advancement
";"Male dominated, supervisor roles vary, salary raises/upgrades not well explained, ratings at the end of the year are not fair
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-03;Sales Representative;Current Employee, more than 5 years;Great place to work.;"Corporate office has everything in one place: cafeteria, doctor, dentist, Starbucks cafe. Management wants their people to move up the ladder, there are excellent retirement plans and salaries are good.
";"Lubricants BU has a lack of focus, systems are hard to use, and the money doesn’t go towards bettering the business.
Advice to Management
Get clear on business direction to drive more success.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-12;Process Operator;Current Employee, more than 5 years;Should work on employee training;"One of the few companies that still offer a pension plan and yearly bonuses. When training is made available, it is helpful.
";"Attention to training employees leaves a lot to be desired. Approach to employee training differs between Midstream and Refinery. OJT should not be the only tool used for new employees
Advice to Management
Better training
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-29;Process Operator;Current Employee;Process operations;"Great pay, great benefits too
";"Long hours, work holidays, they own you
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-10;Cashier;Current Employee;Not to stress full on the back;"not constant heavy labor so it helps injuries heal better, 
you get to understand why nicotine is so bad
";"the pay is low, its only 10.50 at least in the location i was at.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-26;Refinery Operator;Current Employee;Operator;"Good pay and benefits. Good team
";"Shut down. Micro management under staffed
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-25;Operator;Current Employee, more than 3 years;Great Company;"Benefits are top tier 
Bonuses are based off of company performance usually over 110%
Schedule Flexibility and work like balance is the best I’ve ever had
Safety
";"Worst thing about Phillips would be planning and scheduling. They do not cooperate with operations before investing heavy in a project just to deliver subpar results. Needs better project managers and planning groups
Advice to Management
Get operations involved during projects
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-19;Environmental Specialist;Current Employee, less than 1 year;Full Time;"Good atmosphere, good leadership fun time
";"Poor work locations, dated offices
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-29;Financial Analyst;Current Employee;Decent;"Lots of training opportunities, good benefits, people are nice, work is interesting. Phillips 66 cares about nurturing it's young people.
";"There's no work-life balance. If you are smart, be prepared to pull many late nights and work weekends. You will be stuck with most of the work.
1 person found this review helpful
Helpful
Share
Repor"
2021-08-01;Industrial Electrician;Former Employee;Conistent work;"Good teamates average benifits nothing to take home at night. Free tools and boots and uniforms. Gym on premisis. 2 weeks vacation starting if corperate union differs
";"Dirty, loud and strenous at times. More paperwork and planning can be a real mess. Takes years to learn the ins and outs and you still dont know everything yet are expected to know every peice of equipment.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-30;Instrumentation Technician;Current Employee, more than 5 years;Good union, poor management;"Good base pay, opportunities for overtime, and 401k Options with an annual bonus for almost every employee 
Vacation time is built by your seniority
";"Very difficult to progress from the bottom up.
Clear separation between management and workers.
OT becoming necessary to keep a salary competitive.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Anonymous;Former Employee, more than 10 years;Misogyny Alive & Well;"Great salary and benefits; fantastic building less than 10 years old; workout facilities, gym, running track.
";"Middle management who made it through a 5 year efficiency and digitization project without being let go are so politically well placed that they have license to mistreat employees. Male leaders in corporate communications rank their female employees on appearance, do the eye scan from head to toe and comment inappropriately on appearance. In planning meeting to replace one collegue who had resigned, part of the criteria was that they find someone who looked like her.- young, thin, attractive.
Advice to Management
Read and take action on your Viewpoint surveys.
1 person found this review helpful
Helpful
Share
Repor"
2021-07-12;Director;Current Employee, more than 1 year;Great company;"Tremendous culture of working together. Many people start their careers here and stay with the company forever.
";"Sometimes difficult to make contacts because so many people started their careers here and hard to break-in mid-career.
Advice to Management
Stay the course on strategic direction.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Anonymous;Current Employee;Benefits at P66;"Great benefits and 401k program
";"None at this time for cons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-24;Financial Analyst;Former Employee, more than 3 years;Great Compensation, Lackluster Culture;"Bartlesville accounting/finance salaries generally exceed Tulsa salaries. Good insurance and retirement plan offerings. Accounting/finance employees can generally rotate through different groups every 1-3 years. Multinational corporation with complex and interesting business operations. Competent executive leadership.
";"Bartlesville quality of life. Supervisors and managers spend most of their time in meetings. The annual performance rating system ""calibration"" process boils down to favoritism and your supervisor's ability to advocate for you, rather than your actual contributions. Excessive random drug testing program that is skewed toward younger employees rather than the entire population. The company's safety fetish results in corporate employees being treated like children, where employees can tattle on other employees for not using handrails or crosswalks. The Bartlesville employee parking lot has a flashing speed limit sign/radar that captures your speed as you enter the parking lot and security guards regularly park in the lot in the mornings to watch for ""speeding"" employees. It's unpleasant to begin each workday by driving through a speed trap and essentially being treated like a criminal.
Advice to Management
Ease up on the patronizing safety culture for corporate employees.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Analyst;Current Employee, more than 8 years;Been going downhill;"Competitive pay and benefits for the industry
";"No company work flexibility policies
1 person found this review helpful
Helpful
Share
Repor"
2021-07-06;Greater Manchester;Current Employee;Read;"Time management team to get the same results
";"They have no choice in this
Advice to Management
They are going over there
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Senior EDI Developer;Current Employee;Not too bad in IT;"Easy to work with IT in the company.
";"Stuck in old technology unless otherwise necessary.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-30;Phillips 66;Current Employee, more than 10 years;PAY;"Pay is great and the bonus targets are high
";"No diverse board of directors or leadership on ELT
1 person found this review helpful
Helpful
Share
Repor"
2021-07-01;Commercial Analyst;Current Employee;Great company;"Great people and work environment - lot's of ways to get involved and meet young professionals at the company
";"Raises are not comparable with market/industry.
1 person found this review helpful
Helpful
Share
Repor"
2021-06-25;Data Analyst;Current Employee, more than 3 years;Fortune 20 company still acting like its the 80's;"Salary is pretty good depending on your sector.
";"They think that their brand will enable them to hire top talent however, they don't seem to understand that we need to update our wfh policy or we will keep losing talent.
Vacation time is really bad. 2 weeks for the first 5 years. 3 weeks from year 5 to year 15. People burn out all the time due to not having enough vacation to take off.
Advice to Management
Need to get with the times. Your majority age workforce is in the 24-30 range. Need to update our benefits or we will keep losing talent.
2 people found this review helpful
Helpful
Share
Repor"
2021-06-25;Anonymous;Former Employee, more than 10 years;Great facility;"Gym, energy corridor, bonus, salary
";"Politics, they say you can go to HR with no repercussions but that is not true.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-26;Maintenance Technician;Former Employee;Previous Employer;"It was a small plant.
";"Investors did not want to make updates and plant was shut down.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;ITS A JOB;Current Employee;Great;"The community feeling improved over time.
";"The pay wasn't the best for the area
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Staff Analyst;Current Employee;Pretty good;"Opportunity for movement
Salary
I&D & employee involvement
";"Distance from Tulsa
No remote work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-05;Anonymous;Former Employee, more than 8 years;Nepotism;"The pay and benefits overall is great
";"Status quo environment. Very cliquish and promotions are based if you are liked and not by experience or knowledge. Lots of improvement needed to be diverse and inclusive
2 people found this review helpful
Helpful
Share
Repor"
2021-07-27;Process Control Specialist;Current Employee;Old ways of thinking;"Their message on promoting a safety culture is clear and they practice what they preach.
";"Zero work life balance. Supervisors expect you to drop everything, even while at home, to help out with issues throughout the plant.
Maintenance group doesn't have many competent workers. 
Unpaid on-call rotation with an individual covering a third of the year.
Under staffed.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-18;Machinist;Former Employee;great place;"Great people to work with and for
";"Working out side in the heat
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-19;Indirect Tax Manager;Current Employee, more than 10 years;Employment review;"Great people, even better benefits and opportunities for advancement and to change roles if desired
";"No big cons come to mind
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-14;Operator;Former Employee, less than 1 year;Job;"Great company, good benefits, great
";"Not a whole lot to be honest
Advice to Management
Nothing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-09;I&E Technician;Current Employee;Good company to work for;"Culture is built around safety.
";"No cons it is a great company to work for.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-07;Measurement Technician;Current Employee;N/a;"Freedom/Flexibility of the job. GoodTraining program
";"It's never the job but the people you work with.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-29;Financial Analyst;Former Employee, more than 1 year;Great!;"Stability, variety, pay, work life balance
";"None. I enjoyed my time as did my colleagues
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-26;Clerk;Former Employee;It was good;"Chill job, not much work to do
";"Sometimes it can get pretty boring
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;Project Manager;Former Employee;Refinery;"Great Compensation, Benefits, and bonuses.
";"Work life balance is terrible 
Loyalty
Location
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-24;Anonymous;Current Employee, more than 10 years;Good company with long-term focus;"The company puts a strong emphasis on people (""High Performing Organization"") and on the company's long-term financial success.

Phillips 66 was the only major energy company that avoided a big round of layoffs throughout the COVID-19 Pandemic.

The company is growing its Emerging Energy business to ensure long-term relevancy and success as the world turns away from using hydrocarbons as fuel.
";"Changes related to Emerging Energy probably can't happen fast enough.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-20;Senior Engineer;Current Employee, more than 8 years;Good place to work;"Competitive package, nice co-workers, flat management structure
";"Poor location, poor inclusion and diversity
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-02;Material Control Specialist;Current Employee, more than 1 year;Great;"Great workers and good managers
";"There isn’t any downsides it’s great
Advice to Management
They are great
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-19;Laboratory Technician;Former Employee, more than 8 years;Good place to work;"Great benefits and high salaries
";"High Stress and competitive environment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-30;Occupancy Planner;Former Employee, more than 3 years;Poor corporate culture;"Corporate benefits, nice headquarters with good amenities
";"Old school mentality and not progressive
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-27;Process Design Engineer, Refinery Processes;Current Employee, more than 1 year;Great job if pay is your only concern;"very nice employees and great pay
";"terrible technology for a multibillion dollar engineering firm
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Inside Sales Representative;Current Employee, more than 3 years;Excellent company, great benefits, great opportunities;"Excellent company, great benefits, great opportunities
";"Typical problems in sales: babysitting accounts, etc. Lubricants BU disorganized at times.
Advice to Management
Keep up the good work.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Mechanical Engineer;Current Employee, less than 1 year;Decent benefits and decent work life balance;"-Competitive salary to other oil companies. Lower salary than Exxon, but the yearly bonus makes up for it and I've heard the salary raises are less frequent at Exxon.
- 19/30 schedule is nice to have
- Respectful of when you want to take vacation.
- Co workers are easy to get along with.
- Lots of room to grow and be promoted if you put the time in.
";"- Work life balance goes away during turnaround seasons.
- Little communication from upper management about decisions and their reasons.
- 19/30s not as nice as 9/80s.
Advice to Management
Try to include employees in the decision making process. There are many times when turnaround schedules get moved or maintenance priorities shift and most people don't understand why.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-09;Staff Analyst;Current Employee, more than 3 years;Good benefits;"Good benefits and base pay
";"Work life balance could be an issue sometimes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-23;Real Estate and Facilities;Current Employee, more than 1 year;P66;"Job Stability, Solid Talent, Benefits
";"Upward Mobility Lacking, No Flexible Work Plans, Lagging Salary Levels, Workplace Harassment Goes Unaddressed or Worse
Advice to Management
Focus more on employee compensation than executive compensation, stop retaliating against HR complaints, give people positions they have expertise in.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-17;Anonymous;Current Employee, more than 3 years;Fine company, needs to be more open to innovation to survive;"good benefits, decent pay, nice HQ building, value inclusion & diversity, 19/30 program.
";"My line of work is an important part of our company strategy, yet it is glaringly obvious management does not appreciate or understand it. Limited opportunities for growth. Handling of employees/in-office return in May 2020 (during pandemic) was disturbing. Workplace flexibility is non-existent; ""we are a work from work culture"", management is constantly shifted around and never become specialists, in my experience.
Advice to Management
Be open to new ideas instead of doing things the way they have always been done. Offer some sort of flexibility or work from home option, even as little as 1-2 days per month. Be transparent with decisions that involve employee health, ie: dismal handling of pandemic & return to office protocol.
2 people found this review helpful
Helpful
Share
Repor"
2021-06-09;Senior Process Engineer;Current Employee, more than 5 years;Big Company Life;"Stable, with little chance of lay-offs even in the worst of times. Mostly motivated coworkers.
";"Just another cog in the wheel. Constant IT issues. Some coworkers fall flat technically.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-01;Senior Counsel;Current Employee;Solid company;"Strong management, great compensation packages, overall solid company strategy and vision
";"Very flat organization with some departments having little to no advancement opportunities
1 person found this review helpful
Helpful
Share
Repor"
2021-04-26;Management;Former Employee;Great place to work;"Pay and benefits are great.
";"Employee development, inclusion and diversity.
1 person found this review helpful
Helpful
Share
Repor"
2021-04-29;Coordinator;Current Employee;Great company;"Great company to work for
";"Nothing bad to say about it
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Instumentation and Cntrol Systems Designer;Current Employee, more than 1 year;Pretty good;"Freedom to do your stuff when you need to.
Not a lot of direct supervision 
Lots of rual driving
Amply overtime
";"Capital projects are pusher hard and fast
Can be hard to schedule after hours appointments during busy seasons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-18;Compliance Analyst;Current Employee, more than 8 years;Good company, culture could use a bit of a makeover;"Great place to work
Great environment for collaboration 
Great benefits 
Good amenities 
Centrally located
";"Culture needs to be revamped
Advice to Management
Advancement seemingly is identified prior to job posting
3 people found this review helpful
Helpful
Share
Repor"
2021-05-25;Project Manager;Former Employee;People third;"Like the swamp? Work here.
Management promotes if you know somebody. Career path is cloudy and reserved for the cliques.
";"‘This is the way’ - you know what I mean.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Mechanical Technician;Current Employee, more than 1 year;Mechanical Technician;"Good benefits and good pay.
";"Too many lazy employees. No leadership
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-14;Pipeline Controller;Former Employee, less than 1 year;Great;"Great, actively recommend to friends
";"None, I don't believe in cons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Process Engineer;Current Employee;A Company I Could Be with My Whole Career;"Great pay, great benefits, 12 week paid maternity leave, 10 holidays/year, 19/30 day each month, bonus each year
";"Certain job roles are very demanding and importance of life outside of work is diminished. A lot of these job roles are within refining operations where units are operating 24/7.
Advice to Management
Stop burning your employees out who work in operations.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-16;Marketing;Current Employee, more than 8 years;Still a ways to go;"- good pay and benefits are nice
";"- workplace flex and need more diversity in leadership
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-17;Process Engineer;Former Employee;Would not go back;"High salary with good benefits
";"Toxic work culture with a terrible work life balance. Stress all the time, would never go back
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-09;Gym Teacher;Current Employee, more than 1 year;Greay;"Love it please keep it up.
";"Long hours tough customers to deal with
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Process Operator;Current Employee;Great pay for area;"Cost of living to salary ratio very good for area.
";"Not a lot to do.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Senior Director;Current Employee;Great place to work;"Great culture, pay and benefits
";"Can be very demanding, esp for working parents with young children
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-06;Crude Accounting Analyst;Current Employee, more than 1 year;Work;"Good pay, 19/30 vacations, etc
";"You can’t work from home
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Anonymous;Former Employee, more than 10 years;Cliquish is your only chance to advance;"There are rare unicorns sprinkled throughout the organization that make the day to day bearable. Until you or they get hip and move on.
";"Your only real option to advance is by being part of the new hire/university clique, the good ol boy clique, or the maintain status quo clique. Slow to innovate or adapt and keep up with evolving technology, work/life balance, and new generation workforce.
Advice to Management
Authentic overhaul needed from top down
2 people found this review helpful
Helpful
Share
Repor"
2021-04-02;Instrument Technician;Former Employee, more than 10 years;Solid Company;"As a union employee, you have job security.
";"Health insurance has gone up significantly.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Supervisor;Current Employee, more than 5 years;Great Pay and Benefits...Leaders Preach More Than They Practice;"Awesome pay, great company history, great employees to work with
";"Burnout Culture has become the way of life with Advantage66
Advice to Management
Take steps today to fight employee burnout drivers like unrealistic timelines and project deliveries. Rid yourselves of toxic leaders and stop making excuses for them.
1 person found this review helpful
Helpful
Share
Repor"
