ID,Initial_ID,cons,insurance,safety,balance,retirement,culture,racism,sexism,ageism,benefits,opportunities,privacy,resources
5282,880,"Leadetship is money coscious , they don't care about the people,. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,1,0,0,0,0,0,0,0
5276,874,You may have to travel a lot for career growth. Be the first to find this review helpful. Helpful. Share. Report. GE Response. Social Media Consultant. Appreciate your comment and recommendation,0,0,0,0,0,0,0,0,0,1,0,0
5274,872,"Environment, management, no advancement opportunities.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,1,0,0
5270,868,"No work balance, global teams force required work odd hours, understaffed. US engineers have to cover for lack of knowledge due to constant turn over at global places since GE is not competitive globally. Global places are covered by labor laws by limited hours and guarantied vacation that has to be compensated but US engineers with long unpaid hours as result US salary people also do not take adequate vacation. Very high stress as ""beating continues until moral improves"". Company constantly chipping away benefits. Limited - not competitive 401k investment choices. Matching company contribution is payed at the end of the year another chip of benefits so if somebody leave before end of the year they do not have to pay it. Low chance of promotion in USA as GE moves more and more engineering to global places.. Verify your email to continue reading or Resend email. 2 people found this review helpful. Helpful. Share. Report. GE Response. Social Media Consultant. We think the future of the company is bright, but it will take time to get there. Thanks for your honest feedback",0,0,1,0,1,0,0,0,1,0,0,1
5268,866,"You don’t matter in the end. You can save them millions in one day but you still don’t matter.. Verify your email to continue reading or Resend email. 1 person found this review helpful. Helpful. Share. Report. GE Response. Social Media Consultant. Sorry to hear this feedback. We strive to cultivate a welcoming environment for everyone, and are an equal opportunities employer. Please consider sharing your feedback privately and anonymously with our ombudsperson at ombudsperson@corporate.ge.com so we can investigate further",0,0,0,0,0,0,0,0,0,1,1,0
5266,864,Health insurance could be better. Be the first to find this review helpful. Helpful. Share. Report. GE Response. Social Media Consultant. Thanks so much for sharing,1,0,0,0,0,0,0,0,0,0,0,0
5265,863,Lack of carrier advancement opportunity. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4956,554,opportunities to grow in the company. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4943,541,"Poor work/ life balance, constant cost-pressures result in frequent layoffs. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,0,0,0
4934,532,"busy, not good work life balance. Be the first to find this review helpful. Helpful. Share. Repor",0,0,1,0,0,0,0,0,0,0,0,0
4707,305,"-) No annual bonus -) Work life balance during pandemic -) Insane compensation for CEO during pandemic but workers and employees don't get rewarded, on the contrary there's layoffs.... Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,1,0,0,0,0,0,1,0,0,0
4752,350,-No employee appreciation -Terrible work/life balance -Eliminated many benefits/perks - no merit increases for second consecutive year while out CEO made $73MM in 2020.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,1,0,0,1
4748,346,Diversity dei location opportunities role. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4747,345,"So many: 1. They will strong-arm you on the compensation, your immigration, etc 2. Every promotion, bonus, hike needs to fight for. There is no natural career progression, everything depends on financial conditions which are sinking always. 3. Tech is old, with no motivation. no new tech learnings.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,1,0,0,1
4745,343,"global business, opportunities, smart people,. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,1,0,0,0,0,1,0,0
4743,341,"Big company, boring sometimes no travel opportunities. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,1,0,0
4735,333,Not a good place to grow your career long term. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,1,0,0,0,0,0,1,0,0
4731,329,"Work life balance, Compensation challenges. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,1,0,0,0,0,0,1,0,0,0
4729,327,"Limited career growth opportunity in current conditions, complex industries to understand, variable experience based on manager. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,1,0,0
4714,312,"Focus on financials over product, risk averse, disrupted industries.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,0,0,0
4712,310,Travel all the time 90% plus makes it tough to have a life. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4709,307,"Culture needs improvement, opportunities for growth,. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,1,0,0,0,0,1,0,0
4704,302,"It is a very political, corporate environment. Who you know will get you further than quality work.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,0,0,0
4933,531,High medical insurance deductibles and coinsurance. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,1,0,0,0,0,0,0,0,0,0,0,0
4700,298,"work life balance, low pay. Be the first to find this review helpful. Helpful. Share. Repor",0,0,1,0,0,0,0,0,1,0,0,0
4696,294,"Poor health insurance. Some office spaces are not very modern. Can be somewhat bureaucratic (it's a big company, afterall).. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",1,0,0,0,0,0,0,0,0,0,0,0
4686,284,Not a ton of opportunities if you don’t network. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4668,266,Low pay with little family life.. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,1,0,0,0
4665,263,need more resources on project teams. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,1
4646,244,High volume of work with limited resources. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,1
4634,232,"*GE is currently heavily white male, and senior leadership and HR seem to be pursuing a ""purge"" of white males using several tactics: ....*Have established racial and gender quotas for hiring and promotions ....*Have regular Problem Solving Reports (PSR's) and Action Plans explicitly intended to reduce the proportion of white male employees in the company ....*The standard annual performance review includes a ""9-blocker"" where all employees are ranked against one another; in this 9-blocker, all employees are highlighted in a special color for extra consideration, except for white US males (females highlighted in pink, US non-white highlighted in blue, international highlighted in green) ....*Regularly promote ""Affinity Groups"" to celebrate all groups but Caucasians and males ....*Have cancelled all mid-career programs and tuition reimbursement ....*Have cancelled the pension and generally reduced benefits ....*Continue to focus resources on early career development, and hiring non-white-males to replace the ones they are scaring off ....*White males are generally not hired or promoted except as a last resort (which still happens often, simply due to the sheer number of qualified white male applicants) *This creates a fairly toxic culture, where white males feel they are viewed as ""the problem"" and non-white-males feel that they are viewed as ""diversity hires"" (an incredible disservice to all of our amazing, talented, hard-working employees) *Ironically, the company is largely led by white males at the executive level, and they wholeheartedly support the purge of other white males beneath them (presumably because it is a great PR move for them, and it keeps them safe) *The company preaches integrity and candor, but everyone knows that they are not allowed to question the company's new focus on discriminating against its own employees based on gender and skin color. *Not surprisingly, GE currently has a problem with attrition (including with ""diverse"" employees), as many subject matter experts flee the company. Verify your email to continue reading or Resend email. 1 person found this review helpful. Helpful. Share. Repor",0,1,0,0,1,1,1,0,1,0,0,1
4623,221,"Bureaucracy and old school management can be a problem, limited resources to invest in experimentation. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,0,0,1
4622,220,Low work life balance - management needs to be improved. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,1,0,0,0,0
4617,215,"Lack of opportunities, no pathway to better challenges. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,1,0,0
4616,214,Limited opportunities for growth. None. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4755,353,Work life balance Future outlook. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,0,0,0,0
4759,357,Lack of promotion opportunities... the company seems to be on a never-ending shrinking cycle. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4765,363,"Health benefits behind industry averages,. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",1,0,0,0,0,0,0,1,1,0,0,1
4774,372,"salary, compensation, benefits, healthcare, beurecracy. Be the first to find this review helpful. Helpful. Share. Repor",1,0,0,0,0,0,0,0,1,0,0,1
4932,530,Work life was really good. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4931,529,Difficult to see career path. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4926,524,Management is awful and unqualified in the Miami location. Office politics are toxic and management doesn't care about the technicians. Big CON: Never know when you'll lose your job because of GE's shaky profits.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,1,0,0,0,0
4914,512,No more opportunity to work. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4902,500,Employees who start their careers at GE think they can do no wrong. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4887,485,"Poor work life and balance, patronizing is common, which is sad. Need more women leading in our division.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,0,0,0
4886,484,Work life balance can be tough. Be the first to find this review helpful. Helpful. Share. Repor,0,0,1,0,0,0,0,0,0,0,0,0
4863,461,"Promotions never happen, politics run this place, management doesn't really care about promotions for non-management employees, silos are pretty bad.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,1,0,0,0,0
4855,453,Difficult to progress in hour career. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4851,449,Family life balance isn’t the best. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4849,447,"1. If you have over 3 years experience and are looking to advance your career, GE may not be the place. GE has a few advancement programs and if you aren't in one of the programs, your career growth will be slow. In finance, most of the management comes out of the advancement programs and when people leave one of the advancement programs, they have a better chance of getting a Lead, Management, or Sr. Management role. So either come to GE with 0-3 years of experience and join an advancement program, or come to GE as a manager or above. 2. GE will not pay for any certification (i.e. PMP and CPA), and they have cut back on approving MBA classes. But this may change once the cashflow improves. 3. Your success at GE is too dependent on your manager. If you have a bad manager or a manager who doesn't care about your growth, find a role with a better manager or leave GE.. Verify your email to continue reading or Resend email. 1 person found this review helpful. Helpful. Share. Report. GE Response. Social Media Consultant. Thank you for sharing. We're always working on ways to improve and appreciate your feedback",0,0,0,0,1,0,0,1,1,1,0,0
4845,443,The bottom line is that they only care about the bottom line and not their employees. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4843,441,"Little/No opportunity to build a career long term, very difficult to grow in place.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,1,0,0,0,0,0,1,0,0
4832,430,"Long hours, no raises, no career path. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,0,0,0
4814,412,"Has been beaten down financially for years, under-performing the market Viewed as one of the last conglomerates in the world The industries GE is in are heavily influenced by economic cycles, yet not a lot of opportunities to grow. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,1,0,0
4811,409,Salary is not up to market standards. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,1,0,0,0
4806,404,"With international tax and finance constantly evolving, teams and responsibilities are often reorganized. This requires a high degree of adaptability. Workload is dynamic due to the periodic nature of tax submission deadlines.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,0,0,0
4801,399,No career path No reward for results. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
4799,397,"Career choices/growth left completely to individuals, technical career paths more limited than business/people management paths. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,1,0,0,1,0,1,0,0
4796,394,Limited opportunities after the program ends.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
4782,380,always up to learn new opportunities. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,1
4778,376,Very hard to get promoted. Insurance is ultra expensive.. Be the first to find this review helpful. Helpful. Share. Repor,1,0,0,0,0,0,0,0,0,0,0,0
4776,374,Limited career trajectory unless you join CAS. Too much importance placed on this group.. Verify your email to continue reading or Resend email. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,0,0,0
5448,46,Women will never have the advancement opportunities that men are given because the men refuse to take orders from a woman. It does not matter whether you are a female expat or Saudi the men treat you as a servant. I was actually told by a man that my job was to make tea.. ,0,0,0,0,0,0,1,0,0,1,0,0
5458,56,"Life in Saudi Arabia isn't for everyone. It can be draining. I have heard from friends who are still there that the community aspects have changed and that some changes in management have led to more wide-spread dissatisfaction. (Not based on first person knowledge, I left for different reasons.). ",0,0,0,0,0,0,0,1,0,0,0,0
5459,57,no career development... very few career opportunities. 3 people found this review helpful. Helpful. Share. Repor,0,0,0,0,1,0,0,0,0,1,0,0
5867,465,a lot of politics because the opportunities are limited. It has an Aramco culture that other employees care about more than your job performance.. ,0,0,0,0,1,0,0,0,0,1,0,0
5912,510,Lack of knowledge Lack of cooperation Lack of support Lack of communication Lack of opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
5899,497,Work can be demanding requiring travel within the kingdom depend on your job responsibilities. ,0,0,0,0,0,0,0,0,0,0,0,0
5898,496,-Poor R&DC management • Lack of engagement • Lack of support • Lack of growth opportunities for employees • Slow workflow processing. ,0,0,0,0,0,0,0,1,0,1,0,0
5895,493,"Many people with different cultures and education were mixed together. We achieved work harmony by personal involvement, coaching and guiding the workforce. Sometimes very difficult to negotiate with Management as we had the Company (Saudi Nationals and some expats, some Americans) to deal with. The contractor management were mostly Korean and some of them was difficult to deal with while others were ok. Most of the company's personnel worked together and in harmony with world standards. ",0,0,0,0,1,0,0,1,0,0,1,1
5890,488,"Horrible company, no respect to basic human rights, despotic management. ",0,0,0,0,0,0,0,1,0,0,0,0
5884,482,Pay is sub par and lacking resources to effectively achieve work.. ,0,0,0,0,0,0,0,0,1,0,0,1
5881,479,"not a career. you get paid for your directed work, not to think at all.. ",0,0,0,0,0,0,0,0,0,0,0,0
5880,478,"Environment not great, if you know people you get ahead, risk averse environment no equal opportunities for everyone. ",0,0,0,0,1,0,0,0,0,1,0,0
5863,461,#NAME?,0,0,0,0,0,0,0,0,0,0,0,0
5765,363,Work environment is not healthy which depends on the department and its management. ,1,0,0,0,0,0,0,1,0,0,0,0
5847,445,Career path and development are not clear. ,0,0,0,0,0,0,0,0,0,0,0,0
5846,444,"If you get assigned to a difficult Manager it will negatively impact your overall experience. As a Westerner you may encounter disrespect and resentment. The Secretary role duties can be very mundane and there is very little scope for progression. You may be working in a building away from the main area which can feel isolating, with no canteen or few expats. Life on camp is ok, if bland. It is compound life and you do get used to it, but it can feel very enclosed. The houses are somewhat dated, but they are ok. Some expats (there are some exceptions, thankfully!) are surprisingly not that welcoming and friendly. Weather is very hot from April to October, particularly in June, July and August. Finally, it is a 'lucky dip' to which department you get assigned to. A good/bad Manager can make/break the experience.. ",0,0,0,0,0,0,0,1,0,0,0,0
5823,421,"If you're career driven, or just want to do a decent job, it's not for you.. ",0,0,0,0,0,0,0,0,0,0,0,0
5813,411,"office environment like working in the 1990s; poor IT, Saudi management incompetence; no career. ",0,0,0,0,0,0,0,1,0,0,0,0
5807,405,Not a good place to advance your career.. ,0,0,0,0,0,0,0,0,0,1,0,0
5805,403,"Living overseas, the weather, safety concerns. Be the first to find this review helpful. Helpful. Share. Repor",0,1,0,0,0,0,0,0,0,0,0,0
5804,402,"Not very flexible climbing the ladder would be near impossible they need a robots not human beings( Always on time, one absent may put your career in danger) if you got a speeding ticket your promotion will get delayed another 4 years salaries for saudis are a joke you get one month vacation per year. ",0,0,0,0,0,0,0,0,1,0,0,0
5797,395,"Many benefits are being decreased now but still better than most, pretty much no chance for a real career......you will be stuck where you started more or less your entire time with the company, No real job satisfaction. ",0,0,0,0,0,0,0,0,1,0,0,1
5781,379,"Conservative lifestlye, diffcult transition coming in. Be the first to find this review helpful. Helpful. Share. Repor",0,0,0,0,0,0,0,0,0,0,0,0
5777,375,"The Secretary duties are very boring, you mostly make tea/coffee and fill bowls with nuts abd spend your days correcting english on letters only to be told its incorrect by people who do not speak fluent english! There is little or no scope for progression. If you get based in a remote area it can be very isolating. The accomodation is old and mould infested. As a newbie you enter on lowest points so are not entitled to a newer build. You have no control over what Manager/Department you get assigned to or what city you end up in. Most Managers are difficult. You will experience some form of disrespect. You will be spoken to like a piece if rubbish. They are allowed to comment on your weight, too fat/too skinny. HR will ignore complaints. If you flirt and laugh at others misfortune you will be fine. You get no training and no assistance on their systems, you are just expected to know how they work. Camp life can get boring very quickly unless you go to parties all of the time. That novelty soon wears off. People are not very friendly, most of the expats are nuts. This can really get a person down as its constant negativity. There are some decent ones but few and far between. ""Wasta"" is still very much a way of life there.. ",0,0,0,0,1,0,0,1,0,0,0,1
5774,372,"Saudi Arabia, Location, Culture, food, lifestyle. ",0,0,0,0,1,0,0,0,0,0,0,0
5913,511,#NAME?,0,0,0,0,0,0,0,0,0,0,0,0
5917,515,"Nothing done according to internationally accepted principles and methods. Projects are done incorrectly and are late, often never finished. No professional satisfaction whatsoever. Virtually no respect at all given to expat employees, it is a common viewpoint of the native population that you are only there for the money. Everyone knows nothing else is offered. Every year fewer opportunities for expats.. ",0,0,0,0,0,0,0,0,0,1,0,0
5921,519,Worst performance appraisal system ever Unfair treatment is common and accepted by high management Too much to do that you have to stay more hours with no overtime Unhealthy environment appraisal system makes employees hate each other Show is more important than work. ,1,0,0,0,0,0,0,1,0,0,0,0
5925,523,"Discriminatory society and work places, dry social life.. ",0,0,0,0,0,0,0,0,0,0,0,0
5996,594,"Unpredicatable work cycle and time period of work , job risk. ",0,0,0,0,0,0,0,0,0,0,0,0
5993,591,Expat Women are not allowed to be married or have children. A full blown disgrace in this day and age. No career advancement and a boring work environment with unsupportive male bosses with huge egos and sexist principles. ,0,0,0,0,0,0,1,1,0,1,0,0
5988,586,"No career development opportunities for expats, lack of challenging work, constantly changing and unclear management direction, team leads keep all interesting projects to themselves, non-existent raises, very dull work culture, poor morale. ",0,0,0,0,1,0,0,1,0,1,0,0
5985,583,Few growth opportunities for expats. Be the first to find this review helpful. Helpful. Share. Repor,0,0,0,0,0,0,0,0,0,1,0,0
5974,572,"Difficult life, culture, sometimes family struggles.. ",0,0,0,0,1,0,0,0,0,0,0,0
5972,570,very specific and detailed work with high standards. ,0,0,0,0,0,0,0,0,0,0,0,0
5969,567,"Its hard to believe you are working for the most valuable company in the world! Financial incentives are diminishing every year due to following: 1. Increasing  Saudi taxes you are expected to pay lump sum while other companies pay them on behalf of their employees. 2. Bring you over from a foreign country and make you pay full rent & bills (electric etc.) of housing in the camp. 3. Education allowance no longer covers full education fees because ""they phased out the grandfather system"" and schools are increasing fees substantially. 4. You are responsible for paying visas (the right to go in and out of a country you are a resident in!) Also rising.... 5. Incremental annual increases are way below tge very high rates if inflation Saudi Arabia is experiencing. 6. There is a wide gap between US employees and ""other"" nationalities who are treated in every aspect as 2nd class even if you work harder and better at your job than your American counterpart. When you add all these costs and compare them against current salaries the incentive to move from another country and work for SA diminish.. ",0,0,0,0,0,0,0,0,1,0,0,0
5961,559,Unhealthy work environment - Stagnant leadership.,1,0,0,0,0,0,0,0,0,0,0,0
5958,556,"12 and 2 work schedule is horrible then swamping from days to nights every other week. not good for the so called safety culture. The people in charge of me are only there because they are from the Sunni tribe no other reason. They can't even do my job much less there job. Lots of favoritism among the locals. If your a expat and think your gonna move up the career ladder, don't your not that's just how it goes over here. As far as training goes you don't get any mostly reserved for the local population. Seems like we do the same thing many times in row hoping for a different result.......scary. Definitely a blame culture for sure if you are a expat....go figure. As far as it goes for now you will never get hired direct only contractors so you can never take advantage of the benefits, so there is really no reason to come over truly a waste of time effort and energy its just a new game and you really don't want to be the expat slave because that's what you will be I promise.. ",0,1,0,0,1,0,0,1,1,0,0,1
5952,550,Do not expect a direct promotion here. You do your job and pass on your expertise to young Saudis. There are no deadwood jobs here anymore like in the old times. You can use your free time to gain new skills and then apply for other job opportunities within the Company. Lookout for new projects that can enhance your career and help you move up.. ,0,0,0,0,0,0,0,0,0,1,0,1
