ID,Initial_ID,pros,insurance,safety,balance,retirement,culture,racism,sexism,ageism,benefits,opportunities,privacy,resources
4838.0,436.0,Benefits,0,0,0,0,0,0,0,0,1,0,0,1
4921.0,519.0,Great pay for the area I live in Handled the COVID situation well Lots of networking opportunities Ability to travel some. ,0,0,0,0,0,0,0,0,1,1,0,0
4929.0,527.0,Great,0,0,0,0,0,0,0,0,0,0,0,0
4930.0,528.0,salary,0,0,0,0,0,0,0,0,1,0,0,0
4932.0,530.0,Insurance was good and h.r. ,1,0,0,0,0,0,0,0,0,0,0,0
5030.0,628.0,Good WLB,0,0,1,0,0,0,0,0,0,0,0,0
5003.0,601.0,Historic brand. Quality electrical products.. ,0,0,0,0,0,0,0,0,0,0,0,0
4999.0,597.0,Large company with lots of opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
4996.0,594.0,Competitive workplace offering opportunity to advance the state of art in jet engines.. ,0,0,0,0,0,0,0,0,0,1,0,0
4995.0,593.0,GE Management training programs The culture at the business level is a collaborative environment and gets things done Career opportunities at multiple businesses. ,0,0,0,0,1,0,0,1,0,1,0,1
4993.0,591.0,If you have the desire to work through the corporation,0,0,0,0,0,0,0,0,0,1,0,0
4991.0,589.0,Great benefit,0,0,0,0,0,0,0,0,1,0,0,1
4990.0,588.0,Insurance,1,0,0,0,0,0,0,0,0,0,0,0
4986.0,584.0,Flexibility,0,0,1,0,0,0,0,0,0,0,0,0
4985.0,583.0,Took care of employees. Great benefits.. ,0,0,0,0,0,0,0,0,1,0,0,1
4983.0,581.0,good leadership culture that encourages risk taking. ,0,0,0,0,1,0,0,1,0,0,0,0
4982.0,580.0,Good opportunity to learn across several product types. ,0,0,0,0,0,0,0,0,0,1,0,1
4972.0,570.0,work life balance is great. ,0,0,1,0,0,0,0,0,0,0,0,0
4970.0,568.0,opportunity for growth,0,0,0,0,0,0,0,0,0,1,0,0
4968.0,566.0,Good company to work with. Work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
4962.0,560.0,Big company a lot of opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
4952.0,550.0,Great learning opportunities for in-house lawyers. ,0,0,0,0,0,0,0,0,0,1,0,1
4949.0,547.0,Good opportunity for career growth,0,0,0,0,0,0,0,0,0,1,0,0
4948.0,546.0,Pockets of good people that care. ,0,0,0,0,1,0,0,0,0,0,0,0
4947.0,545.0,Great work life balance and opportunity to develop skillset. ,0,0,1,0,0,0,0,0,0,1,0,1
4944.0,542.0,Good package. Good work life balance. ,0,0,1,0,0,0,0,1,1,0,0,0
4935.0,533.0,great place,0,0,0,0,0,0,0,0,0,0,0,0
4933.0,531.0,Permissive time off Career Development Tuition Reimbursement. ,0,0,0,0,0,0,0,0,1,1,0,0
4417.0,15.0,Great people,0,0,0,0,1,0,0,0,0,0,0,0
4412.0,10.0,good work life balance during the year. ,0,0,1,0,0,0,0,0,0,0,0,0
4405.0,3.0,Work life balance,0,0,1,0,0,0,0,0,0,0,0,0
3812.0,332.0,Good company with many areas of opportunities to advance and experience.. ,0,0,0,0,0,0,0,0,0,1,0,0
3839.0,359.0,Unlimited resources for learning,0,0,0,0,0,0,0,0,0,1,0,1
3836.0,356.0,good work life balance and good compensation. ,0,0,1,0,0,0,0,0,1,0,0,0
3833.0,353.0,Large company with lots of opportunity and exciting projects.. ,0,0,0,0,0,0,0,0,0,1,0,0
3832.0,352.0,Lots of talented people to work with. Lots of challenging projects. . . Wonderful pay and benefits; they are targeted at the 75th percentile. The company is extremely concerned about your health & safety and work-life balance. The full package here is practically unbeatable.. ,1,1,1,0,1,0,0,1,1,1,0,1
3831.0,351.0,Good compensation and nice work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
3829.0,349.0,benefits pay work life balance. ,0,0,1,0,0,0,0,0,1,0,0,1
3822.0,342.0,good role and good opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
3821.0,341.0,Growth Opportunities,0,0,0,0,0,0,0,0,0,1,0,0
3818.0,338.0,Growth opportunity. Flexible benefit. Family health plan. Vacation time. ,1,0,0,0,0,0,0,0,1,1,0,1
3817.0,337.0,Great company,0,0,0,0,0,0,0,0,0,0,0,0
3816.0,336.0,All round growth and excellent work life balance. Great corporate culture. ,0,0,1,0,1,0,0,0,0,1,0,0
3807.0,327.0,Work/Life Balance,0,0,1,0,0,0,0,0,0,0,0,0
3846.0,366.0,Plenty of resources and opportunity to cross train. ,0,0,0,0,0,0,0,0,0,1,0,1
3806.0,326.0,Work with great people who want to help you succeed. Within first 3 years,0,0,0,0,1,0,0,0,0,0,0,0
3802.0,322.0,Benefits,0,0,0,0,0,0,0,0,1,0,0,1
3799.0,319.0,Fairly relaxed work life balance and drinking culture. ,0,0,1,0,1,0,0,0,0,0,0,0
3791.0,311.0,you will have great learning opportunities. ,0,0,0,0,0,0,0,0,0,1,0,1
3789.0,309.0,Diversity and Inclusion,0,0,0,0,0,0,0,0,0,0,0,0
3788.0,308.0,1.good career advancements. 2.very safety minded. 3.very diverse. 4.good pay and benefits. 5.strong family environment. ,0,1,0,0,1,0,0,0,1,1,0,1
3787.0,307.0,Cares about employees. Offers growth. ,0,0,0,0,0,0,0,0,0,1,0,0
3785.0,305.0,Great people who are trained to work well together,0,0,0,0,1,0,0,0,0,0,0,1
3783.0,303.0,Employees are able to chart their own career path. Very good people to work for. International options. ,0,0,0,0,1,0,0,0,0,1,0,0
3782.0,302.0,Did very well there. They take care of full time employees.. ,0,0,0,0,0,0,0,0,1,0,0,0
3780.0,300.0,Big companya lot of opportunities. ,0,0,0,0,0,0,0,0,0,1,0,0
3844.0,364.0,The people are great and work life balance is excellent. ,0,0,1,0,1,0,0,0,0,0,0,0
3855.0,375.0,Good pay and benefits. Good work life balance.. ,0,0,1,0,0,0,0,0,1,0,0,1
4404.0,2.0,+ Some of the people are just brilliant and experts in their fields + Everyone works pretty collaboratively (except for between a tier 2 business,0,0,0,0,1,0,0,0,0,1,0,0
3897.0,417.0,salary and benefit is good,0,0,0,0,0,0,0,0,1,0,0,1
3944.0,464.0,The people are very good. The pay is commiserate with level of responsibility.. ,0,0,0,0,1,0,0,0,1,0,0,0
3943.0,463.0,Collaboration,0,0,0,0,1,0,0,0,0,1,0,0
3940.0,460.0,Good safety atmosphere for all.. ,0,1,0,0,1,0,0,0,0,0,0,0
3939.0,459.0,Great benefits,0,0,0,0,0,0,0,0,1,0,0,1
3932.0,452.0,Large company with opportunities for people that meet a certain profile. Good reputation based on technical excellence in previous decades. ,0,0,0,0,1,0,0,0,0,1,0,0
3927.0,447.0,Very flexible work / life balance.. ,0,0,1,0,0,0,0,0,0,0,0,0
3920.0,440.0,Good pay and benefits. Strong culture and comaraderie. Opportunities to advance. Great environment to learn and practice top quartile processes. ,0,0,0,0,1,0,0,0,1,1,0,1
3913.0,433.0,Given lots of responsibility - ability to create focus for accounts. ,0,0,0,0,0,0,0,0,0,0,0,0
3910.0,430.0,The benefits are excellent. The people are friendly. Their employees safety is a high priority.. ,0,1,0,0,1,0,0,0,1,0,0,1
3908.0,428.0,compensation,0,0,0,0,0,0,0,0,1,0,0,0
3902.0,422.0,Opportunity to work globally; pay and benefits. ,0,0,0,0,0,0,0,0,1,1,0,1
3891.0,411.0,Good benefits and general workalife balance.. ,0,0,1,0,0,0,0,0,1,0,0,1
3858.0,378.0,A lot of learning opportunities and wide range of network.. ,0,0,0,0,0,0,0,0,0,1,0,1
3881.0,401.0,*Pay is well above what a mechanical engineer can earn almost anywhere else.. *Flexible work schedule. Working from home was allowed well before the pandemic. . *Robust training programs.. *You will be entrusted with great responsibilities early on in your career.. ,0,0,1,0,1,0,0,0,1,0,0,1
3880.0,400.0,Great company to work for with plenty of opportunities.. ,0,0,0,0,0,0,0,0,0,1,0,0
3878.0,398.0,Excellent compensation and work life balance in most cases.. ,0,0,1,0,0,0,0,0,1,0,0,0
3877.0,397.0,Second-to-none Employees Benefits (PTO,0,0,0,0,0,0,0,0,1,0,0,1
3876.0,396.0,Solid if you plan on remaining your entire career at there. Reshuffles occur about every 4 years and even without,0,0,0,0,0,0,0,0,0,0,0,0
3875.0,395.0,Salary and benefits. Diverse workforce and opportunities . Work life balance. ,0,0,1,0,0,0,0,0,1,1,0,1
3872.0,392.0,Great work/life balance and pay. ,0,0,1,0,0,0,0,0,1,0,0,0
3870.0,390.0,Management,0,0,0,0,0,0,0,1,0,0,0,0
3865.0,385.0,Easy work life balance,0,0,1,0,0,0,0,0,0,0,0,0
3862.0,382.0,- Parental leave: moms get 16 weeks 100% pay,0,0,0,0,0,0,0,0,1,0,0,0
3860.0,380.0,Pay,0,0,0,0,0,0,0,0,1,0,0,0
3776.0,296.0,Good work life balance and career development. ,0,0,1,0,0,0,0,0,0,1,0,0
3774.0,294.0,Manager on Duty responsibility and no help. ,0,0,0,0,0,0,0,1,0,0,0,0
3771.0,291.0,Large Refinery,0,0,0,0,0,0,0,0,0,0,0,0
3590.0,110.0,opportunities ,0,0,0,0,0,0,0,0,0,1,0,0
3646.0,166.0,Benefits,0,0,0,0,0,0,0,0,1,0,0,1
3639.0,159.0,Best in Industry salary and benefits including paid paternity leave and domestic partner coverage!. Strong DEI culture! . New performance ranking process is much more objective - truly outstanding performance is rewarded.. Offers a tremendous amount of growth and development opportunity if you decide to get in the drivers seat of your career - those who take a passive approach will be left behind.. ,1,0,0,0,1,0,0,1,1,1,0,1
3638.0,158.0,-Training with fellow employees is respectful and thorough.. - Company provides great work environment and tools needed to do the job.. - Pay is equitable and benefits are substantial . - Good work/life balance. -Management is fair and flexible. - Persona,0,0,1,0,0,0,0,1,1,0,0,1
3633.0,153.0,Good pay,0,0,0,0,0,0,0,0,1,0,0,0
3630.0,150.0,work life balance is a pro.. ,0,0,1,0,0,0,0,0,0,0,0,0
3624.0,144.0,Amazing company culture and work life balance. ,0,0,1,0,1,0,0,0,0,0,0,0
3619.0,139.0,Organization that truly cares about the wellness of their employees. Drives self care and mental awareness. Offers one half-a day a month for self care and balance.. ,0,0,1,0,0,0,0,0,1,0,0,0
3617.0,137.0,Great work-life balance and company culture. ,0,0,1,0,1,0,0,0,0,0,0,0
3607.0,127.0,competitive pay,0,0,0,0,0,0,0,0,1,0,0,0
3606.0,126.0,Good work life balance and great pay.. ,0,0,1,0,0,0,0,0,1,0,0,0
3604.0,124.0,If you manage to gut out 30 years…the benefit are fantastic. They do allow you to do many different things over your career.. ,0,0,0,0,0,0,0,1,1,1,0,1
3589.0,109.0,Great company with great benefits. Wide exposure to cutting edge projects. Job satisfaction and relative stability. Great work-life balance. ,0,0,1,0,0,0,0,0,1,1,0,1
3764.0,284.0,good culture of safety and high performance,0,1,0,0,1,0,0,0,0,0,0,0
3587.0,107.0,Managed and operated all cash registers,0,0,0,0,0,0,0,1,1,0,0,0
3580.0,100.0,Great work life balance and pay. ,0,0,1,0,0,0,0,0,1,0,0,0
3577.0,97.0,Extremely competitive benefits. Truly cares about employee satisfacton.. ,0,0,0,0,0,0,0,0,1,0,0,1
3573.0,93.0,Provided great experience for growth. Refined my skills as a professional. Help provide great work - life balance.. ,0,0,1,0,0,0,0,0,0,1,0,1
3570.0,90.0,Good pay. Flexibility. Overtime work. They support people who is trying to pay for college.. Have opportunities for growth and promotion. ,0,0,0,0,1,0,0,0,1,1,0,0
3568.0,88.0,Great benefits and competitive pay. Lots of opportunities to move around without having to change employers. Interesting industry and opportunity to contribute to a global footprint.. ,0,0,0,0,0,0,0,0,1,1,0,1
3567.0,87.0,Fast-paced easy work with opportunities to build customer service skills. Flexible schedule and good employee benefits. ,0,0,1,0,0,0,0,0,1,1,0,1
3565.0,85.0,Very high pay compared to other engineering jobs. Starting salary was 50% higher out of college than average starting salary for someone with an engineering degree. Bonus is good (when we get one). Great relocation benefits when the company asks you to move. Work-life balance can be good depending on your role.. ,0,0,1,0,0,0,0,1,1,0,0,1
3564.0,84.0,Shell is a global company that is involved in every aspect of Energy. This provides many opportunities for individuals to grow professionally by working for many different parts of the industry from traditional Oil and Gas to the growing Renewables businesses. There is an expectation that professionals should continue to learn and grow,0,0,0,0,0,0,0,0,0,1,0,1
3561.0,81.0,Pay and Benefits are great. Coworkers generally very friendly and ethical. Many opportunities to grow or move into different areas. ,0,0,0,0,1,0,0,0,1,1,0,1
3553.0,73.0,Wonderful,0,0,0,0,0,0,0,0,0,0,0,0
3655.0,175.0,Awesome benefits and great work life balance. ,0,0,1,0,0,0,0,0,1,0,0,1
3657.0,177.0,Great benefits,0,0,0,0,0,0,0,0,1,0,0,1
3661.0,181.0,Great care for employee. Work life balance. ,0,0,1,0,0,0,0,0,0,0,0,0
3663.0,183.0,Work life balance,0,0,1,0,0,0,0,0,0,0,0,0
3762.0,282.0,Truly best benefit package I’ve seen. Coworkers were friendly,0,0,0,0,1,0,0,1,1,0,0,1
3761.0,281.0,Care for people,0,0,0,0,1,0,0,0,0,0,0,0
3759.0,279.0,People,0,0,0,0,1,0,0,0,0,0,0,0
3758.0,278.0,Shell has a solid benefits package and pays well for the region I'm in. Working as an IT advisor in the manufacturing space provides lots of exposure to IT and business processes which has served as an excellent learning opportunity. Hours are usually stable with some extra work expected around major maintenance events and during large projects.. ,0,0,1,0,0,0,0,1,1,1,0,1
3756.0,276.0,People care for each other well. Family friendly company. Leadership care about employee development.. ,0,0,0,0,1,0,0,0,0,1,0,0
3754.0,274.0,Easy job to learn. Have quality interactions with regular customers. Some tips.. ,0,0,0,0,0,0,0,0,0,0,0,1
3751.0,271.0,Lots of International posting opportunity. ,0,0,0,0,0,0,0,0,1,1,0,0
3744.0,264.0,* Pay. . * Possibility of pension. . * Possibility of cancer treatment for you and family. . * Some people your work with. . *Supports diversity. . *Preaches safety. . Only recommend this place if your looking for a higher salary (overall benefits actually suck). ,0,1,0,0,1,0,0,0,1,0,0,1
3737.0,257.0,Compensation,0,0,0,0,0,0,0,0,1,0,0,0
3736.0,256.0,Truly care about their employees. ,0,0,0,0,0,0,0,0,0,0,0,0
3732.0,252.0,Pay,0,0,0,0,0,0,0,0,1,0,0,0
3729.0,249.0,Great teams for collaboration and best in Cloud tech.. ,0,0,0,0,1,0,0,0,0,1,0,0
3723.0,243.0,Good for first part-time job.. Easy. Laid back . No real manual labor. ,0,0,0,0,0,0,0,0,0,0,0,0
3718.0,238.0,Good development programs and brilliant collaborative colleagues around the world. ,0,0,0,0,1,0,0,0,0,1,0,1
3717.0,237.0,Excellent work life balance and great culture. ,0,0,1,0,1,0,0,0,0,0,0,0
3711.0,231.0,Great Benefits and work/life balance. ,0,0,1,0,0,0,0,0,1,0,0,1
3710.0,230.0,The company offers really good health benefits. ,1,0,0,0,0,0,0,0,1,0,0,1
3694.0,214.0,Good opportunity to see all areas of the energy business from Exploration to Retail and everything in between.. ,0,0,0,0,0,0,0,0,0,1,0,0
3680.0,200.0,Great pay and benefits throughout my career.. ,0,0,0,0,0,0,0,0,1,0,0,1
3673.0,193.0,Work-life balance,0,0,1,0,0,0,0,0,0,0,0,0
3668.0,188.0,High quality peers to learn from. Well paid.. ,0,0,0,0,1,0,0,0,1,0,0,1
3666.0,186.0,Excellent pay and benefits with opportunities to move up. ,0,0,0,0,0,0,0,0,1,1,0,1
3664.0,184.0,International and Local opportunities. As well as,0,0,0,0,0,0,0,0,0,1,0,0
3949.0,469.0,This company is great has many opportunities to move and choose your own path.. ,0,0,0,0,0,0,0,0,0,1,0,0
3951.0,471.0,Great work culture. Great learning opportunity and career opportunities. Good benefits and compensation. flexible work schedule. ,0,0,1,0,1,0,0,0,1,1,0,1
3955.0,475.0,You bring resources for the use of the nation. ,0,0,0,0,0,0,0,0,0,0,0,1
4208.0,118.0,Entrepreneurial environment with opportunities for advancement. Open to suggestions regarding streamlining processess and procedures. Leadership listens to new ideas. Where others are cutting back the workforce,0,0,0,0,0,0,0,0,0,1,0,0
4237.0,147.0,Safety is a top priority. Great pay and benefits. Company gives you tools you need to do your job. Company appreciates hard working employees. Company keeps employees in the loop.. ,0,1,0,0,0,0,0,0,1,0,0,1
4235.0,145.0,The company is well managed with a flat organization structure. It provides great opportunity for experienced hires.. ,0,0,0,0,0,0,0,1,0,1,0,0
4234.0,144.0,Great people to work with,0,0,0,0,1,0,0,0,0,0,0,0
4230.0,140.0,Enterprise has competitive salary and benefits. There is a responsible and accountable management culture. Management systems and safety culture are progressing nicely.. ,0,1,0,0,1,0,0,1,1,0,0,1
4229.0,139.0,Good pay good benefits. Management could care less about your well being or happiness. Push rates push rates push rates,0,0,0,0,0,0,0,1,1,0,0,1
4225.0,135.0,Competitive salary in the industry. Company is growing with opportunities to move into different departments. Lots of new process units being constructed.. ,0,0,0,0,0,0,0,0,1,1,0,0
4218.0,128.0,Pay is competitive,0,0,0,0,0,0,0,0,1,0,0,0
4215.0,125.0,If you get things done,0,0,0,0,0,0,0,0,0,0,0,0
4212.0,122.0,Good pay and benefits. Safety minded company. Awesome people out in the field. Some supervisors are really great people. Schedules are OK.. ,0,1,0,0,1,0,0,0,1,0,0,1
4211.0,121.0,Good salary and benefits,0,0,0,0,0,0,0,0,1,0,0,1
4209.0,119.0,Good pay. Great health insurance. Long-term incentives once you hit a certain level are nice.. ,1,0,0,1,0,0,0,0,1,0,0,0
4204.0,114.0,Benefits,0,0,0,0,0,0,0,0,1,0,0,1
4164.0,74.0,Great Environment and healthy relationships with other team members. ,1,0,0,0,1,0,0,0,0,0,0,0
4202.0,112.0,Pay is excellent after you complete your training,0,0,0,0,0,0,0,0,1,0,0,1
4198.0,108.0,The program has grown significantly and there has been more executive support of the rotational program as a whole. The third year focuses on Project Management and as a third year EDRP I have a project portfolio of around $9MM. This leads me to believe that they trust me with the level of responsibility required to manage small to medium projects on my own.. ,0,0,0,0,1,0,0,1,0,1,0,0
4194.0,104.0,For the first 3 years I RAVED about working for this company. I've been in my profession for nearly 40 years and this is by far the best company I have worked for. Then Dan Duncan,0,0,0,0,0,0,0,0,0,0,0,0
4190.0,100.0,Great culture in certain groups. No micro managing & work life balance good... disclaimer - it has everything to do with the team you work for. Strong company,0,1,1,0,1,0,0,0,0,0,0,0
4188.0,98.0,Quick career growth for driven individuals,0,0,0,0,0,0,0,0,0,1,0,0
4186.0,96.0,Enterprise Products has a great work environment with many productive,0,0,0,0,1,0,0,0,0,0,0,0
4178.0,88.0,Lots of learning and growth opportunities,0,0,0,0,0,0,0,0,0,1,0,1
4177.0,87.0,Pay ,0,0,0,0,0,0,0,0,1,0,0,0
4172.0,82.0,The training here is the absolute best I've seen. It gives me confidence in myself and those working around me. If you have a desire to move up or learn new skills Enterprise will help you along the way. Culture at my facility is awesome in all aspects comradery,0,0,0,0,1,0,0,0,0,1,0,1
4171.0,81.0,Career advancement Great Benefits So much to learn Great coworkers. ,0,0,0,0,1,0,0,0,1,1,0,1
4170.0,80.0,Great leadership. Management cares about hour career path as long as you do. Competitive comp and bennys.. ,0,0,0,0,0,0,0,1,1,0,0,0
4243.0,153.0,Very diverse and a great opportunity to learn the industry. Interaction between departments is beneficial for someone who enjoys to be socials.. ,0,0,0,0,0,0,0,0,0,1,0,1
4244.0,154.0,Good salary,0,0,0,0,0,0,0,0,1,1,0,0
4247.0,157.0,Large company with many locations. Ability to transfer when positions are open in the majority of the continental United States. Whether you like the snow filled winters in the northeast or the dry heat of the southwest,0,0,0,0,0,0,0,0,0,0,0,0
4249.0,159.0,Good pay and benefits such as 401K,0,0,0,1,0,0,0,0,1,1,0,1
4402.0,0.0,-Rotate in several areas of finance (FP&A,0,0,0,0,0,0,0,0,0,0,0,0
4399.0,309.0,Pay,0,0,0,0,0,0,0,0,1,0,0,0
4381.0,291.0,Company offers great Benefits,0,0,0,0,0,0,0,0,1,0,0,1
4378.0,288.0,Very good opportunities for advancement. ,0,0,0,0,0,0,0,0,0,1,0,0
4374.0,284.0,Good pay and work life balance. ,0,0,1,0,0,0,0,0,1,0,0,0
4370.0,280.0,Great insurance and benefits. Work Schedule. ,1,0,1,0,0,0,0,0,1,0,0,1
4369.0,279.0,Growing. Many opportunities. Good benefits.. ,0,0,0,0,0,0,0,0,1,1,0,1
4357.0,267.0,Benefits are fair as far as insurance and time off. ,1,0,0,0,0,0,0,0,1,0,0,1
